Gene = Fuca
index = 1172
Annotated 5SS: [ 156 2205 2420 2608 3156 3635]
Annotated 3SS: [ 206 2277 2500 2678 3218 3698]
SMsplice 5SS: [ 156 2205 2420 2612 3156 3635]
SMsplice 3SS: [ 206 2277 2500 2678 3218 3698]
top_k =  1000
Partition function (log Z): 12.664659489854436

Sorted 5' Splice Sites (High to Low Probability):
Position 3156: 0.9941067857500356
Position 3635: 0.9820637446731922
Position 2420: 0.942268591907916
Position 156: 0.8502198014652759
Position 2205: 0.7707878200620074
Position 2612: 0.4862482059227527
Position 2608: 0.4436167079344872
Position 527: 0.3498053263193647
Position 748: 0.0986312697782778
Position 140: 0.06799442991330337
Position 2624: 0.04623439944787539
Position 2129: 0.02681378538608687
Position 2213: 0.0176130996318638
Position 2387: 0.016742264504427923
Position 498: 0.014181057222091129
Position 2604: 0.012397972011851683
Position 2113: 0.011662270847541949
Position 2628: 0.010676112415696978
Position 3800: 0.010269542590025625
Position 574: 0.008000290652454308
Position 1398: 0.007990813252719156
Position 1326: 0.004342999769212655
Position 2294: 0.0027083852088557498
Position 163: 0.0022766243854484866
Position 2948: 0.002144434163684891
Position 430: 0.0016281954551922995
Position 2997: 0.0011780892194451404
Position 2393: 0.001017257111686902
Position 1113: 0.0008526704819321355
Position 3763: 0.0008328643730246779
Position 3351: 0.000826214658678358
Position 2749: 0.000812919822742908
Position 21: 0.0006017518779969621
Position 2045: 0.0005859994824372367
Position 727: 0.0005056781466060922
Position 1463: 0.0004729469480585289
Position 149: 0.0004577573134348564
Position 3409: 0.0004231510040677016
Position 1337: 0.00040887625839230746
Position 769: 0.0003812810794920639
Position 190: 0.00037543791820979065
Position 3146: 0.000302988636013499
Position 1432: 0.00029138515283033407
Position 3006: 0.00025955340569543806
Position 2616: 0.00024644473815584636
Position 3639: 0.0002428759184369953
Position 550: 0.00023918421895658608
Position 480: 0.00022523531027530974
Position 2182: 0.00020459145319180527
Position 2451: 0.00019722987904221165
Position 4: 0.0001746095841585887
Position 922: 0.00015088565294285212
Position 2460: 0.00015050650727976012
Position 3099: 0.00014578722269984137
Position 3324: 0.0001336854024453524
Position 2583: 0.00012626400122396972
Position 3158: 0.0001194279640962963
Position 3536: 0.00011068330711521853
Position 1568: 9.48400656724825e-05
Position 572: 9.2035891007055e-05
Position 2314: 8.889619080208299e-05
Position 819: 8.886408120297855e-05
Position 366: 8.612018666549213e-05
Position 693: 7.998615104810197e-05
Position 203: 7.17592876498213e-05
Position 3599: 7.123427208185047e-05
Position 2257: 7.093329663140463e-05
Position 531: 6.947578122531193e-05
Position 3404: 6.673356078208758e-05
Position 3309: 6.460346501649337e-05
Position 399: 6.42724904787813e-05
Position 3160: 6.230838436888493e-05
Position 3803: 6.096165995487269e-05
Position 3656: 6.055420254978067e-05
Position 1342: 5.2744522447061506e-05
Position 415: 5.1547506030651524e-05
Position 865: 4.771410500670097e-05
Position 3061: 4.071289108390041e-05
Position 2816: 4.0368085060827384e-05
Position 2185: 3.7975477673340804e-05
Position 1231: 3.775497188202838e-05
Position 3475: 3.546680170176573e-05
Position 2162: 3.4191294402764196e-05
Position 324: 3.1200210832689726e-05
Position 638: 3.106800731237928e-05
Position 412: 2.983151950633487e-05
Position 618: 2.8601537265715637e-05
