Gene = Rchy1
index = 1416
Annotated 5SS: [ 141 2408 5115 5347 5954]
Annotated 3SS: [1529 4952 5187 5674 6021]
SMsplice 5SS: [ 119 2408 5115 5347 5954]
SMsplice 3SS: [2071 4952 5187 5674 6021]
top_k =  1000
Partition function (log Z): 11.866204548731199

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9989905221891502
Position 5115: 0.9140086562688194
Position 2408: 0.839828062633021
Position 5347: 0.8018677492920052
Position 119: 0.2655074894840749
Position 755: 0.2648235478042439
Position 767: 0.21802185524204826
Position 5399: 0.18285107955492824
Position 1122: 0.18130483163273126
Position 521: 0.14505494067032754
Position 5110: 0.08430149228270557
Position 905: 0.0840280775514387
Position 1088: 0.05388927900902541
Position 343: 0.04732626998417549
Position 141: 0.03519202099249385
Position 505: 0.02958052584087746
Position 1588: 0.02550272042259724
Position 1057: 0.025288199468423405
Position 533: 0.017309931470875894
Position 529: 0.012158523961432815
Position 517: 0.010507139440909205
Position 525: 0.01024084779827357
Position 121: 0.010237287151451877
Position 1389: 0.006098668368801474
Position 34: 0.0057864205085111226
Position 5299: 0.005119255227939605
Position 1091: 0.004075845742344269
Position 287: 0.003996479658083384
Position 3490: 0.003779271782700586
Position 1684: 0.00256853333270977
Position 5355: 0.002267865853667592
Position 6418: 0.0018440154029218982
Position 2752: 0.0015417471544146993
Position 798: 0.0015327524779089577
Position 1264: 0.0014835760629641492
Position 6138: 0.0013459412884628008
Position 157: 0.0012328773910173106
Position 537: 0.0011010431134058818
Position 160: 0.0009728111707443846
Position 5100: 0.0009421683300541532
Position 1209: 0.0009042575830535835
Position 1470: 0.0008173672870987024
Position 5908: 0.0007397754671365933
Position 3636: 0.0007045791228733208
Position 629: 0.000703576099588662
Position 3522: 0.0006961858113705147
Position 1111: 0.0006279007997970815
Position 2401: 0.0006245394494750051
Position 2988: 0.0005862929717457119
Position 6245: 0.0005534347672148573
Position 3462: 0.0005347953920799341
Position 3323: 0.0005228070122638602
Position 771: 0.0005221390964581353
Position 1904: 0.0004907527916604391
Position 5403: 0.0004685388620829341
Position 234: 0.00042512196218694474
Position 625: 0.000424839777930359
Position 5351: 0.00042282642602528846
Position 576: 0.00037612658590229013
Position 1779: 0.0003362420405619113
Position 5273: 0.0002873183490478477
Position 65: 0.0002550746991675032
Position 954: 0.0002525485262490378
Position 369: 0.00024670263041973335
Position 5073: 0.00020642724011102275
Position 6306: 0.00019089055497236595
Position 416: 0.00018805728532435685
Position 507: 0.00016309650974609361
Position 564: 0.0001585862962796882
Position 5571: 0.00013368804916111702
Position 125: 0.00011020369358881499
Position 743: 0.00010885369625375129
Position 375: 0.0001084462956801258
Position 5132: 9.460550443350138e-05
Position 5547: 8.492902775654317e-05
Position 6057: 7.965262563161538e-05
Position 5252: 7.892875743244245e-05
Position 3781: 7.745041311902321e-05
Position 5564: 7.396749261342032e-05
Position 123: 7.258387210550427e-05
Position 5860: 6.0565354678440616e-05
Position 155: 4.88167492212291e-05
Position 357: 4.347643679060418e-05
Position 5782: 4.132352456409197e-05
Position 6431: 3.078506455650609e-05
Position 5864: 2.712446150910565e-05
Position 5310: 2.551900745574054e-05
Position 6369: 2.5507492395516774e-05
Position 424: 2.154216549094223e-05
Position 593: 2.1428292297749287e-05
Position 3378: 1.911161596539314e-05
Position 515: 1.755175239491179e-05
Position 193: 1.4481797394192058e-05
Position 509: 1.3272544901429316e-05
Position 110: 1.2556050956887096e-05
Position 6094: 1.2049499139589826e-05
Position 907: 1.01173839655986e-05
Position 6553: 1.0113897020426613e-05
Position 5552: 9.902381756641911e-06
Position 62: 9.610424178347298e-06
Position 128: 8.967416980577607e-06
Position 42: 7.841757764038668e-06
Position 3375: 7.820609410528625e-06
Position 461: 7.132093843684707e-06
Position 2958: 6.920703768203409e-06
Position 895: 5.5405978265903586e-06
Position 6422: 5.493925669022095e-06
Position 2493: 4.872127249737452e-06
Position 2502: 4.4058571201260435e-06
Position 5897: 4.326249627263079e-06
Position 658: 3.708010342590384e-06
Position 1401: 3.677485556653214e-06
Position 5674: 3.613751686179955e-06
Position 997: 2.8426447941133226e-06
Position 5301: 2.2703762608744774e-06
Position 6507: 2.0260393121456033e-06
Position 6523: 1.9395487385475376e-06
Position 6115: 1.625795171476411e-06
Position 205: 1.4303494289208405e-06
Position 897: 1.1934861806428389e-06
Position 19: 1.0987068164098978e-06
Position 881: 1.0929508260163078e-06
Position 5924: 1.0346781088503264e-06
Position 1423: 9.446386244857371e-07
Position 499: 8.432345207574878e-07
Position 956: 8.290893863358628e-07
Position 1432: 8.19365111833842e-07
Position 6374: 5.160782079954756e-07
Position 5235: 4.5691512424282956e-07
Position 199: 4.306330789284445e-07
Position 6403: 3.155876469639787e-07
Position 6108: 3.100029911273948e-07
Position 6581: 2.147884647485246e-07
Position 991: 1.953238688428971e-07
Position 662: 8.005451646818396e-08
Position 1129: 1.3287222324108748e-08
Position 3467: 7.375456916374344e-10
Position 5469: 1.206598014785297e-10
Position 5671: 1.0811775244883529e-10
Position 5946: 9.045093735770221e-11
Position 5820: 3.250520103194418e-11
Position 5708: 3.00023677862686e-11
Position 5508: 9.02573793255282e-12
Position 5710: 3.062957862545265e-12
Position 6061: 1.9776270854295692e-12
Position 5659: 1.941938458970431e-12
Position 5678: 1.7129966244079806e-12
Position 5657: 1.2418136579019633e-12
Position 2681: 8.313404989581173e-13
Position 2700: 7.570125818749193e-13

Sorted 3' Splice Sites (High to Low Probability):
