Gene = Pex3
index = 1372
Annotated 5SS: [195]
Annotated 3SS: [313]
SMsplice 5SS: [181]
SMsplice 3SS: [1732]
top_k =  1000
Partition function (log Z): -10.904403308733844

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.3825738092899957
Position 275: 0.27717729999646135
Position 1216: 0.21894455431671556
Position 27: 0.1622845390765959
Position 173: 0.03445601048723125
Position 1890: 0.03187254371833314
Position 1861: 0.011245983995038794
Position 195: 0.010297655991032564
Position 493: 0.005034158743442387
Position 1902: 0.004960844265363331
Position 628: 0.0030124356716772576
Position 336: 0.0028145652458247982
Position 726: 0.0023221636773982876
Position 1662: 0.0023093594495130617
Position 1376: 0.0019975772840874523
Position 802: 0.001979242350582499
Position 956: 0.0016930787820371716
Position 500: 0.0016480548581560277
Position 314: 0.0015525125065011176
Position 1650: 0.0013809966943636898
Position 973: 0.0008657894651695809
Position 1703: 0.0006453671676110849
Position 1814: 0.0006188610593473817
Position 1900: 0.0005487536058567644
Position 900: 0.0004761025105010556
Position 1869: 0.000409308074328724
Position 620: 0.0003270942151517399
Position 836: 0.0003086937152198618
Position 1104: 0.0003074950225480516
Position 217: 0.00028502236971365304
Position 1326: 0.00018824886353693276
Position 1156: 0.00018608545586977897
Position 234: 0.00017546285433444253
Position 471: 0.00017238988979020523
Position 1614: 0.00015500945369603138
Position 1223: 0.00013919220541776565
Position 478: 0.00013608605731793325
Position 1321: 0.00011600539671557852
Position 1864: 0.00011272750989493466
Position 321: 7.582015282346185e-05
Position 877: 7.199607953709298e-05
Position 1558: 7.1276279579067e-05
Position 1201: 4.030075266739412e-05
Position 1297: 3.690413383737229e-05
Position 421: 3.154554275824117e-05
Position 675: 2.902535065230676e-05
Position 1522: 2.8648588493429326e-05
Position 1038: 2.525043270047991e-05
Position 1925: 2.071190086880743e-05
Position 387: 1.7913719162247944e-05
Position 1787: 1.53772280045278e-05
Position 754: 5.470793348089586e-06
Position 543: 4.515110074009218e-06
Position 618: 4.246924811388556e-06
Position 817: 2.868279736012071e-06
Position 810: 2.0101983393007935e-06
Position 1699: 1.3593457110774762e-06
Position 1076: 1.3204223589452637e-06
Position 664: 1.0458293738079002e-06
Position 538: 9.002021430621668e-07
Position 1226: 8.497579083417436e-07
Position 159: 6.087347754613353e-07
Position 654: 5.013651183884838e-07
Position 390: 4.353114509506228e-07
Position 355: 2.0817840968611114e-07
Position 1448: 1.8937483191981844e-07
Position 1411: 2.2354043383953458e-10
Position 487: 8.565264512450399e-11
