Gene = MYPT-75D
index = 1268
Annotated 5SS: [16405 36085 37368 37659 37796 38302 38862]
Annotated 3SS: [35397 36664 37532 37719 38180 38364 39738]
SMsplice 5SS: [ 1073 36085 37368 37659 37796 38289 38862]
SMsplice 3SS: [35397 36664 37532 37719 38180 38364 40056]
top_k =  1000
Partition function (log Z): 0.6749182314476814

Sorted 5' Splice Sites (High to Low Probability):
Position 1073: 1.0000000000000018
Position 36085: 1.0000000000000009
Position 37659: 0.9980113234091771
Position 37368: 0.9767774994941789
Position 37796: 0.9693904513168421
Position 38862: 0.9657137061821727
Position 38273: 0.16186179761320474
Position 39151: 0.0800064397180322
Position 39339: 0.06391944097757009
Position 39259: 0.050706722030762826
Position 39521: 0.04567666018428652
Position 41029: 0.044566328823741834
Position 39562: 0.04059798794026484
Position 37398: 0.020039309976800132
Position 38104: 0.016156357684353948
Position 39176: 0.015605846482302985
Position 37814: 0.013255542025932631
Position 40412: 0.012226210489065486
Position 38858: 0.012108021431689273
Position 39203: 0.01186465058537299
Position 40783: 0.010004786483985981
Position 39042: 0.009860852191311774
Position 38996: 0.00889842718800106
Position 39361: 0.008229835850679518
Position 40824: 0.0050203894029587194
Position 39286: 0.004261361738994813
Position 39036: 0.004013816091676724
Position 39048: 0.0038535308915889715
Position 38772: 0.0035545382930947727
Position 39007: 0.002849765908695789
Position 40324: 0.002721500006968896
Position 39299: 0.0025426977923802604
Position 39055: 0.002185885279382986
Position 37957: 0.002046018809453763
Position 39220: 0.00180465799711885
Position 40277: 0.0017972965403482144
Position 39513: 0.0016229664526736924
Position 37663: 0.001295867671932717
Position 37834: 0.0011307468103172026
Position 38990: 0.0010716365513179765
Position 39256: 0.0009354215034901294
Position 40723: 0.0008642362776528968
Position 37910: 0.0007836222777504958
Position 39253: 0.0007377109711233549
Position 40638: 0.0006947994915406248
Position 39816: 0.0005373155346719944
Position 39476: 0.0005312368359056635
Position 38084: 0.0004773897079012913
Position 38042: 0.0003776226386674659
Position 41051: 0.00036601046567304277
Position 38712: 0.00022308006166370586
Position 39963: 0.00021036596557016387
Position 38062: 0.00017673792591604094
Position 38846: 0.0001685780862509829
Position 40810: 0.00016770452636431728
Position 39329: 0.00016479621131455113
Position 39247: 0.00015828323601977168
Position 37936: 0.000144900367120097
Position 37648: 0.00012003264589628244
Position 39125: 0.00011862552095605051
