Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  1000
Partition function (log Z): 23.746993475112937

Sorted 5' Splice Sites (High to Low Probability):
Position 18805: 0.9994561334018969
Position 12140: 0.9974126605379409
Position 24793: 0.9895444540468054
Position 20400: 0.9894458951988528
Position 27047: 0.9869233138817899
Position 13100: 0.9844796519780653
Position 20041: 0.9844371425634475
Position 477: 0.983556938165124
Position 13392: 0.9456411639287869
Position 13779: 0.9240569401543017
Position 27223: 0.8926429128746196
Position 11018: 0.7365724724271654
Position 22196: 0.5565387233405792
Position 26598: 0.3276222509221849
Position 256: 0.3242430111323898
Position 21418: 0.2701484277409014
Position 19271: 0.15107829122942443
Position 17242: 0.09568464321421336
Position 11927: 0.09146213413376354
Position 15643: 0.08815303095106407
Position 22391: 0.08590183672357438
Position 21740: 0.0834205923816321
Position 17093: 0.06686452165245116
Position 18450: 0.059935023682245035
Position 25503: 0.0517064728986951
Position 11963: 0.047438607021140146
Position 27196: 0.030356803502136157
Position 311: 0.024835060268405713
Position 17418: 0.0248180591080383
Position 19454: 0.021446316435405875
Position 14671: 0.0169393913236462
Position 22745: 0.016634964367052744
Position 15307: 0.016446467243564085
Position 25033: 0.015147316630723148
Position 24641: 0.014296177689008408
Position 27239: 0.013308842530924112
Position 12287: 0.012990320598996194
Position 15104: 0.012660032274493152
Position 15353: 0.012402180373959848
Position 14531: 0.011899588576947792
Position 23950: 0.011420363587266951
Position 19038: 0.010508666249606148
Position 10472: 0.010195753139101312
Position 27387: 0.010028808113677533
Position 10383: 0.009798696143323911
Position 27873: 0.009308700051763177
Position 988: 0.009229461581555342
Position 17844: 0.009148670266497932
Position 14496: 0.00874405905650388
Position 17048: 0.008513768052092485
Position 12332: 0.00836609578362448
Position 12305: 0.006676199920091623
Position 28286: 0.006512305343116575
Position 21400: 0.00635246365893313
Position 14550: 0.006288253458591363
Position 21879: 0.005650398777565453
Position 11243: 0.005186300481536077
Position 11323: 0.005033400806547318
Position 25647: 0.004978751972439004
Position 23064: 0.004836083056790379
Position 20164: 0.0048229115628776725
Position 11318: 0.004779728459793005
Position 12938: 0.004684211674804094
Position 12420: 0.004232141798794093
Position 20876: 0.0041969265392306845
Position 13329: 0.004020158335990337
Position 4933: 0.003926334853292462
Position 28068: 0.0038267771962875365
Position 27470: 0.0038213004215624192
Position 15303: 0.003429099609792438
Position 9849: 0.0032604337137723755
Position 14579: 0.0032121731051141834
Position 13375: 0.0030755597717700483
Position 17786: 0.0029915713670800167
Position 25405: 0.0029359656907174472
Position 19127: 0.002788138107739187
Position 12345: 0.0027719450636071877
Position 27421: 0.002764434256440398
Position 22385: 0.0027023454521131426
Position 16518: 0.0026313815110448426
Position 28184: 0.0025562622916881095
Position 20155: 0.002472488489728319
Position 12392: 0.002385453153475474
Position 17285: 0.0023260395454847206
Position 17874: 0.0023092198156876684
Position 22807: 0.0022927897245181373
Position 27445: 0.0022265532006170074
Position 13827: 0.0020423287595264642
Position 24764: 0.0020090304720137837
Position 14534: 0.0019754972773444826
Position 848: 0.0019155931448664395
Position 24797: 0.0018144664119415816
Position 12832: 0.001747530883233846
Position 27628: 0.0016226260169206407
Position 7539: 0.0015421914717256068
Position 13420: 0.0015360483907832464
Position 1033: 0.0015091234417759273
Position 1634: 0.0015060856708083708
Position 6414: 0.001383027185093213
Position 25422: 0.0013091162497329153
Position 149: 0.001295375007780201
Position 27591: 0.001234828127388399
Position 13104: 0.0011893276926809484
Position 10338: 0.0011348078540764743
Position 19052: 0.0011183679914925089
Position 5033: 0.0010461078261808315
Position 19439: 0.000888282214030149
Position 19459: 0.0008377970530492256
Position 17346: 0.0008291250719945306
Position 23: 0.0007959424479840225
Position 17348: 0.00077287266911193
Position 7479: 0.0007693662863962083
