Gene = ninaC
index = 1818
Annotated 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4474 5244 5725 6054]
Annotated 3SS: [ 682 1081 2003 3009 3361 3700 4053 4258 4419 5055 5308 5776 6104]
SMsplice 5SS: [ 164  987 1946 2942 3303 3634 3988 4204 4357 4596 5244 5725 6054]
SMsplice 3SS: [ 228 1081 2003 3144 3361 3700 4053 4258 4419 5055 5308 5776 6104]
top_k =  1000
Partition function (log Z): 53.027946575260266

Sorted 5' Splice Sites (High to Low Probability):
Position 5244: 0.9999055074344994
Position 1946: 0.9997036595392652
Position 987: 0.9971403883808169
Position 4204: 0.9962894731671689
Position 3634: 0.9949555068109588
Position 4357: 0.9917794475189022
Position 5725: 0.9916868994982326
Position 6054: 0.9841137583430041
Position 164: 0.892410254334
Position 2942: 0.8810847074422175
Position 3988: 0.8793813315405768
Position 4596: 0.7886168081678936
Position 3303: 0.7284580171953787
Position 1206: 0.333209752097897
Position 4960: 0.12535902056961942
Position 2268: 0.1122588025280798
Position 2570: 0.11015076098426298
Position 3992: 0.10991710723997396
Position 59: 0.046751675705192376
Position 4474: 0.012547292318316106
Position 2250: 0.012430632303086631
Position 2946: 0.01017951883070016
Position 6060: 0.00997459254913561
Position 297: 0.009636970962280299
Position 466: 0.009028964276294207
Position 4694: 0.00898304334168087
Position 335: 0.007850654262173315
Position 1249: 0.006673599733718083
Position 456: 0.005274471414148847
Position 3638: 0.004812485628802884
Position 6310: 0.004745932149085966
Position 3072: 0.0037585367940998616
Position 5745: 0.003696357018405978
Position 6049: 0.0029407747426719068
Position 786: 0.00283163085181426
Position 352: 0.002729158794430981
Position 974: 0.0025921991683321996
Position 2246: 0.0020852479087752384
Position 4166: 0.001895807486583843
Position 79: 0.0017642321303525672
Position 5479: 0.0017425374026200573
Position 337: 0.0016664277226678438
Position 4332: 0.0015828544836766387
Position 2631: 0.0014799796888319457
Position 1403: 0.0013175263601401404
Position 4505: 0.0012987340307752105
Position 6266: 0.00121067047280267
Position 4488: 0.0012052536059391724
Position 6501: 0.0009816636280426587
Position 4389: 0.0009199192234737777
Position 2693: 0.0008816554126787212
Position 4865: 0.0007802280624848894
Position 4347: 0.0007700535493689196
Position 101: 0.0007503120420842383
Position 5486: 0.0006536854360676507
Position 2579: 0.0006396107839240175
Position 185: 0.0006131967509554073
Position 4716: 0.000589118150018269
Position 6491: 0.0005749204147624382
Position 245: 0.0005646387144258051
Position 202: 0.000509822610631557
Position 6259: 0.0005028550905238274
Position 4927: 0.00046656997259434877
Position 3132: 0.0004637027978964094
Position 2640: 0.0004358209015825658
Position 1301: 0.00041476389290597676
Position 5393: 0.00034180544903456884
Position 2534: 0.000329542303358683
Position 6015: 0.0003095545478508491
Position 83: 0.00030791549916336144
Position 2188: 0.00030604973111092096
Position 2462: 0.000277234204329542
Position 4825: 0.00026638256101448705
Position 2335: 0.00026214175784552697
Position 400: 0.00025465642318446205
Position 1465: 0.00024238442900652153
Position 183: 0.00023478751659088932
Position 2200: 0.00019207104399742258
Position 1185: 0.0001836820659382198
Position 314: 0.0001800081809823215
Position 4793: 0.0001768589745700272
Position 140: 0.00017404109094805093
Position 6372: 0.0001522913959156292
Position 2354: 0.00014389778504439446
Position 3627: 0.00013800211470027884
Position 502: 0.00013755276398933288
Position 1709: 0.00012869849227961725
Position 4920: 0.00012131019104433462
Position 2762: 0.00012107253218598523
Position 1765: 0.00011559456339824184
Position 1137: 0.00011556551213929706
Position 1004: 9.103054505170414e-05
Position 2562: 8.552625628351154e-05
Position 2886: 8.5087835444048e-05
Position 4747: 8.17780485922167e-05
Position 2963: 8.174710074213252e-05
Position 3279: 7.897157944311176e-05
Position 2939: 7.83568417263143e-05
Position 5756: 7.830281972210447e-05
Position 197: 7.26310280113086e-05
Position 1622: 6.182025211282564e-05
Position 553: 6.036065564168153e-05
Position 1876: 5.5303509332319616e-05
Position 3043: 5.468125272071455e-05
Position 6058: 5.41997067723927e-05
Position 1613: 5.14427596473494e-05
Position 2822: 5.130856133934394e-05
Position 6522: 4.729501747320326e-05
Position 1444: 4.410504421766662e-05
Position 74: 4.107733272128231e-05
Position 555: 3.9598661097954486e-05
Position 1214: 3.8770637834045715e-05
Position 5859: 3.8672374560098424e-05
Position 2539: 3.616289912432442e-05
Position 2292: 3.568963010165604e-05
Position 4784: 3.5097360147916704e-05
