Gene = Kaz1-ORFB
index = 1242
Annotated 5SS: [818]
Annotated 3SS: [865]
SMsplice 5SS: [532]
SMsplice 3SS: [594]
top_k =  1000
Partition function (log Z): -7.71317529959764

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.26044514511309047
Position 532: 0.25424755535384436
Position 536: 0.2289099566097678
Position 540: 0.12961016642597062
Position 818: 0.12001251805417276
Position 485: 0.10064432932760697
Position 205: 0.05242317970629625
Position 1151: 0.03696730296878366
Position 442: 0.022463235665105625
Position 498: 0.013986457350470346
Position 370: 0.006182124984768734
Position 760: 0.003526894191934543
Position 82: 0.0031157154607739474
Position 701: 0.0016805389723982822
Position 252: 0.0012759300235498634
Position 246: 0.0010439134808674145
Position 1198: 0.0007521174090461303
Position 261: 0.0005450043483902295
Position 1301: 0.0003945691373954724
Position 194: 0.000306748445063498
Position 824: 0.0002796821713477802
Position 516: 0.00022272942877359968
Position 326: 0.00020932577149786706
Position 1297: 0.00018563977286972918
Position 1241: 0.0001768117932195222
Position 415: 0.0001482758339161871
Position 329: 0.00014344146330201062
Position 544: 0.0001312909618262006
Position 400: 0.00012945241584288506
Position 489: 6.964040442088708e-05
Position 321: 6.768832374725152e-05
Position 1155: 6.0283379060459174e-05
Position 753: 4.392381299919761e-05
Position 16: 3.825114029822031e-05
Position 1122: 3.723503020457636e-05
Position 30: 3.6229448086186206e-05
Position 378: 3.026427334364488e-05
Position 827: 2.3679465847323564e-05
Position 602: 1.892826910877369e-05
Position 177: 1.8920373544537267e-05
Position 197: 1.6700824668155472e-05
Position 33: 1.3715368297592107e-05
Position 469: 8.781260294304936e-06
Position 284: 8.666521580993395e-06
Position 86: 3.882716177817672e-06
Position 345: 3.752471228278039e-06
Position 1313: 3.645045196653476e-06
Position 135: 1.7804735995864223e-06
Position 300: 1.0072549677436548e-06
Position 446: 8.043534034885791e-07
Position 673: 7.483200940533342e-07
Position 187: 5.479160506563865e-07
Position 649: 4.749312472518699e-07
Position 564: 4.538948929637407e-07
Position 989: 3.5409846856290213e-07
Position 936: 3.411015591547465e-07
Position 692: 3.346609778972854e-07
Position 608: 3.000468316857601e-07
Position 734: 2.9165381330439443e-07
Position 587: 1.1060912904480704e-07
Position 726: 1.0155075793094634e-07
Position 872: 7.653845720769132e-08
Position 1099: 1.2602642328281714e-08
Position 24: 1.0341865290200857e-08
Position 600: 3.161420667647063e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 594: 0.9107563161943958
Position 871: 0.13837992991206793
Position 442: 0.07571996548813037
Position 1229: 0.02171366348868654
Position 649: 0.021065328321300085
Position 704: 0.019366196038704233
Position 1399: 0.00874378800959719
Position 284: 0.00805218177439645
Position 1287: 0.006233546419064379
Position 291: 0.003032491034901109
Position 903: 0.002847265066892504
Position 412: 0.002749679695022239
Position 135: 0.002249914324377678
Position 915: 0.0021397161362461414
Position 865: 0.0017330573552593207
Position 723: 0.0016799556952160526
Position 497: 0.0014942223267735678
Position 420: 0.001304745401824453
Position 1261: 0.001288865669150236
Position 527: 0.0009293357702866527
Position 1267: 0.0009202508336956597
Position 1067: 0.0009042472004216642
Position 1305: 0.0008093821040790686
Position 750: 0.0007760234528181793
Position 821: 0.0006890684495969147
Position 446: 0.0005871552076358931
Position 140: 0.000556040937410506
Position 858: 0.00046682613681509473
Position 1023: 0.0004169114517887722
Position 1179: 0.00035346067631156816
Position 662: 0.00033681599027165045
Position 1091: 0.00029429548194780006
Position 989: 0.0002814397894647161
Position 489: 0.00024790472427322957
Position 1240: 0.00024212881436519955
Position 763: 0.00018645280501667445
Position 257: 0.00016998512571157574
Position 1272: 0.00015690112626271424
Position 424: 0.000155842936490005
Position 681: 0.00015072039295081137
Position 1354: 0.00011489596838371687
Position 753: 0.00011099043726560691
Position 673: 4.8512024583397186e-05
Position 378: 3.8239673926783476e-05
Position 246: 2.4967825070291514e-05
Position 125: 2.0353940377458255e-05
Position 1122: 1.9967595833238024e-05
Position 923: 1.905414252707218e-05
Position 261: 1.8812278902765187e-05
Position 86: 1.5533876900752907e-05
Position 1162: 1.3618068021202536e-05
Position 68: 1.0376453581127556e-05
Position 1249: 7.714883373974872e-06
Position 102: 6.945906141841344e-06
Position 458: 6.412399001118042e-06
Position 370: 5.973942535698646e-06
Position 197: 5.788547825219555e-06
Position 177: 8.771474570446087e-07
Position 844: 4.4702375506678156e-07
Position 224: 2.2356030485398366e-07
Position 769: 1.7202155572448923e-07
Position 1071: 6.216820258119783e-08
Position 839: 3.206503660636715e-08
Position 194: 1.7247135043476872e-09
Position 209: 5.615502712304383e-16
