Gene = Cog3
index = 1084
Annotated 5SS: [ 194  763 1308 1501 1721 1909 2706]
Annotated 3SS: [ 249  819 1360 1559 1778 1962 2763]
SMsplice 5SS: [ 194  763 1308 1501 1721 1909 2706]
SMsplice 3SS: [ 249  819 1360 1559 1778 1962 2763]
top_k =  1000
Partition function (log Z): 17.401073610644218

Sorted 5' Splice Sites (High to Low Probability):
Position 1721: 0.9998390146032032
Position 194: 0.9973288177311105
Position 1501: 0.9915027173192582
Position 2706: 0.9683598339894455
Position 1308: 0.8981178053614115
Position 763: 0.8979378699027586
Position 1909: 0.8583556281063215
Position 2405: 0.20474447878828583
Position 2420: 0.07366075893942348
Position 2409: 0.05869266825907497
Position 889: 0.038975372889795426
Position 2253: 0.031157446739994106
Position 3150: 0.02921911395004128
Position 277: 0.026944945543449724
Position 1896: 0.02364823281761522
Position 2731: 0.01827257898301063
Position 2411: 0.006813662228581598
Position 1039: 0.005824603493447008
Position 1941: 0.005398665557302259
Position 2001: 0.003556476630975848
Position 3156: 0.003544945036515842
Position 1930: 0.003493474830894887
Position 1265: 0.003404228699777245
Position 2974: 0.0032360082928096566
Position 1186: 0.0031235199280119333
Position 3106: 0.003084642368914178
Position 2816: 0.002411154732177091
Position 2395: 0.0020780866655432926
Position 2308: 0.0020335642967142862
Position 1317: 0.001754022521181141
Position 1159: 0.001646087810548638
Position 3172: 0.0014499215752189407
Position 2966: 0.0011082314408330728
Position 2223: 0.0010947144739545636
Position 378: 0.0009741148521649604
Position 652: 0.000905719799671871
Position 771: 0.0009057105974666015
Position 1240: 0.0006698816872197753
Position 2718: 0.0006395035862708831
Position 1071: 0.0005283092912459104
Position 1005: 0.0005085836110046082
Position 2671: 0.000406806944041849
Position 528: 0.0003625455254728031
Position 3073: 0.00035431067807247663
Position 3170: 0.0002786751361459031
Position 2955: 0.0002756213223092169
Position 2634: 0.00021974676126681027
Position 893: 0.00021134088191448758
Position 855: 0.00021116573247362554
Position 1056: 0.00019574793324229667
Position 884: 0.0001636447196945455
Position 791: 0.00015895288770356297
Position 388: 0.0001464405785117124
Position 2016: 0.0001451915740582555
Position 910: 0.0001281925511933528
Position 2388: 0.00012287443369192556
Position 1991: 0.00011535258783568675
