Gene = SuUR
index = 1532
Annotated 5SS: [ 732 1039 1284]
Annotated 3SS: [ 838 1104 1369]
SMsplice 5SS: [ 732 1039 1284]
SMsplice 3SS: [ 838 1104 1369]
top_k =  1000
Partition function (log Z): 1.5366703025741018

Sorted 5' Splice Sites (High to Low Probability):
Position 732: 0.9776498759793352
Position 1284: 0.8729615631015746
Position 1006: 0.5041871583114416
Position 1039: 0.4908352947358733
Position 2140: 0.13851808640878918
Position 1288: 0.054131959811529226
Position 3283: 0.038542500812167146
Position 1223: 0.017733201608181225
Position 305: 0.015616552179514603
Position 1689: 0.012272947758329454
Position 2061: 0.011097696392511758
Position 776: 0.010981485939038303
Position 581: 0.00980991933590786
Position 21: 0.009799150173797174
Position 68: 0.008827426731433245
Position 292: 0.007234388916145363
Position 2076: 0.00450750357056668
Position 707: 0.004398600605507326
Position 1216: 0.0038603030610345973
Position 1714: 0.0036683798300423116
Position 1460: 0.0017654115194694646
Position 3804: 0.001590541776512205
Position 725: 0.0015219921852173619
Position 1503: 0.0015162415597509294
Position 2889: 0.0014686038393323334
Position 60: 0.0014375547409555274
Position 179: 0.0013871143569547317
Position 1580: 0.001147376907232413
Position 1333: 0.0011292890082260471
Position 1275: 0.001055296414070592
Position 2919: 0.0009198787232529704
Position 709: 0.0008609300525961525
Position 934: 0.0008397026160486823
Position 1306: 0.0007471729882947062
Position 1012: 0.0007277014165007803
Position 345: 0.0007006585158471298
Position 1662: 0.0006686411867536935
Position 320: 0.0006506301012682654
Position 590: 0.0006081016817668727
Position 1938: 0.0005855467943811109
Position 1722: 0.0005591128267984283
Position 14: 0.0005569539519613002
Position 437: 0.000495355345306102
Position 222: 0.0004787843342002665
Position 918: 0.0004147600176745362
Position 669: 0.0004026863293027379
Position 266: 0.00037056074048909314
Position 2209: 0.0003590436364871929
Position 12: 0.00035446226334015404
Position 3751: 0.00034277310744677364
Position 309: 0.0002964611155668784
Position 770: 0.00027590253392794576
Position 1314: 0.0002589476944849313
Position 3548: 0.0002489782556087566
Position 2431: 0.00023025442124706254
Position 3429: 0.00021592821590702882
Position 3197: 0.00020393567433002604
Position 1894: 0.0001588768311315432
Position 1137: 0.000118957705993601
Position 2589: 9.572835568191287e-05
Position 1735: 7.572603802588475e-05
Position 509: 7.192651737731764e-05
Position 1505: 6.432241901998453e-05
Position 3821: 5.6867765647910174e-05
Position 7: 5.59825427492404e-05
Position 225: 5.276043958565195e-05
Position 2723: 4.575498825207741e-05
Position 1640: 2.9834391106827032e-05
Position 481: 2.5985884968630054e-05
Position 1033: 2.5761932390032552e-05
Position 635: 2.5313410035080006e-05
Position 1027: 2.458926544973474e-05
Position 1631: 2.3532537320353543e-05
Position 473: 2.2988163188428747e-05
Position 1596: 2.284596319642639e-05
Position 758: 2.131927824733116e-05
Position 167: 2.043159158015056e-05
Position 606: 1.55448831609691e-05
Position 406: 1.533457759801767e-05
Position 1025: 1.5281475783036912e-05
Position 638: 1.1660409043664537e-05
Position 416: 1.1438759685344996e-05
Position 518: 9.99004581711743e-06
Position 2335: 7.76557888509471e-06
Position 2755: 6.017214338254442e-06
Position 1905: 5.221453519242746e-06
Position 567: 4.9732799238001535e-06
Position 2737: 4.95559430893504e-06
Position 908: 3.0541284053276884e-06
Position 1161: 2.6767304045497116e-06
Position 1695: 2.1444582750678515e-06
Position 1116: 2.127778973406678e-06
Position 1063: 1.9907871494572508e-06
Position 139: 1.8939035180593815e-06
