Gene = stv
index = 1899
Annotated 5SS: [ 942 4829]
Annotated 3SS: [3494 4893]
SMsplice 5SS: [ 414 4829]
SMsplice 3SS: [3491 4893]
top_k =  1000
Partition function (log Z): -2.0179338808847422

Sorted 5' Splice Sites (High to Low Probability):
Position 4829: 0.9962011956116192
Position 414: 0.7112197309453764
Position 3595: 0.442642927059525
Position 942: 0.34722906613022886
Position 5869: 0.0797076876948459
Position 4581: 0.038612836659902464
Position 2335: 0.029228522523712067
Position 745: 0.021712654323090788
Position 3062: 0.013777884935714052
Position 55: 0.012540201501004945
Position 5358: 0.012377505184381068
Position 1885: 0.012319941780556237
Position 5887: 0.012217680542617345
Position 2331: 0.008787665507046743
Position 801: 0.007056806593106395
Position 2137: 0.005324619296627336
Position 1682: 0.00509612910717517
Position 4587: 0.005091365807682481
Position 5004: 0.0037771504148680067
Position 1482: 0.003280563607370725
Position 1636: 0.0030329428954533892
Position 1032: 0.0029640985482219887
Position 2547: 0.002892917901523419
Position 2896: 0.002858546601701828
Position 617: 0.002572030290940229
Position 2347: 0.0022022201262190885
Position 5370: 0.002066237281022505
Position 389: 0.0020024550898228343
Position 626: 0.0017167997276171386
Position 1213: 0.0016365840000074148
Position 216: 0.0015847072737776152
Position 87: 0.001458705600351264
Position 2141: 0.001354006384013938
Position 5564: 0.0013427049166643832
Position 1048: 0.001269403299140951
Position 1890: 0.000944084073606901
Position 2709: 0.00093534106097096
Position 2375: 0.000865572709557896
Position 5876: 0.0006434644865076953
Position 2982: 0.0006418976253957235
Position 2283: 0.0005911375404081108
Position 5383: 0.0005597922134697931
Position 2326: 0.0005517716671018685
Position 1726: 0.0005326478623911042
Position 25: 0.0005239193340659691
Position 5728: 0.0005035499320973825
Position 1326: 0.0005033016150227238
Position 5203: 0.000496007205077868
Position 1715: 0.000466009700838647
Position 909: 0.00044670735930510213
Position 797: 0.00044287630818037454
Position 5388: 0.0004300948393126678
Position 655: 0.00041262616387457236
Position 510: 0.00036273322434088746
Position 5364: 0.0003516616323285289
Position 3724: 0.0002802650400507795
Position 2225: 0.0002488840727455962
Position 5048: 0.00022458214517773924
Position 1116: 0.0002186951775742798
Position 1841: 0.00021665794120672785
Position 2115: 0.0001630254598883642
Position 2559: 0.00016082926368346433
Position 2287: 0.0001460539033794242
Position 236: 0.00014303709395603495
Position 538: 0.000123618090111056
Position 4994: 0.0001174259259525828
Position 4833: 0.0001157571910944155
Position 5394: 0.0001154190013518585
Position 2408: 0.00011102321141201552
Position 3616: 0.00010954403062017785
Position 2584: 8.86661706969787e-05
Position 3157: 8.854630280050704e-05
Position 1164: 8.146199569953674e-05
Position 5170: 7.07340240994639e-05
Position 3607: 7.033013053699033e-05
Position 5549: 6.864546584993123e-05
Position 5642: 6.28031415914041e-05
Position 1217: 5.768670283627014e-05
Position 661: 4.53636223460676e-05
Position 1717: 3.980433098658456e-05
Position 1527: 3.927709423268344e-05
Position 5182: 3.852064051256826e-05
Position 786: 3.789136408659203e-05
Position 2589: 3.7029148043855184e-05
Position 5770: 3.486085440381907e-05
Position 1728: 3.387900591135031e-05
Position 1953: 3.0127027831801786e-05
Position 210: 2.5511759421853717e-05
Position 230: 2.1188553237034483e-05
Position 79: 2.035296060202194e-05
Position 1297: 1.8454793735063427e-05
Position 224: 1.7219511937530158e-05
Position 527: 1.6681716134972664e-05
Position 1193: 1.1623481058491956e-05
Position 4047: 1.1417417544969003e-05
Position 238: 8.194303215716376e-06
Position 5735: 7.678356273778432e-06
Position 1862: 6.632284039662446e-06
Position 1314: 5.959415033903894e-06
Position 37: 5.716889776266408e-06
Position 5428: 5.654483129184171e-06
Position 5275: 5.487626291791103e-06
Position 1273: 4.726610028938408e-06
Position 5381: 4.228897176736113e-06
Position 39: 3.912229216245967e-06
Position 1130: 2.990609871212703e-06
Position 3712: 2.8152612517458427e-06
Position 4724: 2.1505084139657276e-06
Position 1370: 1.767113420175757e-06
Position 476: 1.7604956482770185e-06
Position 47: 1.5823050962748278e-06
Position 699: 1.4636867553263935e-06
Position 254: 1.0163092295016038e-06
Position 774: 1.0016378472077906e-06
Position 401: 8.393568791034568e-07
Position 1197: 7.516690695950929e-07
Position 1511: 6.130293660617409e-07
Position 513: 5.388059584677164e-07
Position 266: 5.245507649196905e-07
Position 1593: 5.035088699724473e-07
Position 460: 3.0983900103438965e-07
Position 1222: 3.069699354522873e-07
Position 766: 2.9225056167059557e-07
Position 1169: 2.8212071836139444e-07
Position 5009: 2.176294347377291e-07
Position 404: 1.8198219895148444e-07
Position 3975: 9.118444489178542e-08
Position 3887: 8.867873060998225e-08
Position 772: 6.040196596460201e-08
Position 805: 4.421510938388772e-08
Position 1330: 3.7698073341553745e-08
Position 282: 2.490087394763708e-08
Position 3820: 1.7520959336687274e-08
Position 3925: 1.6300177563668786e-08
Position 3823: 1.5171962512827515e-08
Position 4374: 1.467128874046684e-08
Position 4273: 1.3034373662500964e-08
Position 3: 1.2106248832888533e-08
Position 1150: 9.604741184658909e-09
Position 1136: 6.911897402110489e-09
Position 586: 1.0342663105962333e-09
Position 604: 8.870939199131639e-10
Position 3625: 6.827032758380582e-10
Position 5449: 5.031152242821516e-10
Position 3791: 4.545435194909865e-10
Position 1139: 1.389343379567844e-10
Position 256: 7.773407225032509e-11
Position 285: 2.8960530468437487e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4893: 0.9993081602623414
Position 3491: 0.7076243441941531
Position 4652: 0.388057843466008
Position 3494: 0.1474384754590479
Position 3672: 0.10441129106320023
Position 5960: 0.09330937949626625
Position 579: 0.07849523480036441
Position 4661: 0.047454749734399046
Position 1586: 0.03082745949304547
Position 470: 0.027383849290741683
Position 1977: 0.01672628668784732
Position 4616: 0.015570684732599628
Position 3920: 0.01223388372796664
Position 1380: 0.010871864810166975
Position 4167: 0.01047313708384313
Position 3801: 0.008683385952700294
Position 2140: 0.006888995664448609
Position 5438: 0.005689657875607917
Position 1980: 0.005427321399414078
Position 2997: 0.00469210698878869
Position 4433: 0.004356831904404584
Position 2648: 0.00426378812715563
Position 4462: 0.004228034309157315
Position 2108: 0.003101366370351226
Position 5748: 0.0030399714565748984
Position 2699: 0.002974327209860483
Position 4310: 0.0028754490396528977
Position 3938: 0.002718002054662183
Position 129: 0.0026613620272377047
Position 3791: 0.0026467009254792445
Position 1213: 0.0024709279977853872
Position 874: 0.0024404164730634404
Position 5428: 0.0023962697178440554
Position 290: 0.0023807303329330975
Position 4271: 0.002318901868371509
Position 692: 0.002315248792003652
Position 3054: 0.0022081840652333554
Position 3817: 0.002018433606908889
Position 4469: 0.0019773166310354845
Position 5793: 0.001925615777260787
Position 3971: 0.0017179411007658889
Position 609: 0.0015188431903756607
Position 162: 0.001347968516511143
Position 602: 0.0013332580033332325
Position 5065: 0.0011694215699528145
Position 3112: 0.0011534496900617907
Position 4448: 0.0011170517047346174
Position 676: 0.001106649001112445
Position 5102: 0.0010756344784866709
Position 4322: 0.0010455302256558
Position 1956: 0.0009801393113914383
Position 2728: 0.000978935138164032
Position 797: 0.0009592899301665391
Position 5441: 0.000893313892395443
Position 5796: 0.0008855847346612297
Position 2798: 0.0008396816101242675
Position 5617: 0.0007978684113938798
Position 1326: 0.0007883052484905
Position 4307: 0.0007619567692454521
Position 1524: 0.0007094167587055546
Position 2745: 0.000684597847998149
Position 2582: 0.000620355249691455
Position 1390: 0.0006202821383087354
Position 3248: 0.000594983413858695
Position 5547: 0.0005926463396142122
Position 4019: 0.0005817208262131444
Position 4903: 0.0005724206051160429
Position 3387: 0.0005688593071660511
Position 5681: 0.000546036290729335
Position 445: 0.0005144259655954658
Position 5275: 0.00048801391837501057
Position 3968: 0.000485700285045439
Position 4079: 0.00042927023324989313
Position 830: 0.0004168283262120645
Position 5401: 0.0004012715371854934
Position 2331: 0.00039657285097818666
Position 5815: 0.00039416202413255016
Position 4355: 0.0003910110081618607
Position 2368: 0.00038449872676203715
Position 4130: 0.00034943655934337837
Position 1147: 0.0003304327606041727
Position 5552: 0.0003117850075004788
Position 4253: 0.0003015865766489321
Position 5600: 0.0002853976474835583
Position 716: 0.00027426925849317874
Position 3863: 0.00026592436638703574
Position 3860: 0.00025914308817793645
Position 827: 0.00023579350022430456
Position 5718: 0.00022717348581300652
Position 3899: 0.00021068519597089897
Position 2453: 0.00020237517995905436
Position 5059: 0.00019169013566936675
Position 3016: 0.00015207195291521447
Position 527: 0.00014622727483642103
Position 5658: 0.0001296416943839429
Position 3423: 0.00012815091912463534
Position 3852: 0.00012790135227306687
Position 2157: 0.00012108659115029041
Position 3559: 0.00011881577131858716
Position 1682: 0.00011810455157214754
Position 1330: 0.00011510042327607544
Position 1252: 0.00011340802082398893
Position 1314: 0.00011153400534315183
Position 550: 0.00010217384398239582
Position 167: 9.427187998109321e-05
Position 2862: 8.515198720639348e-05
Position 2417: 8.397397246550507e-05
Position 513: 8.040506579023083e-05
Position 5640: 7.82465621446108e-05
Position 5559: 7.818622291512421e-05
Position 5754: 7.646437582437861e-05
Position 5404: 7.579667992262343e-05
Position 533: 7.457456782890524e-05
Position 5675: 6.898103363201283e-05
Position 878: 6.602688678289714e-05
Position 5900: 6.0502200814582564e-05
Position 510: 4.547317800804202e-05
Position 200: 4.011706751616856e-05
Position 839: 3.099605685436104e-05
Position 5284: 2.9659678534195206e-05
Position 1762: 2.4019537837839964e-05
Position 1067: 2.20329251850037e-05
Position 301: 2.1324686615050485e-05
Position 266: 2.0973905402352945e-05
Position 1715: 1.700062116134833e-05
Position 246: 1.5151323492893246e-05
Position 614: 1.4766225921084365e-05
Position 1088: 1.346223270067475e-05
Position 5083: 9.414449830260292e-06
Position 5182: 8.300437633229276e-06
Position 2725: 8.05180847836238e-06
Position 929: 7.60993512617562e-06
Position 250: 7.536407472734408e-06
Position 1225: 7.155863844263469e-06
Position 210: 7.129856484646302e-06
Position 1769: 6.685897008362101e-06
Position 5358: 6.24309515504015e-06
Position 1726: 5.037255105028003e-06
Position 1616: 4.060489658810831e-06
Position 5868: 3.846776226763196e-06
Position 1295: 3.6901415029626763e-06
Position 5745: 3.2202814503655982e-06
Position 1102: 2.6770674816014817e-06
Position 1164: 2.3937364641444985e-06
Position 1258: 2.0629660531038987e-06
Position 4924: 1.9203397297780896e-06
Position 1399: 1.694677673254817e-06
