Gene = CtIP
index = 1111
Annotated 5SS: [ 220  863 1626]
Annotated 3SS: [ 276 1003 1689]
SMsplice 5SS: [ 220  863 1626]
SMsplice 3SS: [ 276  947 1689]
top_k =  1000
Partition function (log Z): 0.8078252195121877

Sorted 5' Splice Sites (High to Low Probability):
Position 220: 0.993596925986745
Position 1626: 0.9890458982532115
Position 863: 0.8400022659585776
Position 1331: 0.05793981886436559
Position 10: 0.05392344149279865
Position 1341: 0.03437441933919365
Position 648: 0.0137631438326255
Position 1386: 0.008064980568189063
Position 1162: 0.006637623981241733
Position 1191: 0.0033107426629079306
Position 1607: 0.002557747082145166
Position 1857: 0.0013453483043886843
Position 1251: 0.0009373114449646388
Position 997: 0.0007341239584462511
Position 1630: 0.00040798714133463406
Position 891: 0.00036872100700975814
Position 1189: 0.00035372862346806487
Position 658: 0.00021408571902305085
Position 599: 0.00019635037885187105
Position 1840: 0.00017883534434031748
Position 639: 0.00016346610078652566
Position 1616: 0.00015525565944869325
Position 1918: 0.00013776228447184028
Position 624: 0.00010335746197238742
Position 1842: 9.810821669042823e-05
Position 592: 9.490291514317944e-05
Position 1194: 7.597289157955283e-05
Position 1310: 5.3397372393965e-05
Position 1910: 5.2786080938089116e-05
Position 690: 4.2810787637784914e-05
Position 522: 3.938281535946745e-05
Position 1318: 3.4691100629583405e-05
Position 1230: 2.6088852781180092e-05
Position 2033: 2.2578439544900392e-05
Position 1020: 2.140406340603166e-05
Position 893: 1.945741251767637e-05
Position 1594: 1.908011288068023e-05
Position 792: 1.7482978976523663e-05
Position 1807: 1.3407040555690434e-05
Position 171: 1.2381125036540277e-05
Position 1584: 1.1104494207643798e-05
Position 105: 1.1080458860230458e-05
Position 1948: 7.77405532026103e-06
Position 176: 6.711300685464692e-06
Position 1611: 3.2385057067911675e-06
Position 1522: 3.1425563735682353e-06
Position 1749: 1.8361337642860921e-06
Position 387: 1.538439522684608e-06
Position 1106: 1.1294028560370909e-06
Position 301: 1.004439783002135e-06
Position 1065: 9.184150624643502e-07
Position 1772: 9.131141953192643e-07
Position 1493: 8.447174977270238e-07
Position 561: 7.750893083559309e-07
Position 781: 6.049453490430329e-07
Position 954: 4.944348681285263e-07
Position 276: 4.2461019432972055e-07
Position 1091: 3.3998606781317624e-07
Position 2016: 2.526846779387331e-07
Position 1084: 1.4160438600878789e-07
Position 123: 1.1572956947044278e-07
Position 805: 1.1155862097407125e-07
Position 413: 1.1154599530194592e-07
Position 137: 5.2650257164166993e-08
Position 154: 2.0095569097706473e-08
Position 120: 1.470503708691502e-08
Position 1413: 1.2334333444596232e-09
Position 261: 3.2434445742014257e-11
Position 148: 1.370797711714523e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.9868656548748442
Position 1689: 0.8283804491323027
Position 947: 0.5360488265334901
Position 1720: 0.15905104107006302
Position 996: 0.11455119693642953
Position 1439: 0.062262736442667006
Position 1003: 0.04645896590721266
Position 1054: 0.044521314039695836
Position 1386: 0.04209849718595001
Position 87: 0.032615137423076944
Position 1413: 0.03035232687883713
Position 1091: 0.020978006665115356
Position 120: 0.017582470204858727
Position 1032: 0.01497007404564543
Position 927: 0.011928423149608977
Position 1248: 0.00759155758879791
Position 769: 0.006363049147910717
Position 1008: 0.00635330091753784
Position 1515: 0.00598240234433258
Position 1217: 0.00501681304919049
Position 1512: 0.004664824495717951
Position 1749: 0.0038873895248997667
Position 105: 0.0016678238199775129
Position 341: 0.0016253665655012878
Position 1952: 0.0016051368897932888
Position 1060: 0.001480771048010846
Position 762: 0.0012989020235235928
Position 131: 0.0012046435700440498
Position 1449: 0.0011451422097670887
Position 1819: 0.0007988250451212084
Position 1161: 0.0007289942824647195
Position 1194: 0.0006054471319031497
Position 1443: 0.0005833196202914885
Position 1120: 0.0005732778990588118
Position 1982: 0.0005397619101454226
Position 1918: 0.0005201276121607985
Position 740: 0.0005046325310671691
Position 294: 0.0005024266681769778
Position 1358: 0.0004911427701374822
Position 1728: 0.0003676483630300859
Position 1541: 0.00034366597431903815
Position 2086: 0.0003071641275664753
Position 1493: 0.00026724861352633915
Position 1084: 0.0002647188892075633
Position 483: 0.00025088872497953653
Position 1772: 0.00021823706232130952
Position 719: 0.00019322344316993848
Position 1327: 0.0001843194451492732
Position 288: 0.000167147194077163
Position 1295: 0.00016330037650707144
Position 1923: 0.00014944395675343494
Position 1361: 0.00014919686947556467
Position 490: 0.00014342116670080916
Position 1189: 0.00012001531383937904
Position 518: 0.00011219812681750734
Position 701: 0.00010692961485375067
Position 1565: 0.00010373180926377547
Position 1891: 9.517766285900003e-05
Position 1331: 8.493244504545576e-05
Position 568: 7.849638417360967e-05
Position 1391: 7.529959726338533e-05
Position 1455: 7.082944294607445e-05
Position 315: 5.7163756606230164e-05
Position 161: 5.6459962790512107e-05
Position 296: 5.025854035413367e-05
Position 1822: 4.333567629022671e-05
Position 498: 4.129090984083034e-05
Position 326: 3.902251830822438e-05
Position 320: 3.724224639186616e-05
Position 658: 3.351272234309286e-05
Position 368: 3.0340520494599184e-05
Position 350: 3.029113208342939e-05
Position 1910: 2.9399720671749515e-05
Position 1517: 2.9124049319005186e-05
Position 554: 2.6092270502730238e-05
Position 449: 2.4879871526322285e-05
Position 1525: 2.479138004038895e-05
Position 1355: 2.0984613667886188e-05
Position 1762: 2.0253591906156295e-05
Position 891: 1.8059765526856357e-05
Position 1128: 1.634210470162281e-05
Position 1169: 1.4418430071601643e-05
Position 1568: 1.398925491246411e-05
Position 377: 1.3458270403734654e-05
Position 1735: 1.3201933508592519e-05
Position 1065: 1.3152307282508934e-05
Position 1318: 1.1159872896262043e-05
Position 899: 8.637987551790657e-06
Position 1133: 7.2028757043012626e-06
Position 301: 7.164987287972212e-06
Position 2024: 6.8692462661536155e-06
Position 186: 5.783033512243896e-06
Position 721: 4.2762182627180826e-06
Position 860: 4.116115272238816e-06
Position 781: 4.109757829336955e-06
Position 798: 3.900132350213988e-06
Position 2092: 3.3358177336212836e-06
Position 2095: 3.317835378524242e-06
Position 671: 3.2748604216357254e-06
Position 830: 3.0199614032257476e-06
Position 371: 2.7220397018224417e-06
Position 307: 2.6885651176151297e-06
Position 838: 2.1300195083421873e-06
Position 592: 2.023547613200985e-06
Position 392: 1.6491362650875296e-06
Position 1849: 1.2717593342608003e-06
Position 166: 1.1086515590921388e-06
Position 1725: 9.294696343085109e-07
Position 792: 9.133040114020935e-07
Position 599: 8.601364049845927e-07
Position 401: 7.806056958840238e-07
Position 2033: 6.042107089827172e-07
Position 425: 5.392259788853118e-07
Position 629: 5.336351872871928e-07
Position 2059: 5.124058656580622e-07
Position 686: 4.5024146238201826e-07
Position 207: 4.385068741516509e-07
Position 788: 4.0281163195069663e-07
Position 431: 3.229982475814283e-07
Position 512: 1.2714282121854183e-07
Position 398: 8.896808078415272e-08
Position 457: 6.830981951063967e-08
Position 680: 2.7626113787101454e-08
Position 620: 2.681545545472076e-08
Position 176: 2.4634738337222677e-08
Position 406: 2.3304222167864797e-08
Position 775: 1.606381250644006e-08
Position 800: 6.29310685275181e-09
Position 531: 5.12678353048055e-09
Position 522: 4.107903648213e-09
Position 169: 2.892813171105144e-09
Position 209: 4.275968765414126e-11
Position 224: 4.224250669331655e-14
Position 220: 1.8742772187018622e-14
Position 410: 4.83256193197604e-15
