Gene = M6
index = 1254
Annotated 5SS: [ 416 3399 3762]
Annotated 3SS: [3238 3456 3817]
SMsplice 5SS: [ 839 1094 3399 3762]
SMsplice 3SS: [ 897 3238 3456 3817]
top_k =  1000
Partition function (log Z): 5.4510549744165715

Sorted 5' Splice Sites (High to Low Probability):
Position 3399: 0.9995947239369972
Position 3762: 0.9796851249800157
Position 1094: 0.8618142574376866
Position 839: 0.63010497575785
Position 1984: 0.6240772532454743
Position 416: 0.3050758391170419
Position 1411: 0.2708687754640569
Position 2429: 0.2458181590953294
Position 260: 0.09887198281604437
Position 481: 0.0722198837901217
Position 1955: 0.05331988888292819
Position 801: 0.043709446752647076
Position 1453: 0.03408476649759339
Position 622: 0.023626547292813733
Position 1691: 0.0219250052842166
Position 1359: 0.01929003658498123
Position 3590: 0.019133866165730956
Position 1423: 0.017486331244167957
Position 1306: 0.015221966587265805
Position 1436: 0.014076010213499952
Position 2406: 0.012691037452126092
Position 3037: 0.012487201190697765
Position 1013: 0.010487514990683127
Position 3042: 0.007963972015240064
Position 4732: 0.007828445461085954
Position 3916: 0.00618255230413599
Position 1161: 0.005919888711439115
Position 4419: 0.00588793751717682
Position 266: 0.005748832573681909
Position 652: 0.00553790957380363
Position 1405: 0.0046491987564872645
Position 250: 0.004331341266679457
Position 455: 0.004233615631221893
Position 2863: 0.004149719535420558
Position 4798: 0.003930738920122335
Position 3594: 0.00377150330940083
Position 1345: 0.003303877259591935
Position 3870: 0.003000013136934917
Position 4211: 0.0029699801154596892
Position 2503: 0.0026997674877291566
Position 1570: 0.001897951535525101
Position 1562: 0.0018783309643551952
Position 270: 0.0016146698325297563
Position 3566: 0.0014660620626854237
Position 1418: 0.0014631780845529574
Position 4065: 0.001363685912025619
Position 399: 0.0013404419627985587
Position 1264: 0.0012274614575863503
Position 2606: 0.0010970637696020545
Position 3674: 0.001090961967126746
Position 1459: 0.00099119894954359
Position 2804: 0.0008557317702479102
Position 4722: 0.0008416419087260035
Position 830: 0.000755489645648085
Position 3607: 0.0007237813464262755
Position 1759: 0.0004448496327618714
Position 4762: 0.0004129888401735079
Position 448: 0.00041025165716289386
Position 4493: 0.00039410395258902207
Position 276: 0.00037321970591713604
Position 4134: 0.00036370067142099205
Position 3899: 0.0003337081586079616
Position 1279: 0.0003117266477511711
Position 4176: 0.00029918591443218556
Position 3313: 0.00026474996749078144
Position 3722: 0.00025632656645443975
Position 558: 0.00024542300187491086
Position 4754: 0.00019527056384405876
Position 1657: 0.0001931719757448376
Position 4243: 0.00015909179910968165
Position 1244: 0.00014872531926135783
Position 445: 0.00014537888479343903
Position 1314: 0.00014112897815383437
Position 3859: 0.00012782419142700802
Position 1284: 0.00011263046973367307
Position 1502: 0.000101188114425378
Position 2181: 9.914902760822482e-05
Position 1457: 9.866141410329047e-05
Position 3376: 9.022947461216025e-05
Position 2041: 8.283449750074388e-05
Position 4699: 8.231999295692287e-05
Position 571: 7.23650750565871e-05
Position 4553: 6.749899034964822e-05
Position 3403: 6.003219504968905e-05
Position 3901: 5.914816322821126e-05
Position 115: 5.53731697589652e-05
Position 4023: 5.456422417065306e-05
Position 550: 5.160805068965189e-05
Position 1385: 5.056176451717385e-05
Position 126: 5.023990979697802e-05
Position 843: 4.976606105672944e-05
Position 1184: 4.821255430674437e-05
Position 274: 4.3798048409193114e-05
Position 4255: 3.93597300435921e-05
Position 3367: 3.904500518265479e-05
Position 4692: 3.809389196593162e-05
Position 4378: 3.402238987802728e-05
Position 616: 3.214449979851012e-05
Position 268: 3.0327624564741745e-05
Position 163: 2.522388807949765e-05
Position 4116: 2.2649371534769807e-05
Position 789: 2.230809586223988e-05
Position 4070: 2.1377864752583206e-05
Position 3654: 2.0953922552754043e-05
Position 4248: 1.8552831473840206e-05
Position 662: 1.8011605862890823e-05
Position 1415: 1.7364974442668782e-05
Position 4736: 1.658874986800495e-05
Position 1022: 1.623901396176389e-05
Position 552: 1.6023018602462807e-05
Position 22: 1.4822595407405479e-05
Position 4689: 1.397780540316162e-05
Position 4708: 1.3462553504507465e-05
Position 4583: 1.160748984214321e-05
Position 691: 1.1095531930775861e-05
Position 3712: 1.0862167747534027e-05
Position 669: 9.800079000493782e-06
Position 682: 9.362573496881331e-06
Position 3336: 9.283426687560695e-06
Position 3358: 8.702953401285317e-06
Position 420: 8.559049961331925e-06
Position 129: 7.819972616781785e-06
Position 610: 7.812254970596283e-06
Position 189: 7.748243914614929e-06
Position 4264: 7.72102379627328e-06
Position 234: 7.318358763800494e-06
Position 14: 5.672724412931734e-06
Position 585: 5.469155201305965e-06
Position 241: 4.8379208232884864e-06
Position 20: 4.801465833042434e-06
Position 4717: 4.403245666324689e-06
Position 680: 3.736059281334734e-06
Position 358: 3.4397945832381954e-06
Position 3614: 3.2416889996182394e-06
Position 1025: 2.8034252230897222e-06
Position 3583: 2.6674455229916755e-06
Position 52: 2.1499832939060246e-06
Position 86: 1.919355692692341e-06
Position 1217: 1.7315219023819624e-06
Position 1205: 1.6806403298705183e-06
Position 545: 1.2915075028224734e-06
Position 3526: 1.289933001016073e-06
Position 335: 1.1932529968269805e-06
Position 965: 1.0604512251718529e-06
Position 1484: 1.0228015603935545e-06
Position 3577: 9.638974461219895e-07
Position 576: 9.051342310600744e-07
Position 211: 8.776526829252441e-07
Position 1413: 8.742583485998571e-07
Position 1038: 7.908260468049103e-07
Position 3647: 7.712844152933476e-07
Position 1044: 5.85338383323797e-07
Position 4423: 4.7116011804532875e-07
Position 3952: 4.567936121930833e-07
Position 3921: 2.4632034473916206e-07
Position 981: 2.3701253890853217e-07
Position 3680: 2.2771039647078038e-07
Position 3962: 2.223234101949801e-07
Position 134: 2.2039569363553007e-07
Position 3700: 1.762363839150137e-07
Position 35: 1.598305257461822e-07
Position 3677: 1.469102727697012e-07
Position 593: 1.30289144646565e-07
Position 983: 6.158835915523545e-08
Position 3981: 6.020311368315356e-08
Position 3720: 5.969198019594267e-08
Position 3967: 5.160123376682025e-08
Position 975: 4.5707076136886286e-08
Position 3482: 3.054342815241479e-08
Position 3649: 2.099303732756071e-08
Position 1066: 8.309434355323101e-09
Position 1199: 5.798903193147092e-09
Position 3666: 4.351665817064387e-09
Position 1883: 2.8638924961532765e-09
Position 1936: 2.7793932508893975e-09
Position 3530: 7.840447387755522e-10
Position 4277: 5.018328261907158e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.9995322131216539
Position 3817: 0.9911397013312663
Position 3238: 0.8940346871868597
Position 897: 0.8128848880640562
Position 1157: 0.46061267824233654
Position 1786: 0.2665485292950303
Position 1835: 0.16391235415437655
Position 335: 0.09093575608363196
Position 685: 0.08782041553772
Position 1530: 0.08730193210747847
Position 918: 0.05743070891410956
Position 2215: 0.05186364424484711
Position 2225: 0.049865623076616225
Position 2135: 0.043506315188385186
Position 3171: 0.04174502166730041
Position 1457: 0.03766002011561635
Position 2022: 0.03710626968439941
Position 1309: 0.028923770651669897
Position 691: 0.02866674340343076
Position 3203: 0.026118222531624897
Position 1795: 0.025380562250099534
Position 2835: 0.01792205835714272
Position 2718: 0.017139249727365746
Position 933: 0.016275679643957677
Position 478: 0.015669404206490774
Position 3677: 0.013370611679244863
Position 4309: 0.010328321476052548
Position 1340: 0.009610475586408072
Position 4882: 0.008159762170524701
Position 2697: 0.008052633386305002
Position 1614: 0.007705472665613695
Position 1076: 0.006662021309436298
Position 4488: 0.0064751146410024695
Position 4856: 0.005683957405077762
Position 1481: 0.005274514195687418
Position 340: 0.005079155736996152
Position 1502: 0.004783200052250629
Position 1887: 0.004097641667417589
Position 2361: 0.003848227833190069
Position 3241: 0.0035343719545459095
Position 3289: 0.003415590861656531
Position 610: 0.003095045572996015
Position 558: 0.002973534374916948
Position 626: 0.002655277056275774
Position 3962: 0.002238430350559299
Position 1657: 0.0021486377518743667
Position 1484: 0.0018605133638465662
Position 1410: 0.0015012871154952978
Position 4581: 0.0014511577960388182
Position 755: 0.0013949056619202219
Position 2405: 0.001324054371101074
Position 2602: 0.001190507916687323
Position 2889: 0.0010920907706875968
Position 751: 0.0009768630283119599
Position 2180: 0.0009461028976220931
Position 358: 0.0007655123516578837
Position 1624: 0.0007273786016745289
Position 3654: 0.0007178570136934878
Position 1669: 0.0006906221634187747
Position 2944: 0.0006066245106447462
Position 1550: 0.0005618407151960598
Position 1536: 0.0005526777399859104
Position 1729: 0.0005192332537460172
Position 4890: 0.00048415065175572017
Position 460: 0.00044082276658135504
Position 571: 0.00043332602303332437
Position 2862: 0.00043230546648059787
Position 2002: 0.0003864603028751726
Position 2623: 0.0003786692529736952
Position 2156: 0.00030860452075700975
Position 2750: 0.00028898263791545887
Position 2979: 0.0002838447030958501
Position 2162: 0.0002669001363731102
Position 4023: 0.00026047919412970893
Position 3375: 0.0002542690494943945
Position 830: 0.0002434452369484971
Position 1205: 0.00021149520035624662
Position 1367: 0.00020964517649172374
Position 3720: 0.00020856193413132937
Position 2274: 0.00019865438256578904
Position 1593: 0.00019001043518800893
Position 1244: 0.00018882612511246388
Position 4229: 0.00013277596328027712
Position 2987: 0.00012003398493097862
Position 1239: 0.0001158753405199894
Position 4553: 0.00011313336834267028
Position 4255: 0.00010295272286939746
Position 307: 9.350960516634529e-05
Position 300: 8.54601095074889e-05
Position 4264: 7.463287424841388e-05
Position 4492: 6.764431565659712e-05
Position 2549: 6.476390324427579e-05
Position 920: 6.222319937075449e-05
Position 3464: 6.206021306259557e-05
Position 1364: 5.925785331288044e-05
Position 801: 5.593644253696588e-05
Position 3494: 5.3673891469162906e-05
Position 420: 4.899843124761931e-05
Position 636: 4.191856185867512e-05
Position 1217: 3.885950475559811e-05
Position 1257: 3.625968313034819e-05
Position 4107: 2.8116273655445394e-05
Position 4623: 2.7741119585406577e-05
Position 1032: 2.720544178591271e-05
Position 4110: 2.6390865756638932e-05
Position 839: 2.556109698281857e-05
Position 3738: 2.463778963506571e-05
Position 1017: 2.373988929285554e-05
Position 4692: 2.1027327641357805e-05
Position 485: 2.0009572440231858e-05
Position 4672: 1.911056624426642e-05
Position 455: 1.6696826789149437e-05
Position 4095: 1.5845018806012833e-05
Position 4116: 1.5689978278616967e-05
Position 652: 1.4278821610833136e-05
Position 1392: 1.410465153735317e-05
Position 1344: 1.2688174313759759e-05
Position 4128: 1.2686809508038969e-05
Position 1435: 1.2685033108837537e-05
Position 4029: 1.0151356625849904e-05
Position 1044: 9.200230417431713e-06
Position 216: 8.45875804618124e-06
