Gene = CNMa
index = 1044
Annotated 5SS: [ 879 3540 3930 4107]
Annotated 3SS: [3344 3619 4094 4172]
SMsplice 5SS: [ 879 3540 3930]
SMsplice 3SS: [3344 3619 4172]
top_k =  1000
Partition function (log Z): -4.846117929102285

Sorted 5' Splice Sites (High to Low Probability):
Position 879: 0.9853523775374273
Position 3930: 0.8607205957347949
Position 3540: 0.7064691096279959
Position 4107: 0.18767065222723453
Position 1261: 0.09594859399010688
Position 3563: 0.047194906179814665
Position 1474: 0.042891204335371164
Position 3210: 0.026437220540632186
Position 49: 0.017008620112359457
Position 3878: 0.010549853238061539
Position 2412: 0.009295091147089894
Position 249: 0.0076965815745502555
Position 617: 0.0076871141856594775
Position 1760: 0.006388522504476019
Position 263: 0.005610876537531147
Position 3957: 0.005148591508460782
Position 294: 0.004979481090958762
Position 3934: 0.004581578964171071
Position 3566: 0.0037861550978307043
Position 18: 0.0034572522174976302
Position 2290: 0.0033410124068443546
Position 4258: 0.003129016310583395
Position 3835: 0.002799367037756879
Position 1722: 0.0022562574913350406
Position 3009: 0.002190883282720999
Position 2377: 0.0020088679059644668
Position 1363: 0.0016737937448946182
Position 1119: 0.0014782445637242106
Position 3162: 0.0014010630720224855
Position 46: 0.0013947538468632467
Position 2212: 0.0011254364570621109
Position 2541: 0.0010578489838722416
Position 3536: 0.0010067476277435664
Position 32: 0.000915853594673928
Position 2372: 0.0006335809279167165
Position 3928: 0.0005792350244118678
Position 3937: 0.0005664829786869533
Position 62: 0.0005421825195549834
Position 2682: 0.0005085261720491052
Position 1672: 0.0004198303592088041
Position 3124: 0.0004144595452582654
Position 1006: 0.00037674185437794924
Position 1864: 0.000357414131926576
Position 749: 0.00031348608381605764
Position 4536: 0.000310549832522633
Position 1268: 0.00028058481339739464
Position 1246: 0.00026507362186072177
Position 1581: 0.00021737903778993163
Position 1367: 0.00020595775469652104
Position 1618: 0.00017433719775667185
Position 3576: 0.0001546032448856209
Position 504: 0.00011340092526907492
Position 3422: 9.197488274425277e-05
Position 500: 8.439370830325302e-05
Position 239: 8.036821282243066e-05
Position 426: 7.334765732286008e-05
Position 887: 6.082728355181331e-05
Position 4295: 5.829547280295279e-05
Position 1860: 5.465266467405946e-05
Position 883: 4.6541841653278004e-05
Position 306: 4.067039442567326e-05
Position 741: 3.8927273133817865e-05
Position 4375: 3.881738808249425e-05
Position 1095: 3.528217766913127e-05
Position 120: 3.4713402152513463e-05
Position 1748: 3.3363735111293064e-05
Position 919: 3.184947850766758e-05
Position 3764: 2.694387715878187e-05
Position 324: 2.3585146221499002e-05
Position 767: 2.309874592318063e-05
Position 543: 2.30912091427336e-05
Position 994: 1.8234229065336163e-05
Position 1271: 1.752679884752829e-05
Position 1854: 1.6524011530725305e-05
Position 267: 1.650004966884958e-05
Position 243: 1.558166685288449e-05
Position 4422: 1.4541751497833863e-05
Position 497: 1.2742092438989563e-05
Position 760: 1.0562406234361157e-05
Position 547: 9.647735569275231e-06
Position 489: 8.784595745263936e-06
Position 371: 8.670073517569797e-06
Position 3842: 8.527079804606205e-06
Position 937: 7.528809207150686e-06
Position 3923: 7.414869792597507e-06
Position 863: 7.233173745979098e-06
Position 289: 5.187564957775781e-06
Position 684: 4.756466742471018e-06
Position 689: 3.523161575665086e-06
Position 590: 3.4660088839826494e-06
Position 1794: 3.1356031583884916e-06
Position 1647: 2.6230124764838045e-06
Position 1630: 2.5602123372130112e-06
Position 4443: 2.297162105388379e-06
Position 1427: 1.7830008409254068e-06
Position 1585: 1.7584426412082593e-06
Position 4362: 1.7348685236578953e-06
Position 846: 1.6451828678742116e-06
Position 4550: 1.6055192451071568e-06
Position 4582: 1.4506401814180627e-06
Position 507: 1.4102809413041099e-06
Position 1519: 1.308259724843244e-06
Position 521: 1.2227714343556068e-06
Position 785: 7.55871217037762e-07
Position 1182: 6.589094204881162e-07
Position 778: 5.145461153806634e-07
Position 112: 3.3237972746328465e-07
Position 1057: 3.1955678990292255e-07
Position 1712: 3.0597270692862546e-07
Position 1226: 2.554319931720226e-07
Position 1180: 2.49248924460086e-07
Position 171: 2.1140683298833303e-07
Position 1017: 1.439555162185665e-07
Position 820: 1.4130019759502604e-07
Position 772: 1.3765272917704335e-07
Position 1241: 1.1853116285631035e-07
Position 787: 1.1807541317796122e-07
Position 188: 1.1432357917338449e-07
Position 818: 1.0591995606822333e-07
Position 1537: 9.715592137162429e-08
Position 840: 7.701186072442207e-08
Position 1564: 7.279944283652497e-08
Position 856: 6.442980447646901e-08
Position 179: 3.3548391538950216e-08
Position 107: 2.565767680837722e-08
Position 3668: 1.5073692293202256e-08
Position 1384: 1.0138210695131978e-08
Position 1131: 6.8033408444943934e-09
Position 377: 2.925668099455483e-10
Position 951: 6.729668024687156e-11
Position 441: 2.5277799679351302e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4172: 0.9458879525372142
Position 3344: 0.7517760319548139
Position 3619: 0.7490540485751053
Position 4094: 0.1369294807065156
Position 3622: 0.10166090124093967
Position 959: 0.08949727166009297
Position 2583: 0.0356487800323059
Position 1172: 0.03533938367814374
Position 1023: 0.02974884050792654
Position 3230: 0.025428659261590415
Position 2593: 0.024533850146256787
Position 1043: 0.0242156342060376
Position 107: 0.018544936195284932
Position 4019: 0.013951443678637694
Position 1333: 0.012048257670038314
Position 3111: 0.009257100643833404
Position 937: 0.0072146244605551055
Position 371: 0.005176135611786323
