Gene = Saf6
index = 1465
Annotated 5SS: [ 476  676 1708 2000]
Annotated 3SS: [ 528  728 1765 2056]
SMsplice 5SS: [ 476  676 1708 2000]
SMsplice 3SS: [ 528  728 1772 2056]
top_k =  1000
Partition function (log Z): 2.9614729095478762

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.9987417615130162
Position 476: 0.9650790657204201
Position 2000: 0.9184192422354153
Position 1708: 0.9079947240825167
Position 196: 0.0244032656960547
Position 176: 0.0225197737098193
Position 1699: 0.01360522928394193
Position 1459: 0.012833384250534912
Position 1001: 0.012457293485076333
Position 1113: 0.01240437812644324
Position 208: 0.009960463974330123
Position 1254: 0.008485747109202782
Position 1938: 0.008074039226765991
Position 507: 0.008051684256212693
Position 369: 0.0071950509229875255
Position 2509: 0.0045961489340835835
Position 16: 0.003080436226137117
Position 2085: 0.0026345719809892816
Position 187: 0.0020713172729908743
Position 823: 0.0018907563025824786
Position 2037: 0.0018050725113327904
Position 1117: 0.0015291169195507542
Position 335: 0.001478695765582242
Position 2446: 0.0014433158900357666
Position 1017: 0.0013066309893708821
Position 49: 0.0010974324381388353
Position 1953: 0.0010577624137442013
Position 1826: 0.0009479947230055934
Position 2378: 0.0008579645116749001
Position 278: 0.0008401003979391659
Position 1930: 0.0008289348983119444
Position 1260: 0.0008243135640246998
Position 2032: 0.0006455600528612848
Position 11: 0.0006273184331063922
Position 658: 0.0005771885992046813
Position 223: 0.0005347586766824599
Position 1012: 0.0004905096208518486
Position 1365: 0.00048077719775548066
Position 2134: 0.00045124610847590803
Position 2375: 0.0004499637889221334
Position 59: 0.00034654362158733867
Position 1964: 0.0002530969421027557
Position 1235: 0.00022037376223984183
Position 46: 0.00019639086048702615
Position 1684: 0.00018058047878764168
Position 2074: 0.00017689306985940324
Position 160: 0.00016669968201504204
Position 2326: 0.00016509232371817597
Position 921: 0.00015116861856723636
Position 1692: 0.00014649860918678747
Position 1987: 0.0001353826391073161
Position 2142: 0.00013422489968409348
Position 1422: 0.0001012988650694525
Position 296: 8.064843490930398e-05
Position 525: 7.89911390524238e-05
Position 414: 7.249767664489023e-05
Position 1578: 6.031409397978233e-05
Position 2289: 5.881652528498456e-05
Position 908: 4.491773049705487e-05
Position 1773: 4.4005828687875885e-05
Position 1728: 4.2406998408656585e-05
Position 290: 2.895666198310348e-05
Position 1346: 2.6165238412571634e-05
Position 77: 2.5674707926685987e-05
Position 1621: 2.5653618149790828e-05
Position 969: 2.493636392283783e-05
Position 37: 2.443064985692363e-05
Position 468: 2.432653073592281e-05
Position 2390: 2.1168546278034667e-05
Position 865: 1.7791492382555138e-05
Position 62: 1.5522778651589415e-05
Position 2530: 1.3165957026402406e-05
Position 401: 1.2738761959619412e-05
Position 2138: 1.0980930100849124e-05
Position 1589: 1.0847364961342224e-05
Position 2172: 9.88761363204372e-06
Position 624: 9.572977066177615e-06
Position 363: 8.536829526237384e-06
Position 2454: 7.325267848103529e-06
Position 780: 6.4645170586799374e-06
Position 687: 6.337005171540851e-06
Position 789: 6.316977788306856e-06
Position 680: 6.177311538375724e-06
Position 622: 5.806754193495319e-06
Position 1107: 5.1822173426827125e-06
Position 2244: 4.71283891235447e-06
Position 411: 3.8052499662087697e-06
Position 382: 3.726016607492936e-06
Position 1062: 3.319520973681252e-06
Position 1591: 3.282344747509384e-06
Position 1003: 3.2166783292354566e-06
Position 765: 1.7951479601889602e-06
Position 530: 1.7098515641693689e-06
Position 929: 1.3673444275867498e-06
Position 1005: 1.169593212909578e-06
Position 807: 8.562011323228214e-07
Position 244: 1.8059880537193605e-07
Position 551: 9.920760284679428e-08
Position 2153: 7.281911503508894e-08
Position 2384: 5.3268176213496104e-08
Position 1919: 3.1750265355491825e-08
Position 1563: 2.3285241532552574e-08
Position 762: 1.537203424195683e-08
Position 1305: 1.48149007716675e-08
Position 2308: 1.0198969368834655e-08
Position 604: 6.791382143278999e-09
Position 732: 5.147922617284736e-09
Position 632: 2.7551095876791922e-09
Position 1413: 1.6996053066874008e-09
Position 1858: 1.3093321579746367e-09
Position 1640: 9.667412259490472e-10
Position 2015: 2.3058710428311821e-10
Position 2017: 2.1665225325601475e-10
Position 1130: 6.386471285212935e-11
Position 1125: 5.423713701824578e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 728: 0.9970634713828769
Position 528: 0.873817748455327
Position 2056: 0.870091422289707
Position 1772: 0.6905448856256173
Position 1765: 0.16053412033306524
Position 566: 0.08580574371072364
Position 2114: 0.0673644306532367
Position 278: 0.06345760659523075
Position 1784: 0.06278886451535888
Position 1079: 0.01589274029882758
Position 1529: 0.007500168233697342
Position 537: 0.007465054069724873
Position 2576: 0.0070118691120420245
Position 431: 0.0068535369809343515
Position 1296: 0.006274259079560923
Position 1523: 0.004283321698020433
Position 540: 0.004131363932871894
Position 1400: 0.002822770369743308
Position 1563: 0.00240678495491295
Position 588: 0.0023991428848143125
Position 2244: 0.0023396706280124782
Position 1602: 0.002320306691092432
Position 1638: 0.0021509955001289575
Position 1877: 0.0019049997594854633
Position 2433: 0.001648405466083546
Position 2119: 0.001629232887174178
Position 2296: 0.001314666816433883
Position 407: 0.001090553465681687
Position 2081: 0.0010542578227889622
Position 1314: 0.0010075963506800635
Position 1781: 0.0009724487340741201
Position 2259: 0.0008461778642801748
Position 1546: 0.0007521756872641588
Position 404: 0.0007368758768824689
Position 115: 0.0006263713036999545
Position 2350: 0.0004797631671483469
Position 2167: 0.0004745603499157127
Position 618: 0.00043722554949277503
Position 1356: 0.0004307593919687223
Position 118: 0.0004160870168962268
Position 887: 0.00034526494012688847
Position 956: 0.0003128359410845081
Position 2094: 0.0003092367574511205
Position 1166: 0.0002642087434855032
Position 1490: 0.00023838253596650342
Position 2289: 0.00022579184915357567
Position 2600: 0.0002132863095159638
Position 1732: 0.0002025081815345543
Position 2070: 0.00015913748230385875
Position 1830: 0.00015751725846339045
Position 363: 0.0001574300168793912
Position 2518: 0.00015456807824203002
Position 1448: 0.000150479453405696
Position 948: 0.00014734594203748443
Position 2192: 0.00012881252021555687
Position 2368: 0.00011386797571975976
Position 235: 0.00011092084220036234
Position 1789: 0.00011021140036949149
Position 2029: 8.586873257052154e-05
Position 1607: 8.047714895428747e-05
Position 1346: 7.52946576293338e-05
Position 1660: 7.526114049112767e-05
Position 1148: 7.274659232257618e-05
