Gene = Ncoa6
index = 1312
Annotated 5SS: [ 732 1958 3337 8173 8751]
Annotated 3SS: [1773 2019 3453 8246 8808]
SMsplice 5SS: [ 732 1958 3337 4108 8173 8751]
SMsplice 3SS: [1773 2019 3453 7965 8246 8808]
top_k =  1000
Partition function (log Z): 2.355386045439036

Sorted 5' Splice Sites (High to Low Probability):
Position 8751: 0.9960864636802247
Position 1958: 0.9952893793313035
Position 3337: 0.9780582800158735
Position 8173: 0.9697832933355801
Position 732: 0.7935336849377531
Position 4108: 0.5407993738110058
Position 4096: 0.27217566832845774
Position 396: 0.14069555102034242
Position 420: 0.10044450743389993
Position 1532: 0.04787670971294247
Position 2881: 0.012729467090016738
Position 127: 0.010555745447677423
Position 1720: 0.00795133659062253
Position 7324: 0.006732739905121759
Position 9500: 0.0052391404663369385
Position 386: 0.005151683540747498
Position 2472: 0.0050878016188285
Position 2319: 0.0049805449283330605
Position 9470: 0.004685101270703925
Position 2640: 0.004232202742711899
Position 10203: 0.003936992976755864
Position 10950: 0.0038547753461923213
Position 2667: 0.0036547179276530846
Position 4113: 0.0032121786569082756
Position 4089: 0.0031608945544248208
Position 392: 0.0031183199481797383
Position 2280: 0.002879338776861434
Position 12: 0.002651140264224795
Position 390: 0.002623777499552993
Position 436: 0.002460598469468274
Position 400: 0.002363652993818208
Position 1512: 0.00235736078500021
Position 1451: 0.001856180156058415
Position 1887: 0.0018401495855928879
Position 402: 0.0018334524460237637
Position 3969: 0.0016528085305087727
Position 1927: 0.00158458619125464
Position 9534: 0.0015404547281058722
Position 2104: 0.0014138644195554556
Position 9046: 0.001361346604424206
Position 1319: 0.0012522906721185295
Position 528: 0.0012217882849590075
Position 10300: 0.0011652992337700117
Position 3398: 0.0011510590067307536
Position 3343: 0.0011120385076084053
Position 9156: 0.0010884926463313315
Position 388: 0.001050771252258546
Position 4069: 0.001003857948875417
Position 802: 0.000979070819263716
Position 404: 0.0009753098510697427
Position 8465: 0.0009138299248939137
Position 10050: 0.0008374522115352302
Position 2419: 0.0007895016873868139
Position 9580: 0.0007664035802532672
Position 1340: 0.0007636316252695683
Position 8460: 0.0007552559022408236
Position 1962: 0.0007110513073802442
Position 424: 0.0005971119604126103
Position 2340: 0.0005687894204797108
Position 924: 0.0005672160598984065
Position 1193: 0.0005545663572075247
Position 426: 0.0005431030638149488
Position 3139: 0.0005208328475245812
Position 10872: 0.0005204713247133046
Position 2614: 0.0004721433468898798
Position 9538: 0.0004511381723140751
Position 1557: 0.00043311611205855676
Position 9701: 0.00042838312215671276
Position 949: 0.00039875896743826175
Position 428: 0.00039459024372566243
Position 10216: 0.0003909206358178531
Position 8462: 0.0003614528547015139
Position 2409: 0.0003565028248967257
Position 9862: 0.0003520687680041166
Position 891: 0.00035147407668446894
Position 9478: 0.0003355384153906627
Position 266: 0.00032291867825561205
Position 8684: 0.0003217282749387329
Position 2484: 0.00031872734262240087
Position 936: 0.0002936539011951737
Position 11157: 0.00029201607976383234
Position 161: 0.0002821310264329384
Position 3574: 0.00027946025500391695
