Gene = Rnmt
index = 1430
Annotated 5SS: [1280]
Annotated 3SS: [1336]
SMsplice 5SS: [1280]
SMsplice 3SS: [1336]
top_k =  1000
Partition function (log Z): -5.172295395562783

Sorted 5' Splice Sites (High to Low Probability):
Position 1280: 0.9759397237347934
Position 1561: 0.13370276222659241
Position 1535: 0.1276595174679319
Position 1671: 0.03968125751691922
Position 917: 0.0314653753283208
Position 1207: 0.01878409836945489
Position 211: 0.015297928300635966
Position 711: 0.0063126560871626545
Position 1239: 0.004231024545702033
Position 1440: 0.0038656721751445123
Position 1539: 0.002937144426987991
Position 1483: 0.001851375869306671
Position 749: 0.0015253443528624928
Position 1549: 0.0013944777325005002
Position 215: 0.00116292729779184
Position 42: 0.0009741587209507636
Position 1458: 0.0009097136291714984
Position 639: 0.0008779361834767977
Position 1243: 0.0006842078909701932
Position 1348: 0.0006625619411166535
Position 927: 0.0005576026836210212
Position 1401: 0.0005305920118235773
Position 444: 0.0005101361736583238
Position 1067: 0.0004884218519041588
Position 377: 0.0004191483492799277
Position 384: 0.00036835241665789207
Position 981: 0.0002777490496879701
Position 479: 0.00025926391986659953
Position 585: 0.0002529608260618473
Position 694: 0.0002366130799846898
Position 1045: 0.0002312557224209253
Position 1161: 0.00021834537718477581
Position 328: 0.00020839271708268984
Position 1165: 0.00016209328010188795
Position 657: 0.00015409355236342497
Position 583: 0.00014335543996099638
Position 589: 0.00012689112579658267
Position 1565: 0.00011187914135120108
Position 1735: 0.00010557375644270116
Position 521: 8.47843623033883e-05
Position 1684: 7.792033615852518e-05
Position 231: 6.472546343605841e-05
Position 266: 4.6412965602913703e-05
Position 1464: 4.145542268195939e-05
Position 46: 3.6930472550782054e-05
Position 331: 3.110191565392669e-05
Position 669: 3.059550696494515e-05
Position 1211: 3.01660318423991e-05
Position 493: 2.2069453701999965e-05
Position 753: 2.1408816884964825e-05
Position 1027: 1.8026951717421478e-05
Position 1569: 1.7722956679173778e-05
Position 597: 1.7292287049666737e-05
Position 821: 1.4148037800073448e-05
Position 1020: 1.3662014730808074e-05
Position 925: 8.2192762741538e-06
Position 1583: 8.092183556441578e-06
Position 139: 7.549222212489454e-06
Position 1284: 6.232036904702701e-06
Position 777: 4.0593025130404115e-06
Position 504: 3.8227640778404296e-06
Position 1747: 3.48615228939272e-06
Position 1003: 3.3097242602943683e-06
Position 186: 3.2672920549229286e-06
Position 1149: 2.8815947019240844e-06
Position 987: 2.4075369221461578e-06
Position 83: 1.6220411589583404e-06
Position 1197: 1.5514945685820564e-06
Position 833: 9.757651356529373e-07
Position 1739: 8.253598180721861e-07
Position 1352: 5.092268830897278e-07
Position 1575: 1.530737413657267e-07
Position 911: 1.164317029356958e-07
Position 742: 4.911066407708773e-08
Position 147: 4.704093038652607e-08
Position 744: 2.380509273358398e-08
Position 117: 2.057842644703018e-08
Position 450: 1.7547082881181985e-08
Position 819: 2.1086349805681174e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1336: 0.9207179127264354
Position 1608: 0.13830165121087895
Position 1582: 0.11272187956395782
Position 1777: 0.05954447198647152
Position 1362: 0.04037393181601306
Position 1613: 0.03300094308126601
Position 1110: 0.018529024147760333
Position 981: 0.0072242532134412524
Position 1143: 0.006675102951262071
Position 1221: 0.00431352961075408
Position 1027: 0.004032005329649843
Position 814: 0.003029422013366704
Position 732: 0.0027694248986399714
Position 1323: 0.0023651471550154256
Position 753: 0.002328589044904675
Position 1446: 0.0015898063072698303
Position 847: 0.001524064222356704
Position 1074: 0.0014858704889092438
Position 1520: 0.0012859431554960346
Position 1170: 0.001280469968092339
Position 1714: 0.0012598346457952435
Position 1050: 0.0011929376934327535
Position 777: 0.001170754977744329
Position 491: 0.0011369345601885523
Position 1276: 0.0009659493933024923
Position 109: 0.0007213050425317036
Position 1747: 0.0006484253074170087
Position 1790: 0.0005822240629081827
Position 456: 0.0005423724079065945
Position 543: 0.0005369117292030772
Position 694: 0.00046508752546215685
Position 789: 0.0003961658173427183
Position 1640: 0.000324411613371273
Position 881: 0.0002993468317852031
Position 274: 0.00029484994077155974
Position 540: 0.00023908946327021272
Position 999: 0.00023249054917065136
Position 1058: 0.00021468701811815617
Position 987: 0.00020755363166640792
Position 793: 0.00017351733039145862
Position 1497: 0.00014052615808802613
Position 1273: 0.00012426993131877396
Position 1083: 9.967172252934597e-05
Position 465: 9.486513456344565e-05
Position 1161: 8.862138207722181e-05
Position 1176: 8.048046628138715e-05
Position 1751: 8.027082661418899e-05
Position 1506: 7.499561145989954e-05
Position 462: 5.7965736078010364e-05
Position 1559: 5.5429591224689744e-05
Position 932: 4.5372364517052134e-05
Position 627: 4.423701467278473e-05
Position 1472: 4.1483619693687555e-05
Position 1020: 3.347251396322118e-05
Position 976: 1.804630872560885e-05
Position 1538: 1.7642429987386363e-05
Position 136: 1.4811490647020858e-05
Position 271: 1.4543633826935636e-05
Position 582: 1.355988532215662e-05
Position 1483: 1.0889723248251563e-05
Position 426: 9.765911133263122e-06
Position 139: 6.0548356273316725e-06
Position 1230: 5.690940919589364e-06
Position 1525: 4.135062329161576e-06
Position 516: 3.810441620126213e-06
Position 597: 3.7862157247072383e-06
Position 887: 2.7651439072309145e-06
Position 669: 2.675629971182991e-06
Position 255: 2.5264650389250264e-06
Position 1655: 2.333972244888935e-06
Position 657: 2.272492577201143e-06
Position 308: 2.0833060070162244e-06
Position 1616: 1.5386942014585479e-06
Position 615: 1.3510505950315523e-06
Position 404: 1.3304517730799242e-06
Position 493: 1.3033635505408714e-06
Position 1636: 1.1527729331327108e-06
Position 282: 1.1176587083858773e-06
Position 360: 7.755216021930575e-07
Position 117: 7.567159273254845e-07
Position 351: 7.42259698921746e-07
Position 201: 7.355854643388679e-07
Position 1530: 6.325517275744943e-07
Position 1754: 5.567168094332487e-07
Position 1680: 3.2409949911394253e-07
Position 432: 2.916293449524716e-07
Position 384: 2.1857231849391256e-07
Position 639: 2.7815700664530434e-08
Position 717: 1.912020273853578e-08
Position 901: 1.893257577753248e-08
Position 381: 4.034264536467447e-09
Position 357: 1.7313969691898382e-09
Position 288: 1.0139385389947405e-10
Position 428: 3.7031453211637196e-11
Position 159: 3.0089896722775796e-11
Position 603: 2.3851069445354646e-11
Position 390: 2.3462592031948293e-11
Position 215: 2.189306576499594e-11
Position 372: 2.1104421031429722e-11
Position 143: 1.60144732428409e-12
Position 114: 1.417142633241997e-12
Position 204: 1.0295800609233842e-12
Position 168: 7.292263600720436e-13
Position 162: 2.1024468837678457e-13
Position 266: 1.9735287734008055e-13
Position 227: 1.8989173663249343e-13
Position 313: 7.401312969046331e-14
Position 175: 7.216165057111925e-14
Position 231: 5.310268155154176e-14
Position 180: 4.309734369511683e-14
Position 300: 7.646236826747623e-15
Position 444: 3.3406703257741043e-15
Position 243: 1.2631015776332036e-19
Position 164: 8.6277387061088e-24
