Gene = RpL27A
index = 1440
Annotated 5SS: [ 76 625 990]
Annotated 3SS: [ 306  854 1074]
SMsplice 5SS: [244 625 990]
SMsplice 3SS: [ 306  854 1074]
top_k =  1000
Partition function (log Z): 3.100266369483571

Sorted 5' Splice Sites (High to Low Probability):
Position 990: 0.922906546154956
Position 625: 0.9052450526760475
Position 244: 0.8117203578261809
Position 76: 0.2741963097570169
Position 404: 0.06090323216236309
Position 472: 0.055053852186289526
Position 202: 0.038580258517535944
Position 224: 0.0333218631425908
Position 248: 0.02729504705832562
Position 961: 0.014724524752840792
Position 90: 0.013341808827866794
Position 616: 0.006341906559577004
Position 998: 0.002932270436522128
Position 788: 0.0027648372478326385
Position 458: 0.0018939989620935394
Position 398: 0.0016794346223817434
Position 349: 0.0013278959210796602
Position 741: 0.001274699101014138
Position 984: 0.0010246974815767966
Position 810: 0.000562919110362293
Position 564: 0.0005161362541872309
Position 807: 0.0005067247392315038
Position 115: 0.0004198119758413501
Position 629: 0.0003594584169404007
Position 413: 0.00033034022386946017
Position 510: 0.00027634467157895264
Position 550: 0.00027069764361805824
Position 86: 0.00014765850253701195
Position 722: 0.0001290098056169069
Position 1010: 0.00010845337626683597
Position 739: 0.00010833921743179309
Position 1002: 9.076391542733444e-05
Position 917: 8.94256967865211e-05
Position 773: 5.418507034389934e-05
Position 796: 5.395304619462298e-05
Position 604: 5.270517050242158e-05
Position 112: 4.9210049359804904e-05
Position 96: 3.551433270143955e-05
Position 1000: 2.190990373519732e-05
Position 963: 2.0493188767086653e-05
Position 965: 1.8752445305090842e-05
Position 99: 1.7690558198388636e-05
Position 368: 1.765662164724003e-05
Position 906: 1.3867520663430828e-05
Position 17: 1.2513273954903718e-05
Position 497: 1.1293511446687696e-05
Position 1023: 9.658393156701784e-06
Position 359: 6.714942150920116e-06
Position 164: 5.413293617816713e-06
Position 119: 3.8738988895871e-06
Position 1103: 3.7312209268728605e-06
Position 543: 1.1472558767047073e-06
Position 136: 7.428010671196869e-07
Position 80: 6.597567353304316e-07
Position 341: 5.30188216982088e-07
Position 1040: 3.674962951413328e-07
Position 820: 3.496723125266196e-07
Position 344: 3.02534693110895e-07
Position 877: 8.448599513998648e-08
Position 900: 7.428309872446142e-08
Position 1045: 5.951073956155305e-08
Position 282: 7.803906140334569e-09
Position 306: 1.3060913286581339e-12
Position 880: 3.0954488302516176e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 306: 0.996615261196358
Position 854: 0.985428380065573
Position 1074: 0.941231308790991
Position 126: 0.1507273297363909
Position 144: 0.04527658547603357
Position 504: 0.022745640742278663
Position 471: 0.02067649462641357
Position 686: 0.007506495368708116
Position 164: 0.0028771993843178414
Position 172: 0.0018318621024300138
Position 744: 0.0015852293810728244
Position 537: 0.0009982416860739802
Position 1089: 0.0009585559126081727
Position 510: 0.00040523742160120205
Position 1155: 0.00035536062298642036
Position 151: 0.0002717559180929126
Position 1092: 0.0002230547574887695
Position 697: 0.00022231164060385742
Position 652: 0.00017400633056913713
Position 240: 0.0001419697598786014
Position 1045: 0.00010909854763773424
Position 522: 0.00010458025377592522
Position 318: 7.942361405248779e-05
Position 866: 6.831527024578125e-05
Position 202: 3.788982732114295e-05
Position 515: 2.423541115276899e-05
Position 482: 2.3207118419859547e-05
Position 1164: 2.2798126403943876e-05
Position 712: 1.9099528203696562e-05
Position 759: 1.598615108873901e-05
Position 327: 1.461725965522351e-05
Position 932: 1.4324497056987926e-05
Position 1032: 1.258326584055603e-05
Position 72: 1.1815025021240152e-05
Position 911: 1.0938102146571183e-05
Position 1007: 8.107810573573911e-06
Position 751: 5.870531861034412e-06
Position 211: 5.216165150605918e-06
Position 556: 3.869853609187997e-06
Position 782: 2.0349007913887913e-06
Position 378: 1.996338921383447e-06
Position 773: 1.4934759155256987e-06
Position 1040: 1.230647198467736e-06
Position 324: 1.103663467767467e-06
Position 397: 9.990958117357316e-07
Position 387: 8.374732230401369e-07
Position 917: 6.594449373881509e-07
Position 582: 5.033773286703709e-07
Position 629: 4.74063831811415e-07
Position 766: 4.0418193779279086e-07
Position 564: 3.947228613316057e-07
Position 1099: 3.16910046998948e-07
Position 770: 3.120921683900982e-07
Position 938: 2.50778627666731e-07
Position 585: 1.6683825681584387e-07
Position 332: 1.339452916601207e-07
Position 224: 1.2835654009482824e-07
Position 929: 1.0116582320187756e-07
Position 944: 8.315434546647912e-08
Position 1103: 5.856364879862368e-08
Position 262: 4.3865804820040893e-08
Position 153: 3.9823033110319946e-08
Position 579: 3.213378209144381e-08
Position 588: 1.891174558704389e-08
Position 561: 1.8422214048889233e-08
Position 989: 1.4867586569444696e-08
Position 984: 1.3347164961349822e-08
Position 80: 1.191428127790838e-08
Position 220: 5.274586793498061e-09
Position 573: 7.835388981507666e-11
Position 336: 6.64007251996274e-11
Position 206: 5.840713555048932e-15
