Gene = borr
index = 1633
Annotated 5SS: [ 484 1177]
Annotated 3SS: [ 767 1241]
SMsplice 5SS: [ 484 1177]
SMsplice 3SS: [ 779 1241]
top_k =  1000
Partition function (log Z): -3.5795575790106877

Sorted 5' Splice Sites (High to Low Probability):
Position 1177: 0.9827518461754474
Position 484: 0.9117667524508153
Position 1437: 0.06684215715009555
Position 198: 0.04545032262100019
Position 1408: 0.019727786322241397
Position 206: 0.0082744467752533
Position 502: 0.00626848510868766
Position 602: 0.0033277296345974538
Position 285: 0.0029874796830857953
Position 1429: 0.00262353415417261
Position 593: 0.001527760544940794
Position 1181: 0.0014200767698667378
Position 1166: 0.0011087772331770994
Position 306: 0.0010458457743595764
Position 1327: 0.0005709266356928005
Position 1175: 0.000479672652542237
Position 177: 0.00039767714938205515
Position 1431: 0.00029347170226288853
Position 1443: 0.00017783322877631852
Position 82: 0.00016949500163412432
Position 563: 0.0001572183692019879
Position 103: 0.0001558575528280991
Position 110: 0.00011655368986921508
Position 1136: 9.894420883039833e-05
Position 1505: 7.740274790806293e-05
Position 469: 6.84009415098635e-05
Position 1536: 6.793446578153968e-05
Position 488: 3.1004207103178516e-05
Position 260: 3.079400654576583e-05
Position 804: 1.570918361106436e-05
Position 894: 1.465443122166231e-05
Position 667: 1.2909445728519946e-05
Position 1332: 1.0925491033984062e-05
Position 1341: 9.94428839281254e-06
Position 509: 8.020556503367491e-06
Position 1499: 4.8850601505426395e-06
Position 342: 4.845299108152362e-06
Position 427: 4.510366729775035e-06
Position 108: 4.396544436130178e-06
Position 8: 3.4521524845888753e-06
Position 760: 2.7706441625093117e-06
Position 1264: 2.4102573751634605e-06
Position 1026: 2.361915832095934e-06
Position 1158: 2.0612574304491854e-06
Position 1215: 1.6870137964045025e-06
Position 909: 1.6670749682518379e-06
Position 1530: 1.5264975849712061e-06
Position 419: 1.1777894165810658e-06
Position 655: 9.92478652654132e-07
Position 657: 7.411721922711596e-07
Position 534: 7.158635515252187e-07
Position 1510: 5.968165028508753e-07
Position 1254: 5.418860964886105e-07
Position 844: 3.4856293610955636e-07
Position 754: 2.404625478689702e-07
Position 912: 2.3923477624754243e-07
Position 1494: 2.1352192031642872e-07
Position 795: 1.8297100878530935e-07
Position 273: 1.6732294961597244e-07
Position 1543: 1.658587516322527e-07
Position 958: 1.0580886899576729e-07
Position 621: 6.180404242700591e-08
Position 1041: 3.32867935623525e-08
Position 1199: 5.662424309124099e-09
Position 1201: 4.3994539383978756e-09
Position 748: 7.667630252261591e-12
Position 1288: 1.0898229436798362e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1241: 0.9266334752634969
Position 779: 0.8276588019857557
Position 1530: 0.0936686614427089
Position 767: 0.08663317819625459
Position 1295: 0.044240821806570116
Position 284: 0.028171028480430713
Position 830: 0.0205354894883189
Position 1066: 0.006931199220491492
Position 1505: 0.0045951024305875485
Position 260: 0.004522807884764212
Position 1464: 0.0026133533559745295
Position 1578: 0.0018937943101847412
Position 305: 0.0016586808926807822
Position 1249: 0.0012915542133992168
Position 1602: 0.0012060658932866288
Position 1069: 0.0007875671124455872
Position 1510: 0.0005925891078115784
Position 789: 0.0005910870134092113
Position 972: 0.0005610178083529826
Position 1536: 0.0004811417601558262
Position 238: 0.00044972338101446126
Position 311: 0.0003386843065504785
Position 530: 0.0003279636312141934
Position 254: 0.0002429267380436427
Position 1126: 0.00020718796640852778
Position 342: 0.00016938484888714072
Position 969: 0.00014957281973495775
Position 386: 0.0001358849728039292
Position 1254: 0.0001109880372733106
Position 1374: 8.634514426294179e-05
Position 314: 8.163608868997511e-05
Position 978: 7.242315233257714e-05
Position 999: 6.209849568687092e-05
Position 781: 5.97299826493919e-05
Position 853: 5.4367337029740565e-05
Position 975: 4.0339075101358314e-05
Position 359: 3.721817433015451e-05
Position 317: 3.311026425855659e-05
Position 176: 2.4175074504169837e-05
Position 290: 2.045896508332992e-05
Position 1347: 1.992962123949205e-05
Position 376: 1.9776755365551424e-05
Position 398: 1.958530697654354e-05
Position 1041: 1.5826599050760295e-05
Position 1401: 1.5736681556789054e-05
Position 1158: 1.0856432868126933e-05
Position 146: 1.0190811731877389e-05
Position 786: 7.91461813864105e-06
Position 1033: 7.280489524984044e-06
Position 404: 7.109582684982896e-06
Position 801: 4.947823757961172e-06
Position 332: 4.886333806336244e-06
Position 1288: 3.8948945059610805e-06
Position 155: 1.7748485689707253e-06
Position 909: 1.7341228009360059e-06
Position 197: 1.4949784120756484e-06
Position 433: 1.1702000961963697e-06
Position 981: 1.0484850929597795e-06
Position 82: 1.020010375600772e-06
Position 1416: 7.96955813956138e-07
Position 391: 7.376385024472199e-07
Position 1135: 5.712066371065187e-07
Position 1421: 4.66570327285817e-07
Position 119: 3.9626264389477e-07
Position 1326: 2.9943347791628196e-07
Position 469: 9.004593477211812e-08
Position 427: 7.924065543089393e-08
Position 192: 7.53980806076584e-08
Position 53: 7.032557385063611e-08
Position 1175: 2.9984084053982256e-08
Position 483: 1.589661447264326e-08
Position 212: 1.389538615916675e-08
Position 60: 1.0268261990299135e-09
Position 194: 5.723760706212121e-10
Position 443: 1.773725766358921e-10
