Gene = Rrp1
index = 1458
Annotated 5SS: [1253 1392 1795]
Annotated 3SS: [1313 1453 1856]
SMsplice 5SS: [1253 1392 1795]
SMsplice 3SS: [1313 1453 1856]
top_k =  1000
Partition function (log Z): 5.069707036812195

Sorted 5' Splice Sites (High to Low Probability):
Position 1795: 0.9960729231401464
Position 1253: 0.9901560808660181
Position 1392: 0.9454760238686514
Position 1523: 0.24657743390378248
Position 2627: 0.09310931190400816
Position 1383: 0.052288641277180185
Position 994: 0.031257442765406575
Position 2072: 0.028112779123298272
Position 1085: 0.018388309589339364
Position 2144: 0.006950484207613456
Position 1561: 0.006016642547710138
Position 1550: 0.0046398178980261145
Position 18: 0.00383281916400905
Position 1527: 0.003278618151216743
Position 2045: 0.003031598750999901
Position 2543: 0.003012285944519671
Position 1642: 0.0026716015415048566
Position 158: 0.0022165285910874673
Position 973: 0.001971817834802144
Position 2520: 0.0018962772367038952
Position 829: 0.0016635986131541347
Position 2529: 0.0015988477801026412
Position 2442: 0.001569413574590888
Position 928: 0.0009903933298266681
Position 1096: 0.0003705533148967801
Position 1210: 0.0002425556960879378
Position 1208: 0.0002421715647939242
Position 493: 0.00023319662382140382
Position 2618: 0.00020056805825475265
Position 556: 0.00019736904334128938
Position 337: 0.00019316890807237694
Position 2598: 0.00018647218133225113
Position 2012: 0.0001848088621379435
Position 2054: 0.000176936018448198
Position 2589: 0.00011872659442120654
Position 2175: 9.639138653025852e-05
Position 2022: 9.27733832645593e-05
Position 1511: 9.189451972812477e-05
Position 2148: 9.100469006914598e-05
Position 625: 8.310416957437795e-05
Position 2445: 7.676933185212363e-05
Position 1893: 6.553585890728707e-05
Position 1748: 4.514766979295856e-05
Position 1403: 4.4993911694591404e-05
Position 168: 4.2381984247118086e-05
Position 15: 3.873932391739937e-05
Position 2199: 3.6299589249455984e-05
Position 786: 3.093334633398921e-05
Position 919: 3.057879935182977e-05
Position 2100: 2.7971193333259928e-05
Position 2533: 2.7354474047032978e-05
Position 2272: 2.576608939246821e-05
Position 2557: 2.5679824908545805e-05
Position 1213: 2.0300717407035967e-05
Position 1263: 1.991718821346009e-05
Position 32: 1.9586195882697925e-05
Position 2178: 1.9218874411156513e-05
Position 1953: 1.8322697384325552e-05
Position 94: 1.7560858542585923e-05
Position 1734: 1.645213662799194e-05
Position 778: 1.5737438817268044e-05
Position 198: 1.4366370319850464e-05
Position 1986: 1.3773129990229045e-05
Position 2070: 1.0688104765073971e-05
Position 112: 1.0578469945466396e-05
Position 2535: 8.890552074339853e-06
Position 1755: 8.88292037406534e-06
Position 496: 8.686668969522846e-06
Position 1721: 8.591358472599216e-06
Position 409: 8.079800361814013e-06
Position 189: 7.72659214066853e-06
Position 2391: 7.5168046563756995e-06
Position 1274: 6.087798596092701e-06
Position 385: 5.294735951352952e-06
Position 13: 5.147109728606822e-06
Position 1865: 4.647475407496401e-06
Position 1012: 4.504149822707148e-06
Position 1024: 2.6909653962846077e-06
Position 590: 2.637727572182292e-06
Position 1595: 2.5503436138151634e-06
Position 2571: 1.8150762560392236e-06
Position 1498: 1.4961045304639903e-06
Position 2076: 1.1723040290067905e-06
Position 249: 8.027907054430199e-07
Position 229: 6.360191336104735e-07
Position 60: 5.09332181823999e-07
Position 1352: 4.898482490479473e-07
Position 630: 4.1165376843371615e-07
Position 83: 3.941765828388032e-07
Position 152: 3.185193794780476e-07
Position 72: 8.169619275938673e-08
Position 220: 7.207555538163996e-08
Position 443: 6.608632668566547e-08
Position 875: 4.668891557093959e-08
Position 298: 3.5884477973817695e-08
Position 218: 2.263183079034754e-08
Position 2418: 2.0496822852993053e-08
Position 1337: 1.8906906791206016e-08
Position 1928: 1.6625892267760463e-08
Position 1880: 4.3158179885578996e-09
Position 1714: 6.631875060051669e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1453: 0.9970476350937933
Position 1313: 0.9956458217593814
Position 1856: 0.9952732626552057
Position 1603: 0.18346224041475354
Position 2682: 0.1012333141208103
Position 1678: 0.05995213223903818
Position 1048: 0.0329514145374586
Position 2141: 0.01718563414810673
Position 1137: 0.014083160555096274
Position 2621: 0.012377458135125696
Position 1706: 0.012090852817745574
Position 1675: 0.005275638843618341
Position 72: 0.003424600270333093
Position 2234: 0.002833344786413524
Position 2716: 0.0020564439151861476
Position 2320: 0.0019516774425833005
Position 1149: 0.0018041343222831721
Position 1865: 0.001070921985358106
Position 1319: 0.0010366520801354342
Position 2088: 0.0009673513924694539
Position 883: 0.0009605246483257228
Position 1615: 0.0007975302442512382
Position 1657: 0.0007554321302225164
Position 2264: 0.0007225210967737325
Position 2132: 0.0007189462954883222
Position 225: 0.0007010604575640266
Position 2342: 0.0004694340381602146
Position 2153: 0.0003997040993665945
Position 1880: 0.00038848455653414584
Position 1459: 0.0003360634139333718
Position 1146: 0.0003029179031784916
Position 681: 0.00021616733013745477
Position 1012: 0.00019769325421814781
Position 1938: 0.00018972094957456513
Position 1071: 0.00017326648888381444
Position 2246: 0.0001590655288952941
Position 1059: 9.840122102526613e-05
Position 2286: 9.226901156897589e-05
Position 1966: 8.233885983387211e-05
Position 1099: 8.20394749580672e-05
Position 645: 6.736794370269472e-05
Position 2267: 6.338800011581381e-05
Position 1684: 5.596998810002273e-05
Position 436: 5.122082547025267e-05
Position 625: 5.076071765656109e-05
Position 997: 3.785104477301071e-05
Position 1727: 3.691178992932879e-05
Position 601: 3.500653741456346e-05
Position 2517: 3.030731412447007e-05
Position 1119: 2.9550501741606968e-05
Position 313: 2.2450023708783824e-05
Position 1021: 2.1731664087665483e-05
Position 1623: 2.1690588816228936e-05
