Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  1000
Partition function (log Z): 0.7270365856277203

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.9832809693193607
Position 74: 0.89947218953499
Position 911: 0.553229372943393
Position 499: 0.3127486743502143
Position 757: 0.12562987269972586
Position 763: 0.04985916537752595
Position 33: 0.028075119274974695
Position 943: 0.02173576986458799
Position 338: 0.017788752858079356
Position 571: 0.0059356578399304884
Position 546: 0.005871407248592508
Position 1602: 0.004695448284513271
Position 511: 0.00435689010090916
Position 187: 0.003957471356200936
Position 751: 0.003879939786801806
Position 658: 0.0037074274684937647
Position 50: 0.0035597592983444767
Position 1310: 0.0034307571023917843
Position 1147: 0.0024203325726959383
Position 376: 0.0023380235171437153
Position 503: 0.0018767203840123826
Position 1131: 0.001416801264773829
Position 1121: 0.0012381608602711272
Position 1177: 0.0010633090836083248
Position 1639: 0.0010168281279179724
Position 732: 0.0008784780697909761
Position 1502: 0.0007533484173186365
Position 1488: 0.0007109270979817941
Position 518: 0.0006939088317975186
Position 1573: 0.0005033224206438601
Position 671: 0.0004979541834873919
Position 1610: 0.0004649703010769212
Position 443: 0.0004579471395202798
Position 307: 0.000389718487060796
Position 94: 0.00037475689434542385
Position 771: 0.00037279965109444474
Position 26: 0.00034887108533744994
Position 643: 0.0003008017376699168
Position 624: 0.00020833091349928848
Position 865: 0.000181601516358178
Position 1307: 0.0001739002025160568
Position 1523: 0.0001655865199943604
Position 214: 0.00014932979043923026
Position 1314: 0.00014158256675834253
Position 1586: 0.00012115797076346002
Position 1134: 0.00011267781792030849
Position 606: 0.00010927275644437931
Position 1093: 8.173343117529256e-05
Position 674: 7.351373153893854e-05
Position 1429: 7.004738634462041e-05
Position 1416: 6.533394161650176e-05
Position 1437: 4.8132596527856895e-05
Position 320: 4.133079647285272e-05
Position 501: 3.9195785804196954e-05
Position 879: 3.355983364877939e-05
Position 1183: 3.339862311201928e-05
Position 1426: 2.7514299707715132e-05
Position 720: 2.642123068878807e-05
Position 715: 2.3635146318294157e-05
Position 15: 2.093056595447401e-05
Position 247: 1.9999259432532256e-05
Position 1187: 1.949317441475593e-05
Position 1762: 1.8088184496563335e-05
Position 380: 1.798217030816635e-05
Position 1691: 1.750974034284091e-05
Position 1160: 1.6198463353996007e-05
Position 31: 1.5683918561164193e-05
Position 871: 1.5537850846955104e-05
Position 635: 1.5199477460090241e-05
Position 428: 1.4017844413849341e-05
Position 1491: 1.3412111550251969e-05
Position 305: 1.3239592895469445e-05
Position 1322: 1.0129588744954951e-05
Position 1805: 9.808420102789377e-06
Position 1772: 9.378339984839043e-06
Position 575: 8.853185319345256e-06
Position 1757: 7.86584648952594e-06
Position 1332: 4.570192271956571e-06
Position 1404: 4.02528350747066e-06
Position 1418: 2.608340533843776e-06
Position 148: 2.2966890136692897e-06
Position 1042: 2.225350279369996e-06
Position 1253: 2.1188877019279033e-06
Position 1162: 1.9243383466963783e-06
Position 1367: 1.8663424569204782e-06
Position 4: 1.4445421158710657e-06
Position 1205: 1.1169594213329063e-06
Position 1035: 9.604847764405209e-07
Position 1039: 8.530937027366983e-07
Position 1051: 6.753600602961558e-07
Position 1798: 5.55486595838022e-07
Position 208: 5.452646045428411e-07
Position 1745: 4.0201654890087303e-07
Position 122: 3.0199407491078136e-07
Position 1729: 2.806540392618963e-07
Position 1679: 1.7942005595819108e-07
Position 1382: 7.995735901847236e-09
Position 1290: 7.799795544582092e-09
Position 1200: 1.3292508072856236e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9903916263369219
Position 1712: 0.9174113212384346
Position 130: 0.9132090188501485
Position 819: 0.08463430007413439
Position 1404: 0.0393406176573901
Position 635: 0.022723340596935232
Position 1462: 0.01881054218683072
Position 408: 0.018290483892816473
Position 1253: 0.0066236119499507575
Position 715: 0.006210418017695969
Position 1648: 0.006080115185446529
Position 1233: 0.004936297455419873
Position 568: 0.002700463645255718
Position 1180: 0.002576492916512294
Position 853: 0.002386976625300511
Position 1150: 0.0023284174278626387
Position 886: 0.002270978793757979
Position 1835: 0.0013156105575643474
Position 690: 0.0012245336261228887
Position 1160: 0.0011082313315119734
Position 142: 0.0009618694658293774
Position 1491: 0.0009150724909895564
Position 861: 0.0008423135532662517
Position 94: 0.000788193290774802
Position 1488: 0.0003696847605199671
Position 1299: 0.00036541024047361903
Position 647: 0.0003228015711274942
Position 1358: 0.00027924314016488305
Position 565: 0.0002719779363376305
Position 606: 0.0002394731654124224
Position 555: 0.00022233502483886544
Position 1416: 0.0001659284521562802
Position 1757: 0.00015868337972532913
Position 879: 0.00013697212377208488
Position 1282: 0.00012480963067088434
Position 755: 0.00010787243331766254
Position 256: 0.00010473994887825669
Position 424: 9.331109103518526e-05
Position 571: 8.06743590609923e-05
Position 762: 6.673788522631577e-05
Position 220: 5.33479292452235e-05
Position 421: 3.9280616625856214e-05
Position 1856: 3.776016407167118e-05
Position 1310: 3.692454360817268e-05
Position 313: 2.970613432106406e-05
Position 580: 2.599885173224893e-05
Position 1089: 2.1470342864719542e-05
Position 436: 1.7059836889374915e-05
Position 277: 1.1828623130719625e-05
Position 674: 9.53167031949175e-06
Position 771: 8.889030551050375e-06
Position 898: 8.829424547992381e-06
Position 226: 7.892823171522376e-06
Position 1332: 6.435557307440676e-06
Position 552: 5.54847649940769e-06
Position 720: 5.4077624475975334e-06
Position 643: 5.0330081993172584e-06
Position 546: 4.4677150389626e-06
Position 1314: 4.444855966094573e-06
Position 1340: 3.940758720838112e-06
Position 187: 3.797449235222554e-06
Position 839: 2.3438344463613774e-06
Position 871: 2.3373759266280364e-06
Position 732: 1.9976930410423428e-06
Position 518: 1.6729609437074724e-06
Position 1582: 1.4747164989427258e-06
Position 241: 1.3396282428509145e-06
Position 1864: 7.16738540014553e-07
Position 229: 3.435010406647354e-07
Position 199: 2.494684424075436e-07
Position 509: 2.4541323339951325e-07
Position 652: 1.3111186309139432e-07
Position 663: 9.628140644707064e-08
Position 658: 3.8401415518224165e-08
Position 364: 2.6647206650484414e-08
Position 315: 2.3535432861559824e-08
Position 223: 1.951154589224004e-08
Position 920: 1.804063383585843e-08
Position 910: 2.9355039377276528e-09
Position 433: 1.2109612763392457e-09
Position 460: 2.3230698293883617e-10
Position 358: 7.391035521210348e-11
Position 55: 3.977904025906607e-11
Position 50: 1.5243201328633513e-11
Position 497: 2.119066584584819e-12
Position 484: 1.5389978371480424e-14
