Gene = Ero1L
index = 1155
Annotated 5SS: [ 389 1074 2507 2873]
Annotated 3SS: [ 809 1820 2563 2933]
SMsplice 5SS: [ 389 1074 2507 2873]
SMsplice 3SS: [ 809 1820 2563 2933]
top_k =  1000
Partition function (log Z): 10.388614475572814

Sorted 5' Splice Sites (High to Low Probability):
Position 2873: 0.9991944676349045
Position 2507: 0.9913177651607927
Position 389: 0.9555455409427136
Position 1074: 0.9304229806116119
Position 2003: 0.09477478286040963
Position 15: 0.07211328637777334
Position 1086: 0.04008301786945928
Position 42: 0.03937204099813608
Position 424: 0.03464570869396187
Position 2298: 0.03293107730917502
Position 2033: 0.015840789827756895
Position 1519: 0.010248830878999842
Position 3048: 0.006544145776465512
Position 2163: 0.0055672677327835785
Position 570: 0.005271840482272538
Position 2341: 0.005037046110561067
Position 2469: 0.00481000073455023
Position 1404: 0.004251712414995209
Position 1321: 0.0036168950587333877
Position 1182: 0.003251778246472788
Position 1628: 0.003017454481286203
Position 3116: 0.0026787174732566805
Position 393: 0.002451421996508682
Position 115: 0.002191905722759713
Position 648: 0.002156375994787977
Position 2679: 0.0020140524513643184
Position 1668: 0.0018526191364340847
Position 3145: 0.0016969935091343286
Position 930: 0.0011758124120670864
Position 202: 0.0010020919769073693
Position 2702: 0.0009749016973585567
Position 2693: 0.0009251853726288238
Position 2511: 0.000912246137384304
Position 852: 0.0008980950293289627
Position 2982: 0.0008292489553558372
Position 3277: 0.0007836192921131189
Position 1301: 0.0007787009412109314
Position 1539: 0.0007256248027785083
Position 2101: 0.0007184324863964009
Position 1937: 0.0005725164650968805
Position 2306: 0.0005500334991254487
Position 418: 0.0005056654351820169
Position 1258: 0.0004402812923505163
Position 1575: 0.0004380905334866668
Position 2970: 0.00041042430890147395
Position 3200: 0.0003984307238705841
Position 2347: 0.0003849740068907302
Position 2847: 0.00033997914383635767
Position 1343: 0.0003383874162192389
Position 720: 0.0003042776299769784
Position 411: 0.0002885596552043352
Position 2126: 0.0002768530628950499
Position 1298: 0.00026410978959964294
Position 726: 0.0002566683125989531
Position 786: 0.00024968408459153356
Position 903: 0.0002437434735533672
Position 996: 0.0002312123090215497
Position 131: 0.0001843262720228
Position 2165: 0.00018354580864371407
Position 3120: 0.00016514618949836022
Position 3215: 0.00016485101643333235
Position 1067: 0.0001233465066534782
Position 1682: 0.00012264344914913414
Position 1523: 0.000104460574496396
Position 2215: 0.00010011963029477015
Position 55: 9.30591226504828e-05
Position 2007: 9.161427214383804e-05
Position 553: 8.743442856933164e-05
Position 2492: 8.629461077796573e-05
Position 1282: 7.860499443784362e-05
Position 214: 7.592092583174732e-05
Position 2255: 7.341478224089731e-05
Position 2249: 7.204333904909926e-05
Position 2290: 7.180397916327607e-05
Position 673: 7.071381275497354e-05
Position 596: 6.93249025541247e-05
Position 1103: 6.836805849926643e-05
Position 1909: 5.881918684256547e-05
Position 2499: 5.862120301162176e-05
Position 2648: 4.6880874284091526e-05
Position 2731: 4.199709008994097e-05
Position 2179: 3.9928331478041584e-05
Position 574: 3.5556907731546216e-05
Position 2877: 3.371727511379791e-05
Position 843: 3.272736537155965e-05
Position 3170: 2.3896555946828134e-05
Position 731: 2.2062288697685874e-05
Position 760: 2.05939264536901e-05
Position 3102: 1.5518539245941895e-05
Position 159: 1.3478202743356765e-05
Position 1461: 1.2895283118833632e-05
Position 1698: 1.1781564464041988e-05
Position 976: 1.1006440345967312e-05
Position 2497: 9.885642347949797e-06
Position 2602: 9.557830029373638e-06
Position 263: 7.3595225878047816e-06
Position 895: 7.2931677013597285e-06
Position 3268: 7.225680866586079e-06
Position 639: 6.078859821162406e-06
Position 2864: 4.896924865686398e-06
Position 293: 3.5365595520728253e-06
Position 2786: 3.361299507370784e-06
Position 3281: 2.6426450552173897e-06
Position 2945: 2.533903912681526e-06
Position 482: 2.5124913414079606e-06
Position 622: 2.2689378746960035e-06
Position 3315: 2.1282020768678057e-06
Position 277: 2.0744268111619874e-06
Position 21: 1.9288221250032663e-06
Position 3078: 1.8396221748466091e-06
Position 3290: 1.7156994883306823e-06
Position 90: 1.128497265857172e-06
Position 2789: 1.0838102177902635e-06
Position 577: 1.0302934479277138e-06
Position 2139: 8.453986930555369e-07
Position 3299: 7.785478368054884e-07
Position 809: 5.78438713697173e-07
Position 947: 5.405714605847522e-07
Position 610: 5.178334409458618e-07
Position 296: 5.08027884735815e-07
Position 19: 3.622515511663821e-07
Position 461: 2.7831221073002226e-07
Position 3311: 2.762167467220793e-07
Position 302: 2.4629515995228033e-07
Position 1508: 2.23274353228385e-07
Position 1839: 1.0372096713498611e-07
Position 2831: 3.328744730382046e-10
Position 2974: 2.8270853006866924e-10
Position 2624: 1.9389579406324428e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2933: 0.9911743091651226
Position 2563: 0.9897109903781669
Position 1820: 0.7781307503523162
Position 809: 0.6696365188289584
Position 2388: 0.26975648088731286
Position 893: 0.24885652689049154
Position 114: 0.10000645335452249
Position 1181: 0.06135545249754852
Position 2215: 0.019267578126223123
Position 527: 0.017934662643375943
Position 639: 0.014973464667143254
Position 929: 0.013182224179580123
Position 2279: 0.009783950747381668
Position 268: 0.00931999545229753
Position 2945: 0.008304922652069375
Position 1709: 0.007072857721957649
Position 3116: 0.006475606012561697
Position 835: 0.006112599244057279
Position 2550: 0.005792540322840522
Position 446: 0.005500011292975414
Position 720: 0.004973934756772128
Position 1470: 0.004119689277007599
Position 1633: 0.003848571731865216
Position 3192: 0.0035759139603760057
Position 2757: 0.0034393429809764665
Position 1614: 0.0031976703419774955
Position 1533: 0.0028224557162746192
Position 1753: 0.00267316354416201
Position 2253: 0.00261920202201613
Position 2744: 0.001964438921578172
Position 1582: 0.001868760315810371
Position 2323: 0.0017392510405974456
Position 2271: 0.0015915502512615302
Position 1387: 0.0014771557251156255
Position 3260: 0.0014200120997401428
Position 995: 0.0013041327794615658
Position 1219: 0.0013022470310832756
Position 1390: 0.0012697111509296598
Position 3208: 0.0011897253096593767
Position 1536: 0.0009762726043515973
Position 2624: 0.0008045084487582857
Position 3360: 0.0007918681003081955
Position 970: 0.0007682610597332057
Position 2177: 0.0007621537368049588
Position 479: 0.0007209347032833198
Position 202: 0.0006110523812252832
Position 731: 0.0005681950928291738
Position 2408: 0.0005343078838118584
Position 2303: 0.0005218094639454334
Position 208: 0.0005113711480548778
Position 2433: 0.0005054366673860447
Position 540: 0.00031391510242557654
Position 2328: 0.0002939620698360759
Position 1664: 0.0002763444021588822
Position 482: 0.00026372199350487317
Position 815: 0.00026123841735584125
Position 3044: 0.0002554943055175479
Position 2602: 0.0002433539635019782
Position 2630: 0.00023889067735000306
Position 302: 0.0002361572489469967
Position 149: 0.00023424161263204708
Position 570: 0.0002000790435446897
Position 738: 0.00019862627488310356
Position 1689: 0.00019049696922557226
Position 214: 0.00018080883616593377
Position 226: 0.0001534082941666611
Position 2762: 0.00013066570145497806
Position 644: 0.00010654839938879569
Position 1497: 0.00010496428909402393
Position 622: 9.467431302061315e-05
Position 2994: 8.404026538504018e-05
Position 944: 7.810383896094495e-05
Position 1508: 6.669764546029169e-05
Position 1879: 5.887295631310712e-05
Position 1404: 5.8052080577770055e-05
Position 2075: 5.263300218121693e-05
Position 347: 5.094465315842928e-05
Position 748: 4.809340382834137e-05
Position 2048: 4.3365004628454625e-05
Position 2454: 4.156615985618206e-05
Position 3285: 4.142948571629021e-05
Position 577: 3.660630039963006e-05
Position 2642: 2.8285787946511333e-05
Position 1946: 2.741109219897143e-05
Position 2682: 2.2597471736730605e-05
Position 591: 2.2194371515345395e-05
Position 2759: 2.183760588311418e-05
Position 1538: 1.895214491988248e-05
Position 3375: 1.7529069032384197e-05
Position 168: 1.656805826038339e-05
Position 1319: 1.4919281059344337e-05
Position 3290: 1.2001037282442554e-05
Position 947: 1.0658757365988247e-05
Position 2648: 1.0148693200174273e-05
Position 3337: 1.0053379068882097e-05
Position 3308: 9.71634859348069e-06
Position 1916: 8.342952624543675e-06
Position 2782: 7.394050770735782e-06
Position 3281: 6.852194539326973e-06
Position 1832: 6.658878837781874e-06
Position 3133: 6.160492512675616e-06
Position 3138: 4.92517669119823e-06
Position 2827: 4.398281279925561e-06
Position 3311: 4.113341902819685e-06
Position 2798: 3.923211520975775e-06
Position 3267: 2.793966429313333e-06
Position 895: 2.4792558723369914e-06
Position 596: 2.2089445831803593e-06
Position 2717: 1.5833671204174984e-06
Position 270: 1.571950139196534e-06
Position 3154: 1.5672560853622365e-06
Position 1028: 1.1188876815935987e-06
Position 1037: 1.0361865638105409e-06
Position 3016: 8.872133595415203e-07
Position 908: 7.636268504277863e-07
Position 2961: 3.537805530491106e-07
Position 418: 3.0412210448186816e-07
Position 3159: 2.3327821036398737e-07
Position 335: 1.687260881957824e-07
Position 2955: 1.6334278053396042e-07
Position 3140: 1.3094137832270664e-07
Position 3041: 1.192740386598953e-07
Position 653: 4.4894139376993605e-08
Position 183: 2.9672572073180797e-08
Position 358: 1.8188729690415375e-08
Position 369: 1.1342788895258372e-08
Position 604: 4.664852677165163e-09
Position 388: 4.418617895650746e-11
Position 364: 1.8248061185689458e-12
