Gene = AGO2
index = 2
Annotated 5SS: [ 360 4005 4226 4891 6004 6466]
Annotated 3SS: [2736 4136 4280 4986 6094 6527]
SMsplice 5SS: [ 110  360 4005 4891 5149 6004 6466]
SMsplice 3SS: [ 176 2736 4136 4986 5820 6094 6527]
top_k =  1000
Partition function (log Z): 15.596644587070715

Sorted 5' Splice Sites (High to Low Probability):
Position 6004: 0.9953635214765784
Position 360: 0.9841888359952762
Position 4891: 0.9661187769990653
Position 110: 0.9406551327131222
Position 5149: 0.7986976329703337
Position 4005: 0.7681530030558239
Position 6466: 0.6746110622115324
Position 4226: 0.2785366758881654
Position 4451: 0.05808697042238342
Position 4336: 0.050936707458774606
Position 4447: 0.03407573572812931
Position 87: 0.024629738753040694
Position 4877: 0.022890507183718004
Position 4326: 0.018553777881022762
Position 3619: 0.018246143159809707
Position 4721: 0.01785176822103511
Position 3783: 0.016471099977301118
Position 4495: 0.014660891902454745
Position 2865: 0.013441338994948728
Position 4048: 0.013384665352727226
Position 6480: 0.012697226579011416
Position 5192: 0.011684991159924954
Position 6434: 0.011302538036231699
Position 6606: 0.011204496265720496
Position 6624: 0.010865619498229336
Position 1593: 0.010505715648083218
Position 4938: 0.009817849719510092
Position 5591: 0.009301449727339546
Position 2649: 0.008827920112154358
Position 4217: 0.008564436631167191
Position 6260: 0.008375080519223766
Position 550: 0.007859496794994264
Position 5758: 0.007038131785191714
Position 5179: 0.005865851571116581
Position 573: 0.0058396605206306055
Position 5700: 0.005470615332586684
Position 6308: 0.0052536555718031485
Position 5482: 0.0049759196723720275
Position 2998: 0.00410707502580537
Position 5274: 0.0035474962612908815
Position 4681: 0.0034632394846287285
Position 3067: 0.0033371459370361563
Position 2178: 0.0029854495406727083
Position 3136: 0.002796996754414608
Position 4066: 0.002703716270758851
Position 371: 0.0026163972412571756
Position 1762: 0.0025813206905156384
Position 1364: 0.0020282197726564383
Position 6758: 0.001978896057761922
Position 2137: 0.0019337759157101253
Position 5146: 0.0018502572633619628
Position 554: 0.0017983089205905961
Position 3205: 0.0017117021185195248
Position 3412: 0.001660272087478598
Position 4690: 0.0016280894753852974
Position 3343: 0.0015553797988056561
Position 2592: 0.0015319821234222933
Position 6095: 0.0015280145910911106
Position 403: 0.001445033065436867
Position 1666: 0.0014381978420275813
Position 4455: 0.0014223762640764622
Position 62: 0.0012926859819049094
Position 5286: 0.0012725438800561398
Position 2389: 0.0011005549154756383
Position 3481: 0.001042162498108267
Position 5755: 0.001000743666607617
Position 2060: 0.00092952701358648
Position 3274: 0.0008994781508301642
Position 2032: 0.000877085446544491
Position 3999: 0.0008662405763832189
Position 5589: 0.0008566298045273454
Position 3550: 0.0008209334950843997
Position 4192: 0.0008154996384454259
Position 6826: 0.0007073232347883483
Position 1567: 0.0006960704002827823
Position 2667: 0.0006720179152630925
Position 386: 0.0006445765959120619
Position 5979: 0.0006028211056120661
Position 6102: 0.0005914045814776769
Position 2703: 0.0005907343142002694
Position 5025: 0.0005874883626174796
Position 5276: 0.0004556360286212325
Position 2887: 0.0003686887411479779
Position 5199: 0.00036598897205733163
