Gene = Blos4
index = 52
Annotated 5SS: [229]
Annotated 3SS: [282]
SMsplice 5SS: [229]
SMsplice 3SS: [282]
top_k =  1000
Partition function (log Z): -4.226013789869776

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.997271341179687
Position 751: 0.2174053166677784
Position 618: 0.0020498585692637857
Position 737: 0.0017770771304534809
Position 391: 0.0011695198275628342
Position 510: 0.0011191623608401442
Position 400: 0.000499900672233082
Position 248: 0.0004189169916260142
Position 25: 0.0004102255000725066
Position 874: 0.0003598877902543488
Position 637: 0.0002862782796770313
Position 717: 0.0002330161421711026
Position 219: 0.00019638044528627854
Position 283: 0.0001648690664218843
Position 377: 0.00011127495155498505
Position 233: 0.00011104587046565116
Position 44: 0.00011077652001335526
Position 967: 6.133483745782083e-05
Position 18: 5.559371198983366e-05
Position 1029: 5.466903752628057e-05
Position 389: 4.430830957360347e-05
Position 395: 3.552040371530522e-05
Position 397: 2.6971900973350715e-05
Position 37: 2.3634720728083356e-05
Position 682: 1.4118573614235817e-05
Position 562: 1.1509247779300652e-05
Position 515: 1.1099953927820926e-05
Position 335: 8.636327641403959e-06
Position 977: 6.150330568311866e-06
Position 9: 6.098118983299455e-06
Position 987: 4.289575542312052e-06
Position 168: 2.205482939672856e-06
Position 347: 2.1864754556780983e-06
Position 421: 1.814462649078263e-06
Position 1032: 1.6669858863911299e-06
Position 970: 1.5011294386964222e-06
Position 707: 1.3716125757909379e-06
Position 583: 1.1686799811030069e-06
Position 106: 8.786178966834018e-07
Position 433: 6.95156935171568e-07
Position 267: 6.015438475295871e-07
Position 287: 4.04095881473429e-07
Position 793: 2.8609292364429165e-07
Position 236: 2.468645545661955e-07
Position 898: 1.2524999232003333e-07
Position 995: 3.231135755186965e-08
Position 252: 1.562148834354982e-08
Position 414: 8.555642246621988e-09
Position 404: 5.8827883218113614e-09
Position 254: 4.699944925363722e-09
Position 460: 3.8873213955324035e-09
Position 319: 2.1710814391667215e-11
Position 907: 6.213355720521892e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.993973787463735
Position 805: 0.19660252809438578
Position 922: 0.010524964888100658
Position 935: 0.007413673676198549
Position 888: 0.0029967255577383325
Position 334: 0.0027837067166074122
Position 869: 0.0025507349245856657
Position 849: 0.0015218508400471472
Position 1027: 0.0008082473776394543
Position 343: 0.0007271539693595446
Position 1076: 0.0005918528564492585
Position 671: 0.0005869162898786269
Position 1087: 0.000541319719009416
Position 442: 0.0004642625396252967
Position 682: 0.0002460029144878427
Position 135: 0.00024084341735961383
Position 774: 0.0002072111189555322
Position 126: 0.0001969724622742405
Position 347: 0.00018925438602634487
Position 987: 0.00015790655305701447
Position 495: 0.00015138759273701657
Position 939: 0.00011384981823098915
Position 702: 5.842692060657718e-05
Position 692: 5.488471354525344e-05
Position 855: 5.3055111272640766e-05
Position 61: 4.861552121245077e-05
Position 1047: 3.2516814907548476e-05
Position 1044: 3.219727152894711e-05
Position 734: 2.5469382660383282e-05
Position 504: 2.175542379568975e-05
Position 567: 2.034711422863487e-05
Position 1032: 1.659204557495318e-05
Position 530: 1.6005352412135617e-05
Position 466: 1.536880795268813e-05
Position 714: 1.479560759708414e-05
Position 473: 1.28292811669503e-05
Position 400: 7.727249740479753e-06
Position 404: 7.311771966692409e-06
Position 363: 7.114536559962452e-06
Position 717: 6.561072468441686e-06
Position 453: 4.99272626550875e-06
Position 1092: 4.836742632119938e-06
Position 539: 3.7558692422825498e-06
Position 750: 2.910821349366922e-06
Position 579: 2.524478709142684e-06
Position 428: 2.4299501479968016e-06
Position 102: 1.8020128681505467e-06
Position 450: 1.6811803475908786e-06
Position 1094: 1.2374686642886236e-06
Position 955: 8.159300476587922e-07
Position 521: 7.510524949113756e-07
Position 267: 6.918552765205097e-07
Position 510: 6.679607395127319e-07
Position 354: 5.010514720424839e-07
Position 368: 4.690895797138692e-07
Position 421: 3.3192170219527143e-07
Position 252: 1.5923826502858262e-07
Position 153: 1.3719847233563657e-07
Position 618: 9.403657273333554e-08
Position 515: 8.219877787280384e-08
Position 480: 7.572594141302012e-08
Position 1029: 7.188351241787852e-08
Position 1051: 6.123442280541262e-08
Position 704: 4.2972551533824e-08
Position 570: 4.084041835615801e-08
Position 150: 3.204932377047996e-08
Position 624: 2.715343090579942e-08
Position 248: 1.7027075367222626e-08
Position 447: 1.455315216557917e-08
Position 137: 9.534909763975737e-09
Position 197: 3.833061316736649e-09
Position 233: 3.5631303789043363e-09
Position 156: 3.250589803827164e-09
Position 183: 2.7988769837635435e-09
Position 213: 6.733404997323847e-11
Position 384: 1.7127907223787675e-13
