Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  1000
Partition function (log Z): -4.620467564002609

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9966564397618793
Position 939: 0.176861556110074
Position 1047: 0.04127076983935212
Position 167: 0.02775337028475097
Position 489: 0.017929868071237795
Position 34: 0.009695521661930493
Position 439: 0.005371168307708377
Position 444: 0.002949920333508957
Position 1041: 0.002694979518625236
Position 1344: 0.0018277585522493834
Position 55: 0.0017490632485363405
Position 14: 0.001710912251206184
Position 836: 0.0016840886756338646
Position 763: 0.0016627592078385903
Position 1497: 0.0012331298958462395
Position 812: 0.0012121076775086653
Position 21: 0.0011660779956036687
Position 603: 0.0011209196837927786
Position 1038: 0.0009800801997145762
Position 1325: 0.0007468785470160802
Position 496: 0.0007421274133660201
Position 569: 0.0007215587441980224
Position 43: 0.0006732065652286375
Position 1443: 0.0006075786970607471
Position 618: 0.0006060600080328542
Position 69: 0.0006010072120823611
Position 1387: 0.0005260395311876396
Position 293: 0.00031246216135870684
Position 849: 0.0002961600850932635
Position 323: 0.0002958935009680437
Position 262: 0.0002648323628221216
Position 992: 0.00021276330453507295
Position 469: 0.0001875683096264837
Position 782: 0.00018002076072906156
Position 72: 0.00017606525696830806
Position 1117: 0.0001662844235361462
Position 957: 0.0001626977711557876
Position 532: 0.00015763295370635109
Position 594: 0.00011062131985771435
Position 498: 0.00010993348923859392
Position 1307: 9.14388040963051e-05
Position 363: 8.757766084955057e-05
Position 1480: 8.497057013081084e-05
Position 1509: 7.047990513868006e-05
Position 648: 5.5801179369300544e-05
Position 483: 4.97712267392927e-05
Position 1054: 4.429297109527247e-05
Position 910: 4.167237537080689e-05
Position 274: 3.663852411837356e-05
Position 480: 2.981019115602643e-05
Position 1241: 2.3230581264991034e-05
Position 1137: 1.9279132288400492e-05
Position 592: 1.4429708602197449e-05
Position 1097: 1.2827421342397706e-05
Position 1230: 1.2657877004307108e-05
Position 1602: 1.0750451702071214e-05
Position 190: 9.841089203591899e-06
Position 1281: 9.446353213818866e-06
Position 584: 7.787388273722705e-06
Position 1524: 7.212116073762353e-06
Position 251: 6.352087963664368e-06
Position 795: 5.507672536224992e-06
Position 298: 5.422588936360047e-06
Position 984: 5.129492311537961e-06
Position 1021: 5.073212775682923e-06
Position 1257: 4.504670642585644e-06
Position 1662: 1.8089320404268499e-06
Position 196: 9.394499611588911e-07
Position 662: 6.914072358985868e-07
Position 586: 5.875953808165325e-07
Position 114: 1.3079486025751755e-07
Position 104: 9.679473709901843e-08
Position 1024: 4.8887347218178853e-08
Position 352: 4.7919718214373786e-08
Position 311: 2.98602660476238e-08
Position 214: 2.622497053727219e-08
Position 201: 7.912205249996996e-10
Position 372: 6.915818635024059e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.9747878169169047
Position 1137: 0.14300092916259616
Position 1563: 0.05017838558731262
Position 992: 0.032680723042482734
Position 214: 0.025330341708438977
Position 741: 0.022978532033699383
Position 101: 0.014423657448540055
Position 352: 0.007150463499543115
Position 904: 0.005781965323709927
Position 901: 0.005748353785339477
Position 1117: 0.00312444023937802
Position 1608: 0.0019375343601777848
Position 507: 0.0017142064544680906
Position 1361: 0.00156391463266154
Position 1215: 0.0014025322447904366
Position 241: 0.0013201419557575336
Position 1218: 0.0011214855666029989
Position 1410: 0.0007898935027564512
Position 1392: 0.0007735863515605934
Position 152: 0.0006651088812496564
Position 1172: 0.0006403014984351618
Position 1247: 0.0006044705649039686
Position 422: 0.0005831412296654939
Position 1431: 0.0005128741422233577
Position 865: 0.00048293209339254423
Position 592: 0.0004149062750720613
Position 1068: 0.0003765290953479652
Position 1307: 0.00037414089417328394
Position 1095: 0.0003343439808857411
Position 1540: 0.00028950117735139985
Position 1142: 0.00028237422522120345
Position 907: 0.0002749772648512943
Position 1038: 0.0002531643686663261
Position 1044: 0.0002508561324980919
Position 110: 0.00023875760018021434
Position 1343: 0.0002325765192650812
Position 1581: 0.00020291586651619727
Position 1578: 0.00013903491858540494
Position 72: 0.0001345869431032636
Position 530: 0.00012799030395749004
Position 1665: 0.00012721345090322919
Position 704: 0.0001238467137361106
Position 1281: 0.00011658556910909646
Position 611: 0.0001157967024816839
Position 69: 5.8913300607462435e-05
Position 1304: 4.891346181666486e-05
Position 836: 4.3901722822088146e-05
Position 166: 3.8495761061922525e-05
Position 1241: 1.91676950328045e-05
Position 1493: 1.8854471332047457e-05
Position 648: 1.7721969283861418e-05
Position 1224: 1.7329292386566466e-05
Position 1287: 1.6673230343275e-05
Position 1054: 1.4285784586442796e-05
Position 1257: 1.1362690557645308e-05
Position 1712: 1.1120210535776701e-05
Position 1724: 1.0873262018528933e-05
Position 1480: 1.0776954312568572e-05
Position 1188: 9.953522484946987e-06
Position 615: 9.317411992614678e-06
Position 1463: 9.246350837147182e-06
Position 1363: 8.988434611004057e-06
Position 1319: 8.103264764815714e-06
Position 425: 8.019944163590329e-06
Position 1104: 5.328103310879287e-06
Position 869: 5.200805580828543e-06
Position 1773: 4.912074006574611e-06
Position 1145: 4.1724399493916266e-06
Position 289: 3.654683207509033e-06
Position 232: 3.5092142613594166e-06
Position 1690: 3.0166368060268767e-06
Position 722: 2.8367430301816275e-06
Position 366: 1.9547221962487348e-06
Position 372: 1.7571313870275736e-06
Position 910: 1.6763107005313726e-06
Position 1737: 1.2423506931865797e-06
Position 262: 1.1877931925533374e-06
Position 1746: 1.0910342280795983e-06
Position 127: 1.0890475905994053e-06
Position 181: 7.515206925522039e-07
Position 259: 5.100706018150269e-07
Position 404: 2.0980802811393212e-07
Position 359: 7.847303945759614e-08
Position 872: 6.875454280337695e-08
Position 296: 2.7762332252257192e-08
Position 766: 2.2299166678882342e-08
Position 618: 1.8830122003681837e-08
Position 517: 1.4555602031826646e-08
Position 154: 1.1678543814356148e-08
Position 298: 3.090503162139222e-09
Position 319: 1.9293798644428e-09
Position 307: 1.4650269221525103e-09
Position 322: 4.503309116261858e-12
Position 293: 1.2037231235657939e-14
