Gene = ppk13
index = 1843
Annotated 5SS: [ 184  372  721  871 1094 1639]
Annotated 3SS: [ 244  435  782 1007 1156 1699]
SMsplice 5SS: [ 184  372  721  871 1639]
SMsplice 3SS: [ 244  435  782 1007 1699]
top_k =  1000
Partition function (log Z): 6.058960950839534

Sorted 5' Splice Sites (High to Low Probability):
Position 372: 0.9842999824858386
Position 184: 0.9751196053585289
Position 1639: 0.7694108630119406
Position 871: 0.6432919855105794
Position 542: 0.6276972048701458
Position 721: 0.48663546788973644
Position 1094: 0.38464377409493117
Position 929: 0.026357092067050326
Position 1098: 0.014574004890907514
Position 378: 0.014350573185154033
Position 1113: 0.005952333013888515
Position 1598: 0.005547111272574825
Position 1635: 0.0055363172835883245
Position 149: 0.004800347952485496
Position 1863: 0.004128002398272578
Position 1653: 0.002632610141510323
Position 1068: 0.0025788847540278675
Position 1467: 0.002442353411306992
Position 590: 0.00209974071366853
Position 1319: 0.0015729133904741096
Position 1614: 0.001568865644701918
Position 188: 0.0012666528765046077
Position 1092: 0.0012119697820212462
Position 361: 0.0010652292887634817
Position 1071: 0.0009705965677684548
Position 501: 0.0008015612055247666
Position 747: 0.0005884015495729328
Position 161: 0.0005655360463319697
Position 1794: 0.0005088928377826403
Position 1462: 0.0004500157431371775
Position 1008: 0.00041932911270885
Position 1489: 0.00033018681125858624
Position 1297: 0.0003057369440726032
Position 658: 0.00026883343000318205
Position 1876: 0.00025562756030924374
Position 1643: 0.00025042861345056814
Position 1116: 0.0002046409488315111
Position 1422: 0.0001582250658137625
Position 1657: 0.0001563899028552993
Position 376: 0.00014141749743121004
Position 1265: 0.00011054155517766408
Position 725: 8.046696756548333e-05
Position 824: 7.40806443512697e-05
Position 126: 7.142892816714954e-05
Position 1569: 5.518875870561894e-05
Position 87: 4.137247180196737e-05
Position 555: 3.850913922680947e-05
Position 80: 3.3320030962412585e-05
Position 1514: 2.8229489721634623e-05
Position 740: 2.5296451023890358e-05
Position 1032: 2.3351702655782727e-05
Position 284: 2.2673614523096934e-05
Position 600: 1.644397374523727e-05
Position 179: 1.3669955228647621e-05
Position 473: 1.308719709664182e-05
Position 531: 8.944130796042011e-06
Position 821: 7.870354455224111e-06
Position 1811: 7.176724390671731e-06
Position 138: 6.0463982128107165e-06
Position 269: 5.632388586313518e-06
Position 36: 5.080197779492654e-06
Position 518: 5.017514199163771e-06
Position 628: 4.065609719495884e-06
Position 768: 4.019677215449958e-06
Position 47: 2.784720284635154e-06
Position 245: 2.582609819666755e-06
Position 103: 2.0431502070378858e-06
Position 810: 1.462314729793127e-06
Position 603: 1.275985817725156e-06
Position 649: 1.0812774492856023e-06
Position 325: 7.128040367371557e-07
Position 1279: 5.405253577893439e-07
Position 274: 4.536311166737096e-07
Position 1290: 3.9106919840933637e-07
Position 605: 1.759638411313995e-07
Position 439: 1.7512308499827014e-07
Position 397: 1.175530508924249e-07
Position 277: 1.1574672659045698e-07
Position 1471: 9.945470283320163e-08
Position 1439: 9.565774609695428e-08
Position 415: 7.885101602746209e-08
Position 827: 7.199704594041743e-08
Position 133: 7.082461763711185e-08
Position 1257: 6.093298169652778e-08
Position 992: 3.360246269285457e-08
Position 1044: 3.6280006224704545e-09
Position 288: 1.8381557601954027e-09
Position 1126: 9.25707220469842e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 435: 0.9994808914935667
Position 244: 0.9815067524196841
Position 1699: 0.7831833317197907
Position 782: 0.6244583386109367
Position 1156: 0.5012383320838791
Position 1007: 0.49197253996041496
Position 594: 0.2497286773054562
Position 986: 0.10585150190242797
Position 618: 0.07201679258826726
Position 755: 0.045822526503764914
Position 929: 0.02835076695445265
Position 960: 0.016706861791749517
Position 1367: 0.016026741720231066
Position 941: 0.014595285313051626
Position 597: 0.01267789251872371
Position 1919: 0.005888521458718341
Position 1172: 0.005356974005775327
Position 600: 0.005217567601556255
Position 1522: 0.003176292573479514
Position 1669: 0.002392665598424113
Position 1952: 0.0010181586818576256
Position 827: 0.0009382742142347062
Position 1143: 0.000912326146158272
Position 1101: 0.0007421263337524842
Position 950: 0.0007110427237737675
Position 801: 0.0005195648459949534
Position 658: 0.0005108331592958004
Position 628: 0.0004164878130719373
Position 1029: 0.0003767642763586043
Position 1273: 0.0003613543546913958
Position 649: 0.0003570148367518479
Position 716: 0.0003412515269237411
Position 1336: 0.0002744783727697771
Position 1739: 0.00027031008590829237
Position 1032: 0.00024960625841067793
Position 1184: 0.00022333708426991878
Position 269: 0.0002124637581387989
Position 325: 0.00017177746255230542
Position 1098: 0.00016807196224551235
Position 1141: 0.00015853605795354935
Position 1543: 0.0001393554047768936
Position 1748: 0.0001305888325498956
Position 1561: 0.0001302329940650083
Position 1313: 0.00012628266137744646
Position 1935: 0.00012253148270773438
Position 1133: 9.20752558162765e-05
Position 1279: 8.188779537921282e-05
Position 469: 7.154950200232286e-05
Position 1265: 6.0361990839760636e-05
Position 676: 5.611370725889898e-05
