Gene = pbl
index = 1834
Annotated 5SS: [  533  4833  9815  9996 10340 11875 13232 13652 14657 14833 15043]
Annotated 3SS: [ 4615  9678  9888 10089 10500 13099 13300 13714 14721 14892 15101]
SMsplice 5SS: [  533  4833  9815  9996 10340 13232 13652 14657 14833 15043 15514]
SMsplice 3SS: [ 4615  9678  9888 10089 13099 13300 13714 14721 14892 15101 15593]
top_k =  1000
Partition function (log Z): 43.39307277113428

Sorted 5' Splice Sites (High to Low Probability):
Position 14833: 0.9999046116781535
Position 14657: 0.9991613229997888
Position 13232: 0.9984389379784115
Position 9815: 0.9951784113749086
Position 13652: 0.993857485986183
Position 10340: 0.9838053477797687
Position 4833: 0.9789405338801376
Position 15043: 0.9208589731437252
Position 9996: 0.8396326500062716
Position 1561: 0.7627898022687566
Position 2399: 0.6560914271987344
Position 15514: 0.6221034317133701
Position 533: 0.49111909334163234
Position 13428: 0.4755898998345842
Position 1955: 0.44242900387370254
Position 8759: 0.37783579281275653
Position 2794: 0.35871085039464473
Position 1845: 0.35347681987994195
Position 3707: 0.25931183169232613
Position 9587: 0.17302893057170726
Position 10031: 0.15593475733602521
Position 13410: 0.09481686710559717
Position 10888: 0.082541797543784
Position 11803: 0.08244231188043041
Position 9406: 0.07912231206200886
Position 11875: 0.06514686002160584
Position 10928: 0.05168703662712979
Position 4244: 0.05074767953811298
Position 15534: 0.03867894284762379
Position 11315: 0.036996904078012025
Position 231: 0.03540743539764607
Position 1102: 0.03435909753830879
Position 10879: 0.034263385490754375
Position 235: 0.03393096534702805
Position 237: 0.033162177610257124
Position 233: 0.03248677779187514
Position 7953: 0.029713689811304646
Position 14491: 0.029437894783449846
Position 1849: 0.02889267687941055
Position 13817: 0.02830976999413296
Position 5251: 0.02646009057130763
Position 247: 0.025253346611756034
Position 11483: 0.021850755174181082
Position 625: 0.021813514910222168
Position 15692: 0.019782081490480982
Position 1074: 0.018896408248215663
Position 12686: 0.018113920898594607
Position 4012: 0.016851157818090066
Position 618: 0.016581696405200626
Position 8549: 0.01564717372793225
Position 3411: 0.01536274789647262
Position 11148: 0.01477399995481582
Position 2777: 0.014308688026974435
Position 15367: 0.012946755197229478
Position 10906: 0.012790153186667293
Position 9458: 0.012307609936036941
Position 1988: 0.012136722716128088
Position 2898: 0.01116319219579388
Position 15423: 0.011074156366993007
Position 10943: 0.010450167963657652
Position 2775: 0.01042972331941873
Position 5238: 0.010386400565037921
Position 1044: 0.010088314427360058
Position 14282: 0.010006028487049063
Position 362: 0.008347344394646669
Position 2959: 0.007940814736494517
Position 12368: 0.00792231292379082
Position 2826: 0.007685779556376536
Position 1294: 0.007395595660718868
Position 10388: 0.007358652778341769
Position 1965: 0.00734489869479129
Position 941: 0.007236881867625317
Position 173: 0.006867244554310031
Position 1272: 0.005555628116281378
Position 15047: 0.005509441409536958
Position 15216: 0.005075490193616779
Position 400: 0.004939748269373631
Position 11311: 0.004871672751517461
Position 4436: 0.004849910427310272
Position 15266: 0.004657082461526581
Position 15171: 0.00458250487899926
Position 9836: 0.004211476379543074
Position 434: 0.004064937726500214
Position 15430: 0.003908413941571259
Position 935: 0.0037539888612130702
Position 3968: 0.0037284868940054006
Position 13656: 0.0030864636680632642
Position 14186: 0.0030649438715963997
Position 715: 0.002716499789717417
Position 15186: 0.002581565522310879
Position 8799: 0.002499788493285627
Position 11957: 0.002493286258705113
Position 3040: 0.002386176052509515
Position 1422: 0.002375666742162603
Position 15264: 0.002326417096267232
Position 448: 0.002323582185455732
Position 2970: 0.002291508442539139
Position 15435: 0.0021356995159013104
Position 932: 0.002057838704673482
Position 1135: 0.0020291546671029692
Position 404: 0.001973145043734214
