Gene = fwe
index = 1710
Annotated 5SS: [ 137  475 2992 3165]
Annotated 3SS: [ 353 2783 3056 5561]
SMsplice 5SS: [ 475 2992 3165]
SMsplice 3SS: [2783 3056 5561]
top_k =  1000
Partition function (log Z): 1.7564715259913464

Sorted 5' Splice Sites (High to Low Probability):
Position 2992: 0.9867793674716867
Position 3165: 0.9614293110157525
Position 475: 0.9101069921354573
Position 5482: 0.06955186499984456
Position 705: 0.040604964998844854
Position 5347: 0.039049676219665756
Position 694: 0.03602258786992189
Position 2151: 0.030042767933302152
Position 2518: 0.029590964907788602
Position 3963: 0.029326857770000984
Position 4076: 0.02892993949411645
Position 796: 0.024635451294176387
Position 84: 0.02450740463805841
Position 5234: 0.02345954005321318
Position 137: 0.018852188453937973
Position 3671: 0.01710865310555338
Position 5218: 0.015938117097167078
Position 3874: 0.015183040060360134
Position 4307: 0.014426723784266463
Position 5339: 0.012338790345263124
Position 894: 0.010505265614397219
Position 248: 0.00994756032915838
Position 3362: 0.008651290850869851
Position 428: 0.0078894760379672
Position 2996: 0.007763591794266532
Position 4924: 0.007073834682117112
Position 3403: 0.006723368680240855
Position 3581: 0.0066272821300537655
Position 5758: 0.006381906389136123
Position 3976: 0.006304046396249031
Position 5489: 0.0060477050566247765
Position 2509: 0.004880808858709466
Position 1110: 0.004617331327502698
Position 3169: 0.0043397874090581635
Position 5449: 0.0042531979394033305
Position 2652: 0.003773443605013191
Position 221: 0.003521205996206896
Position 37: 0.0033415771336674778
Position 843: 0.003309780182728534
Position 482: 0.003032131358354209
Position 2948: 0.0029732066390116734
Position 2498: 0.002848812223470847
Position 2612: 0.002654507812014785
Position 1049: 0.0023034345625638592
Position 75: 0.002231476613881306
Position 2219: 0.002219948072439644
Position 4376: 0.0022169951867386235
Position 2927: 0.001876368194859012
Position 3816: 0.0017283724541050371
Position 4334: 0.0016512805166118167
Position 1903: 0.0016397879341859434
Position 5099: 0.0014737038623756824
Position 425: 0.0014287141929416904
Position 1898: 0.001399680833051817
Position 202: 0.0013561474257901822
Position 4185: 0.001314562326172467
Position 68: 0.0012083624913619727
Position 1284: 0.001192130725741307
Position 838: 0.001190198996360231
Position 5751: 0.0011822094142675762
