Gene = Eig71Ee
index = 1149
Annotated 5SS: [52]
Annotated 3SS: [104]
SMsplice 5SS: [52]
SMsplice 3SS: [131]
top_k =  1000
Partition function (log Z): -7.037828455983049

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9795707635726771
Position 282: 0.15889176619248357
Position 1171: 0.03536728956359246
Position 1194: 0.029321735666975848
Position 1113: 0.014549015682323472
Position 242: 0.010786426961162656
Position 1128: 0.008118814943034963
Position 155: 0.004818385569674316
Position 726: 0.004083505691161276
Position 48: 0.0037006466616426904
Position 366: 0.002078581456620205
Position 480: 0.001997876236968883
Position 846: 0.0019038800536004406
Position 642: 0.001429106279305832
Position 395: 0.0012725792546949798
Position 1011: 0.0010008297088982031
Position 195: 0.000811723339821275
Position 684: 0.0006812382539335997
Position 438: 0.0005556891028832228
Position 522: 0.0005479760814173259
Position 720: 0.0004976942608632495
Position 516: 0.0003710266200637589
Position 1095: 0.00033063281490437643
Position 803: 0.0003284058274616978
Position 1136: 0.0002328319366474492
Position 1047: 0.00021765954103312134
Position 564: 0.00019992996458289118
Position 678: 0.00018905311278351257
Position 39: 0.00018657327136441796
Position 558: 0.00013382063521210423
Position 762: 0.0001271174144971908
Position 104: 0.00011905572452582722
Position 474: 7.368047902076319e-05
Position 882: 5.4154075056502405e-05
Position 36: 4.537909240788951e-05
Position 228: 4.1422931610319145e-05
Position 1175: 3.870314732167986e-05
Position 16: 1.7574480349075492e-05
Position 599: 1.7300479479586013e-05
Position 1209: 9.830733553141106e-06
Position 1476: 8.630926417953727e-06
Position 56: 6.46957129149199e-06
Position 1468: 3.5326509926243503e-06
Position 874: 2.533282237415639e-06
Position 1014: 1.4588641735575074e-06
Position 174: 1.3250395370404176e-06
Position 359: 1.2977187272948718e-06
Position 138: 6.848619532775292e-08
Position 169: 3.513903509693954e-09
Position 198: 7.460697647287514e-10
Position 184: 1.0076328430822894e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 131: 0.6994495543187766
Position 1242: 0.12289774068539008
Position 104: 0.1036710284695218
Position 1193: 0.07788877500380512
Position 773: 0.0714179490390268
Position 1112: 0.042071548533524655
Position 983: 0.030099317396119867
Position 569: 0.030084835056511567
Position 108: 0.022036226791612455
Position 969: 0.014054039294250522
Position 401: 0.009562116569160548
Position 1271: 0.006966536232651882
Position 138: 0.005542877784503141
Position 194: 0.005025241976238989
Position 1017: 0.0028291376735312844
Position 693: 0.002197088929846995
Position 447: 0.001626502816351597
Position 213: 0.0014011959132260463
Position 1317: 0.0013980507549731307
Position 706: 0.0013367961055605099
Position 1380: 0.0012385133944283558
Position 342: 0.0010033833534681949
Position 599: 0.0009111819554469309
Position 531: 0.0009087548524217293
Position 1301: 0.0007598730414619964
Position 651: 0.0006723892874891525
Position 809: 0.0006672780325501233
Position 315: 0.0005591761013928077
Position 1014: 0.0005146216057392743
Position 460: 0.0005111502109044148
Position 942: 0.0004702439760916918
Position 376: 0.0004541402660512288
Position 735: 0.00036247674315952006
Position 855: 0.0003491572282054068
Position 544: 0.0003036899800209981
Position 1062: 0.00029885176533780934
Position 225: 0.0002976263737814036
Position 489: 0.00029242077222913925
Position 258: 0.00025485307210122585
Position 351: 0.00022322068585107623
Position 868: 0.00021866942083365168
Position 154: 0.00021778366884568848
Position 346: 0.00019470474259713276
Position 664: 0.00018242699372708317
Position 605: 0.00016465130431813745
Position 1081: 0.00016057203277736835
Position 1446: 0.00016043781475538258
Position 255: 0.00013626077220354723
Position 874: 0.0001304607503230505
Position 893: 7.860925156178642e-05
Position 133: 7.124843610327066e-05
Position 317: 6.170589269158488e-05
Position 94: 4.846446211721262e-05
Position 1535: 4.398415890736699e-05
Position 919: 3.1525050691776515e-05
Position 1456: 3.088032290168418e-05
Position 748: 2.4955066025355143e-05
Position 163: 2.4079442977342756e-05
Position 502: 2.405719015422084e-05
Position 882: 2.2893865308050537e-05
Position 916: 2.0864552321905777e-05
Position 167: 1.8081562608664675e-05
Position 949: 1.5027220789081286e-05
Position 745: 1.341565161112283e-05
Position 279: 9.825845580114019e-06
Position 1247: 8.467118759194162e-06
Position 1503: 7.890213695815377e-06
Position 77: 5.315745930013758e-06
Position 236: 4.201994280641526e-06
Position 276: 3.237417529951269e-06
Position 86: 7.375693883412384e-07
Position 294: 1.0515823008538404e-10
Position 267: 2.983247073527292e-11
Position 324: 4.299729281354222e-12
Position 217: 7.636278682000444e-13
Position 246: 3.2309198340677926e-13
Position 378: 2.645630643511858e-13
Position 286: 2.476772006464583e-13
