Gene = Gr77a
index = 1199
Annotated 5SS: [1188]
Annotated 3SS: [1653]
SMsplice 5SS: [1188]
SMsplice 3SS: [1653]
top_k =  1000
Partition function (log Z): -6.4620827651756745

Sorted 5' Splice Sites (High to Low Probability):
Position 1188: 0.8323433984792145
Position 97: 0.25690249261680725
Position 1753: 0.032244954641325436
Position 602: 0.007988515517327842
Position 1436: 0.006508675034974525
Position 1047: 0.006507489405882561
Position 1469: 0.0048583380668612884
Position 1545: 0.0045869135739447
Position 585: 0.004461340383011965
Position 186: 0.004139420559139291
Position 112: 0.003185136953538073
Position 348: 0.0022646573553463255
Position 1573: 0.0022277556534049097
Position 977: 0.002129111919437084
Position 852: 0.0017419108744276067
Position 630: 0.0017065417295378633
Position 1167: 0.0013773226162491763
Position 818: 0.0013502679261015419
Position 1565: 0.0013085744065084593
Position 1484: 0.0012453719038111157
Position 1359: 0.0010770894776174179
Position 1533: 0.0009664595393803803
Position 266: 0.0008413172990103007
Position 1603: 0.0006427574249201375
Position 1537: 0.0005933337292584792
Position 1391: 0.000453462804110263
Position 821: 0.00037241575336690805
Position 119: 0.0003222021492230155
Position 222: 0.00030402960603664593
Position 237: 0.0003015283375055502
Position 1202: 0.0002882668522494075
Position 135: 0.0002703809128846375
Position 1301: 0.00025896314117283527
Position 665: 0.0002559723843115584
Position 1757: 0.00025397420028275335
Position 437: 0.00022658684213689738
Position 519: 0.00020958473830948835
Position 1595: 0.00019487160289472224
Position 1420: 0.0001835168331241503
Position 513: 0.00017082885410468337
Position 699: 0.0001521979476083619
Position 986: 0.00014676022841213844
Position 1200: 0.00014227779058818878
Position 624: 0.00011750835058719843
Position 1350: 8.874882497798966e-05
Position 836: 8.542805769078575e-05
Position 124: 7.995265011591464e-05
Position 800: 6.996533073887833e-05
Position 1461: 6.331478880763653e-05
Position 516: 5.98716974678206e-05
Position 1192: 5.744189369288128e-05
Position 1074: 5.3069698506243436e-05
Position 404: 5.277609608337382e-05
Position 1316: 5.060598149415558e-05
Position 1216: 4.702686864824021e-05
Position 896: 4.07482462336193e-05
Position 1114: 4.0166137386222605e-05
Position 903: 4.0098952896255596e-05
Position 618: 3.185026090099456e-05
Position 866: 2.8025463691262714e-05
Position 1234: 2.677189284692331e-05
Position 912: 2.504527896764535e-05
Position 166: 2.4369794504641063e-05
Position 137: 2.2190054915362645e-05
Position 1013: 2.08442879362413e-05
Position 427: 1.669574628131944e-05
Position 941: 1.2331981244261547e-05
Position 691: 1.0142564508858428e-05
Position 760: 8.945045556086874e-06
Position 1019: 7.49885638791278e-06
Position 484: 6.837294540713383e-06
Position 244: 5.932590505339346e-06
Position 1241: 5.862296249150076e-06
Position 1261: 5.549164024306855e-06
Position 368: 4.974520028360707e-06
Position 352: 4.263144386713104e-06
Position 1271: 3.7281603182330175e-06
Position 101: 3.3828753178600666e-06
Position 529: 2.7411212808130644e-06
Position 79: 2.4455277770542364e-06
Position 425: 2.1494766828006293e-06
Position 406: 2.1328534010355815e-06
Position 930: 1.6561108879132691e-06
Position 36: 1.6013687296710256e-06
Position 1719: 1.5851180190899425e-06
Position 881: 8.980747968760943e-07
Position 956: 8.538853725465909e-07
Position 893: 6.875927051327246e-07
Position 1693: 5.090302675622327e-07
Position 1791: 4.056407897683376e-07
Position 1702: 3.111564713246006e-07
Position 1330: 2.4878418420914394e-07
Position 336: 5.044040659366989e-10
Position 703: 6.349957868105797e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1653: 0.9637085537827145
Position 1098: 0.06280267086580177
Position 1815: 0.030620215313972337
Position 638: 0.02051162999783194
Position 903: 0.018954954234284244
Position 1294: 0.014858206792201577
Position 1381: 0.0138403868839463
Position 1264: 0.010783226605136673
Position 1267: 0.009400824379354317
Position 280: 0.006359851449843681
Position 770: 0.004107204423865601
Position 650: 0.00404936453472955
Position 1349: 0.0030461403441995093
Position 1346: 0.0028149641939539415
Position 389: 0.002561491405428941
Position 794: 0.0018112839486008692
Position 872: 0.001778917347192924
Position 425: 0.0017017816435711105
Position 563: 0.0016888997826464188
Position 1831: 0.0016187481492458326
Position 554: 0.001526883092036561
Position 977: 0.001220772692120645
Position 1009: 0.0011785691719394446
Position 1621: 0.000676809444661301
Position 386: 0.0005939784360054417
Position 767: 0.0005576895517006715
Position 982: 0.0005511244335323733
Position 1102: 0.0005125572482813936
Position 1577: 0.000507991124459813
Position 464: 0.00042150973552560926
Position 1120: 0.00036079551217721553
Position 1625: 0.0003360358587441843
Position 1835: 0.00031797088281330135
Position 1591: 0.00031688227724732215
Position 1484: 0.0002778489098399892
Position 1105: 0.00026570877259793634
Position 1330: 0.0002638671229906055
Position 1306: 0.0002471609283711709
Position 1436: 0.0002059976218694618
Position 497: 0.00018975232310210942
Position 760: 0.00017322817074533542
Position 908: 0.00017147745269844336
Position 510: 0.00012050246099056277
Position 1159: 0.00010548196765693885
Position 166: 9.841607909595068e-05
Position 1216: 8.742071874902734e-05
Position 1680: 6.574494913498529e-05
Position 941: 5.048333645424192e-05
Position 513: 4.890647666586715e-05
Position 433: 4.434301574419722e-05
Position 1448: 4.420479456425498e-05
Position 529: 4.2928444960064704e-05
Position 182: 3.731584670894187e-05
Position 1391: 3.362826850331493e-05
Position 818: 2.9726818165054582e-05
Position 1134: 2.788789540037341e-05
Position 1706: 2.715878028864364e-05
Position 174: 2.2453432499257874e-05
Position 572: 2.02142742206731e-05
Position 797: 1.8926017797887728e-05
Position 986: 1.670768700387324e-05
Position 1801: 1.3749064909362788e-05
Position 470: 1.263068899275702e-05
Position 1725: 1.1494286770033747e-05
Position 190: 1.1061385256519847e-05
Position 1501: 1.0980925246128427e-05
Position 442: 1.04240051355842e-05
Position 194: 9.763763596878033e-06
Position 445: 6.638730546593161e-06
Position 585: 5.495159622138985e-06
Position 1180: 4.508961367753363e-06
Position 841: 3.3461291188959313e-06
Position 1791: 3.2006580822693987e-06
Position 1603: 2.3442000778899145e-06
Position 592: 1.833378227349142e-06
Position 1557: 1.515011343136766e-06
Position 1548: 9.57014396362859e-07
Position 1545: 6.860369255356848e-07
Position 395: 9.517280358928924e-08
Position 1172: 3.2244077628994466e-08
Position 807: 2.2879323435350933e-08
Position 124: 9.704174582893763e-10
Position 184: 2.64782172292406e-10
Position 133: 1.8545522457054864e-10
Position 196: 6.350038345088988e-15
