Gene = GXIVsPLA2
index = 1178
Annotated 5SS: [214 452]
Annotated 3SS: [291 514]
SMsplice 5SS: [214 452]
SMsplice 3SS: [291 514]
top_k =  1000
Partition function (log Z): -5.1804258276903425

Sorted 5' Splice Sites (High to Low Probability):
Position 452: 0.810853440168022
Position 214: 0.5867278650430797
Position 219: 0.11076196848893274
Position 233: 0.09431462835797093
Position 457: 0.08462294864152173
Position 476: 0.03237266220656508
Position 498: 0.0288914433352779
Position 244: 0.021339414599782135
Position 6: 0.008640898804914103
Position 454: 0.007338905754495743
Position 1031: 0.0030528808773992574
Position 58: 0.0028883476665428074
Position 890: 0.002536625319255779
Position 980: 0.002362791834209323
Position 1048: 0.0014128850784803247
Position 696: 0.0011245521198526079
Position 145: 0.0006529913154989441
Position 996: 0.0005594442158417667
Position 1238: 0.00045743485938358176
Position 1010: 0.00038558273452834677
Position 708: 0.00021607014161059357
Position 1092: 0.00017538178847327547
Position 957: 0.00015284775532709247
Position 63: 0.00014862138662936723
Position 1269: 0.00012518654819112344
Position 358: 0.00012251534211089039
Position 254: 9.609058946348532e-05
Position 1026: 9.372088555250404e-05
Position 385: 8.617331860003839e-05
Position 902: 8.43447570420447e-05
Position 208: 7.888009057983091e-05
Position 675: 6.841408694625193e-05
Position 1017: 6.037757601483913e-05
Position 702: 4.7433238212139147e-05
Position 46: 3.8523428455196124e-05
Position 500: 2.6751902982510388e-05
Position 1024: 2.379877739961198e-05
Position 269: 2.3324714476849726e-05
Position 1127: 2.163950298056423e-05
Position 1035: 1.6731716465346967e-05
Position 1220: 1.3315447281032516e-05
Position 1183: 1.1301161034226275e-05
Position 260: 8.522018930206316e-06
Position 502: 6.505602493870889e-06
Position 1104: 5.410447026025571e-06
Position 1273: 5.299273082250529e-06
Position 1217: 3.5083756408969243e-06
Position 423: 3.4095863092239743e-06
Position 1118: 3.245118435707771e-06
Position 329: 3.1368159598089226e-06
Position 376: 2.5666198886868635e-06
Position 1029: 2.448135128467905e-06
Position 1202: 1.9533658719841737e-06
Position 29: 1.8771192691514437e-06
Position 129: 1.5126354202013032e-06
Position 165: 9.939641011353119e-07
Position 729: 3.6495953906219374e-07
Position 352: 1.0004214242483035e-08
Position 334: 7.479306935766964e-09
Position 563: 7.209393269084497e-09
Position 336: 4.176080308768191e-09
Position 566: 3.0923690144943705e-09
Position 400: 2.6066893392764483e-09
Position 623: 1.919411430553388e-09
Position 526: 1.6621052186801303e-09
Position 537: 3.038051536536697e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 514: 0.8936594159134819
Position 291: 0.7553944621858266
Position 556: 0.08579514529515603
Position 310: 0.03129609350602899
Position 342: 0.008002042925766494
Position 1104: 0.007031384661270054
Position 58: 0.006999077939935952
Position 296: 0.0026355691426935336
Position 1291: 0.0023269204141098685
Position 118: 0.0022291719510267602
Position 1160: 0.001926621582971712
Position 1035: 0.0012915935684933327
Position 63: 0.0009115872028508952
Position 129: 0.0007918176571006747
Position 1051: 0.0004896801576747054
Position 187: 0.0004378644812087918
Position 352: 0.00037552306181624315
Position 834: 0.00019976279935925696
Position 719: 0.0001794581119606232
Position 756: 0.00016735182571116501
Position 1317: 0.00015592911531235333
Position 318: 0.0001134848077402998
Position 384: 0.00010878569747676097
Position 765: 6.534891220281114e-05
Position 537: 5.859468181288076e-05
Position 1343: 5.8059231414355005e-05
Position 91: 5.771098791244015e-05
Position 521: 5.169479598083481e-05
Position 884: 5.064539372537349e-05
Position 587: 4.571911339908398e-05
Position 662: 2.9690602986748337e-05
Position 423: 2.0738437767485124e-05
Position 831: 1.9395266284144565e-05
Position 1232: 1.2878774207672428e-05
Position 1331: 1.1859281028580428e-05
Position 609: 1.1340148485439833e-05
Position 488: 1.0424417807543732e-05
Position 962: 7.682368133336808e-06
Position 736: 6.948285589925398e-06
Position 861: 6.538565112886075e-06
Position 236: 6.220575824697418e-06
Position 144: 3.93535400481178e-06
Position 888: 3.6112397959827423e-06
Position 1269: 3.309440089461994e-06
Position 939: 2.9727408174942735e-06
Position 200: 2.8423011712799876e-06
Position 1123: 2.407776983534008e-06
Position 612: 1.7622435774214737e-06
Position 592: 1.5657991265297542e-06
Position 531: 1.3958461487003632e-06
Position 957: 1.282104300753098e-06
Position 208: 1.1023613247978302e-06
Position 905: 1.0245236789711375e-06
Position 740: 8.496158322964845e-07
Position 218: 8.299666566103622e-07
Position 248: 4.176177159172692e-07
Position 451: 2.243584609323575e-07
Position 254: 1.2662887505367157e-07
Position 445: 4.908737519045235e-08
Position 693: 3.6258631848445212e-09
Position 729: 6.422156144255786e-10
Position 672: 3.1128487544955776e-10
Position 408: 2.680856398382663e-10
Position 581: 5.3977606727300685e-11
Position 708: 1.507488681202471e-11
Position 250: 2.154011913825519e-18
