Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
top_k =  1000
Partition function (log Z): 41.549885607118426

Sorted 5' Splice Sites (High to Low Probability):
Position 14031: 0.9968204066907368
Position 9596: 0.9964654615520783
Position 13799: 0.9958704128031661
Position 9436: 0.9927721580224651
Position 8174: 0.9914654830658193
Position 7295: 0.9877907125948756
Position 9750: 0.9775821381324932
Position 10052: 0.9713294385707649
Position 14409: 0.9481802821757745
Position 321: 0.9347636699390185
Position 6215: 0.9326948408276161
Position 8383: 0.8934437496660377
Position 7668: 0.8662922177093499
Position 13545: 0.8550770930165106
Position 12073: 0.7682130793461137
Position 6328: 0.6133992341422033
Position 8740: 0.40784653394811565
Position 10355: 0.34036982148767686
Position 7119: 0.2631696843139974
Position 9234: 0.21280256061991765
Position 3072: 0.18092768142755772
Position 9291: 0.1263113647604286
Position 8813: 0.12242930155624379
Position 7874: 0.11146839174806764
Position 8432: 0.07753000438657914
Position 1520: 0.057033148132298137
Position 6950: 0.05531695538534529
Position 14423: 0.05097647066680537
Position 8786: 0.04882068072920285
Position 5569: 0.04802458297332133
Position 10868: 0.0463997400458522
Position 10534: 0.0378864932555668
Position 11377: 0.03514805901837143
Position 7068: 0.03133158809192684
Position 432: 0.030354981087222954
Position 8749: 0.02913654609326765
Position 13260: 0.02353534216857704
Position 6943: 0.01755646923922757
Position 9278: 0.016225056784232774
Position 66: 0.014463819158044216
Position 8855: 0.014423681417329366
Position 7646: 0.013601251325000736
Position 1824: 0.012018490152669653
Position 10301: 0.011752579484993256
Position 13592: 0.011392256667089446
Position 9742: 0.010230878263355198
Position 10444: 0.010100971957944278
Position 6933: 0.009977174621248634
Position 3342: 0.009632704139897474
Position 11310: 0.00942306410121621
Position 3556: 0.008937814792119704
Position 10694: 0.008308194954700556
Position 4879: 0.00818046950291603
Position 11534: 0.008074895278998505
Position 5010: 0.007238256439136189
Position 1197: 0.007197211291600542
Position 6415: 0.007058072320964617
Position 6337: 0.0070456375783998736
Position 10364: 0.0069350675628001845
