Gene = Nf-YA
index = 1316
Annotated 5SS: [144]
Annotated 3SS: [300]
SMsplice 5SS: [144]
SMsplice 3SS: [1977]
top_k =  1000
Partition function (log Z): -8.421340330995424

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.5258676175586569
Position 220: 0.25557109510084025
Position 300: 0.09292868899238568
Position 186: 0.06373242498537841
Position 38: 0.054360730675032484
Position 215: 0.03285651484821617
Position 181: 0.01225996367251508
Position 759: 0.009364092760892378
Position 1588: 0.009098087629645448
Position 600: 0.0024705466076922335
Position 1900: 0.0024476059122182214
Position 304: 0.0020690427347389516
Position 543: 0.0020008052448553526
Position 17: 0.00186569781447094
Position 990: 0.001559467770234514
Position 1251: 0.0013444903097301205
Position 1017: 0.0010068465469293892
Position 306: 0.0009185535644956212
Position 326: 0.0009037399657518125
Position 1896: 0.0006207557032030684
Position 308: 0.0006016184845034818
Position 1792: 0.0003774762635437173
Position 664: 0.00032952400884465253
Position 900: 0.0003134708612447905
Position 2069: 0.000302696907087567
Position 682: 0.00022233762949819583
Position 212: 0.00021766069525506635
Position 1074: 0.0002062992429158538
Position 1612: 0.00018366926644494482
Position 1273: 0.00018187150296358005
Position 541: 0.0001733378475571698
Position 141: 0.00015287691325411006
Position 1265: 0.00015128927306358596
Position 1122: 0.00013056442883402776
Position 4: 0.00012238520503705705
Position 1131: 0.00012003171615925625
Position 1337: 0.00010531923188106631
Position 190: 0.00010382403857752452
Position 1875: 8.564447239682682e-05
Position 1180: 7.883432385847976e-05
Position 966: 6.791075647230032e-05
Position 90: 3.6456387643959844e-05
Position 1029: 3.640986244606842e-05
Position 1038: 3.429320428029636e-05
Position 1331: 3.249751343021963e-05
Position 1504: 3.097021386126398e-05
Position 444: 2.98226512210506e-05
Position 6: 2.1895183280393408e-05
Position 237: 2.114181656571641e-05
Position 2108: 1.5542089172841174e-05
Position 312: 8.415628926634652e-06
Position 75: 3.2060986036310122e-06
Position 148: 3.3802179059553233e-07
Position 229: 1.9521179603929366e-07
Position 310: 1.4704853820849428e-07
Position 260: 1.1934884956726175e-07
Position 448: 8.58328799338033e-09
Position 362: 5.056786491015331e-10
Position 107: 3.6713702153583096e-11
Position 124: 3.538448994598526e-11
Position 425: 2.7657442628219288e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1977: 0.5744972151550102
Position 300: 0.15661153777056858
Position 391: 0.13364347843693877
Position 97: 0.05553941797784356
Position 1782: 0.040294779840950555
Position 1986: 0.03991533521508327
Position 1935: 0.011696113203670826
Position 1879: 0.011057512966209028
Position 400: 0.006010568006199753
Position 1412: 0.005275023440709887
Position 1743: 0.004729052810750148
Position 656: 0.003186094452975903
Position 831: 0.003135745657366227
Position 710: 0.002510362026704086
Position 1914: 0.00233674088267356
Position 325: 0.002331734430025697
Position 797: 0.0021390975801591078
Position 206: 0.0018655629894290154
Position 371: 0.0018319065758780524
Position 974: 0.0017646898929453787
Position 2041: 0.0016978918159094838
Position 304: 0.0015599437888054928
Position 1292: 0.0014028123762828725
Position 349: 0.0013732530929451276
Position 411: 0.001191940562525087
Position 731: 0.0011057767555204615
Position 1061: 0.0009202504360561313
Position 2101: 0.0008161499368180506
Position 345: 0.0007669254087962812
Position 421: 0.0006985575367759526
Position 1058: 0.0006521789106500375
Position 2186: 0.0005955754228346345
Position 662: 0.00031906569935131253
Position 237: 0.0002856589243841632
Position 945: 0.0002835063542493203
Position 1721: 0.000245487944047256
Position 190: 0.00024269176839540065
Position 896: 0.00023620797833417482
Position 212: 0.0002246941145615424
Position 1957: 0.00017852819461934138
Position 600: 0.0001665130695051147
Position 1265: 0.0001606887818169146
Position 1204: 0.00015741742265386186
Position 2189: 0.0001308525430608711
Position 2148: 0.0001265996085693505
Position 2057: 0.00012657307980029584
Position 2024: 0.00011969145354040513
Position 978: 0.00011922649449733932
Position 541: 0.00011866701676924981
Position 956: 0.00010883271822926284
Position 1883: 0.00010473075126196645
Position 1085: 8.549307511166197e-05
Position 1174: 7.494804424113242e-05
Position 224: 7.283073587329782e-05
Position 1097: 7.173732217216234e-05
Position 653: 6.459110668493376e-05
Position 2116: 6.141340777708691e-05
Position 496: 6.0519681520033754e-05
Position 219: 5.177768884309925e-05
Position 555: 5.161548885822508e-05
Position 245: 4.71639804010036e-05
Position 1678: 4.4192351711212115e-05
Position 1100: 4.263141182049038e-05
Position 858: 4.142522512852019e-05
Position 200: 3.746365662188949e-05
Position 2012: 3.609433769315014e-05
Position 782: 3.3820928845590243e-05
Position 2067: 3.30625617302417e-05
Position 117: 2.7816605652791627e-05
Position 547: 2.0975642450351586e-05
Position 502: 1.9835965890755103e-05
Position 1064: 1.9246229212885192e-05
Position 1325: 1.525202661279666e-05
Position 1418: 1.4468205105607648e-05
Position 1446: 1.4149752380134058e-05
Position 719: 1.3974949171796157e-05
Position 579: 1.3623205139900255e-05
Position 2081: 1.248780294452227e-05
Position 137: 1.0420214701360516e-05
Position 740: 7.97251719781016e-06
Position 1103: 7.684203930177964e-06
Position 846: 6.8583803257373176e-06
Position 932: 5.530796684392511e-06
Position 689: 5.173507679380434e-06
Position 56: 4.6879069050641445e-06
Position 505: 3.3815419300330533e-06
Position 460: 3.269245164455549e-06
Position 47: 3.5974325311895965e-07
Position 561: 4.241803001795265e-08
Position 141: 6.717042775443607e-09
Position 161: 6.477335525717809e-09
Position 158: 5.253051002451577e-09
Position 170: 1.0294283117268228e-09
