Gene = Vdup1
index = 1594
Annotated 5SS: [ 131 1582 1818]
Annotated 3SS: [1089 1634 1883]
SMsplice 5SS: [ 131 1582 1818]
SMsplice 3SS: [1089 1634 1883]
top_k =  1000
Partition function (log Z): -5.6277028587684255

Sorted 5' Splice Sites (High to Low Probability):
Position 1582: 0.9172330510027769
Position 1818: 0.8418029008130538
Position 131: 0.5504094497311832
Position 467: 0.13302342954330387
Position 114: 0.06948120738191904
Position 946: 0.06636883020729441
Position 1727: 0.056556640641616224
Position 592: 0.055176002953449155
Position 942: 0.0534843618448687
Position 1723: 0.04691796358345702
Position 728: 0.030839980785172964
Position 1822: 0.028512893845770344
Position 849: 0.025407536196852834
Position 950: 0.022697217177111942
Position 2309: 0.01959205124200773
Position 587: 0.017894429217720925
Position 404: 0.011334862390568773
Position 9: 0.009380464779313183
Position 2297: 0.008799384338040379
Position 875: 0.0077942171195833475
Position 567: 0.007621296037210768
Position 418: 0.005740775181471499
Position 413: 0.005216540606341673
Position 457: 0.00510554550885155
Position 1039: 0.00444258760026518
Position 1028: 0.00418518857358067
Position 2529: 0.004165209459774343
Position 2552: 0.0037779547051533234
Position 494: 0.003253294093189264
Position 328: 0.0031127602728103936
Position 736: 0.0024471244973375225
Position 1777: 0.0023732076162006847
Position 1179: 0.0023453853059248113
Position 1455: 0.00222109812997138
Position 1092: 0.0021541443011674263
Position 763: 0.0014731712285645413
Position 1137: 0.0013054076707773846
Position 461: 0.0011780623563955863
Position 1074: 0.0011520524139997164
Position 965: 0.0009861073138956187
Position 168: 0.000879513993511021
Position 2132: 0.0008630894515921191
Position 1690: 0.0008488694552007498
Position 1264: 0.0008368536078537906
Position 1451: 0.0007881466209383395
Position 826: 0.0007836562099051412
Position 2187: 0.0007602815082409062
Position 1210: 0.0005753051648233867
Position 2456: 0.00046133674379606604
Position 1528: 0.00046094248285701836
Position 1537: 0.0004575581838215017
Position 623: 0.0004397763589765998
Position 2295: 0.00037369186925765484
Position 107: 0.00034880179926953536
Position 958: 0.0003377298870494694
Position 2152: 0.00031204483307213074
Position 812: 0.0002648311758977273
Position 2070: 0.00024115298754061673
Position 145: 0.0002321580400257303
Position 47: 0.00022934559912616613
Position 2393: 0.00020365624433320734
Position 1078: 0.0001869866874050712
Position 74: 0.00018676856912486407
Position 968: 0.00017468332427073485
Position 961: 0.0001608545132418263
Position 1835: 0.00015067010163413732
Position 266: 0.00014567864767506681
Position 1700: 0.00012774469547487268
Position 54: 0.00011207814044241876
Position 1005: 0.00011119311056145338
Position 530: 0.0001108719960893008
Position 2160: 0.00010473410647077194
Position 2533: 9.439626718396702e-05
Position 1586: 8.753951444413699e-05
Position 1947: 7.624583473793913e-05
Position 551: 6.891472392327615e-05
Position 852: 6.0955267835483143e-05
Position 886: 5.962289345841547e-05
Position 585: 4.813259612435709e-05
Position 2084: 3.317999080316623e-05
Position 2061: 2.9904599203550097e-05
Position 2121: 1.6110334806262795e-05
Position 37: 1.3757270653600013e-05
Position 51: 1.0200987806441635e-05
Position 639: 9.326471998040828e-06
Position 428: 7.285778101529897e-06
Position 748: 6.241361423316907e-06
Position 709: 4.528777274286688e-06
Position 20: 4.249605810334587e-06
Position 533: 4.1095089953775e-06
Position 3: 3.3816914482823276e-06
Position 274: 2.32390898335453e-06
Position 59: 2.0184944887166087e-06
Position 335: 1.2854811179395501e-06
Position 824: 1.2758424687472235e-06
Position 839: 1.160615594215552e-06
Position 359: 1.0734095388297402e-06
Position 285: 8.694887968410871e-07
Position 775: 6.516642889422934e-07
Position 430: 5.055403795825507e-07
Position 65: 4.0864141933946174e-07
Position 44: 3.222336143630782e-07
Position 459: 2.0254043727488647e-07
Position 2001: 1.5432369916739798e-07
Position 703: 8.421061994205737e-08
