Gene = comm
index = 1652
Annotated 5SS: [734]
Annotated 3SS: [5158]
SMsplice 5SS: [734]
SMsplice 3SS: [5158]
top_k =  1000
Partition function (log Z): -9.55459119580566

Sorted 5' Splice Sites (High to Low Probability):
Position 734: 0.9767162351391536
Position 1377: 0.12479807303499357
Position 1600: 0.08121157277141194
Position 2273: 0.04375930214610107
Position 5800: 0.041318969521431215
Position 5394: 0.0409724439784276
Position 5624: 0.03471576307994828
Position 161: 0.01948433110798874
Position 5785: 0.010710924621292616
Position 6518: 0.010554581189387303
Position 1910: 0.009751560469431873
Position 5851: 0.005786105016699455
Position 1047: 0.004929020744851725
Position 1393: 0.004251364479038269
Position 2277: 0.004209050656040061
Position 192: 0.0033368282384468964
Position 1753: 0.003108601452498787
Position 1299: 0.0025447716871481283
Position 5890: 0.0023006636993355848
Position 558: 0.0016660238820275786
Position 5644: 0.0016411622095384797
Position 2658: 0.0015497195192057133
Position 5778: 0.0015247420962530456
Position 2039: 0.0014902187068619429
Position 649: 0.001329086925616418
Position 5215: 0.0012638296022688996
Position 522: 0.0011724469571934148
Position 2225: 0.0009037159932837969
Position 2147: 0.0007999907295400336
Position 1158: 0.0006016419988387058
Position 1381: 0.0005353341615738081
Position 5811: 0.0004570498100352506
Position 2229: 0.00042210639014439856
Position 4864: 0.000421126828620383
Position 619: 0.00034687727265592946
Position 5: 0.0003467425889827389
Position 526: 0.00028464098598747695
Position 2810: 0.0002823994940054399
Position 1019: 0.00027310393019616203
Position 3807: 0.0002698040422131305
Position 3403: 0.0002609492871699735
Position 1306: 0.00023411874204420512
Position 661: 0.00021428350272855535
Position 711: 0.00018512883949353635
Position 1030: 0.00017292938697784413
Position 744: 0.00014568057508632858
Position 165: 0.00013019026749641502
Position 291: 0.00010595482924363916
Position 1065: 8.558662689677058e-05
Position 738: 8.446905924643945e-05
Position 1420: 8.236734012054806e-05
Position 1409: 5.39882344906083e-05
Position 145: 4.118123553030336e-05
Position 159: 3.3942918580034074e-05
Position 156: 3.078870366411792e-05
Position 585: 3.0688764421177326e-05
Position 582: 2.9449208918216296e-05
Position 919: 2.6331230869099807e-05
Position 636: 2.1518639023223493e-05
Position 1525: 1.9838550121954506e-05
Position 1808: 1.5754659170696327e-05
Position 1356: 1.3091087599086732e-05
Position 1660: 1.0043111435752345e-05
Position 646: 1.0027435771439574e-05
Position 1258: 7.834977266513971e-06
Position 1502: 7.0816523188614456e-06
Position 5398: 7.059846050648481e-06
Position 1044: 6.738803424676533e-06
Position 835: 6.396982796198455e-06
Position 1250: 6.180613015271742e-06
Position 1863: 5.875053034079676e-06
Position 3938: 5.6922488795834146e-06
Position 167: 4.6054244480028364e-06
Position 147: 3.8669772356706435e-06
Position 253: 3.5380369821080614e-06
Position 1186: 3.49451129601912e-06
Position 136: 3.446414231543364e-06
Position 676: 3.132992982698728e-06
Position 320: 2.561347530295831e-06
Position 453: 2.4087304954959968e-06
Position 814: 2.1674555676577595e-06
Position 1630: 1.6452157686412947e-06
Position 1088: 1.5054380191119045e-06
Position 529: 1.349360389071652e-06
Position 3617: 1.2938792224006163e-06
Position 1232: 1.1546733352363773e-06
Position 451: 9.490470863895834e-07
Position 377: 9.381918208379664e-07
Position 1806: 8.627618147327335e-07
Position 938: 5.068218007282214e-07
Position 125: 3.5537665482783763e-07
Position 9: 3.0515667196882835e-07
Position 1347: 2.3531316265145388e-07
Position 131: 2.0507233726780239e-07
Position 1538: 1.4079591187586106e-07
Position 483: 1.3631948067456652e-07
Position 1039: 6.822199745404438e-08
Position 133: 3.360397822163908e-08
Position 669: 2.44527389523328e-08
Position 1368: 1.0016664539663611e-11
Position 1217: 9.50133512605954e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5158: 0.8335429225663487
Position 6136: 0.11804998487727898
Position 894: 0.08551093102877606
Position 1483: 0.06972992449468692
Position 5677: 0.04815651868819586
Position 6144: 0.025703344824514248
Position 1665: 0.02330617167907502
Position 5105: 0.018634056492702198
Position 1823: 0.017771010594774934
Position 870: 0.016836045494291352
Position 1850: 0.014675140529380818
Position 6182: 0.014463410507898644
Position 1727: 0.013198994442584594
Position 1150: 0.010866951685159824
Position 5460: 0.009875734674113174
Position 900: 0.009849820442013095
Position 6577: 0.009313591366868544
Position 5454: 0.008588531286565107
Position 5683: 0.007769005607143974
Position 1056: 0.007616722371737145
Position 253: 0.0075097591587698935
Position 6620: 0.006956619954062037
Position 216: 0.0058919040426136954
Position 6239: 0.005171870799915562
Position 5457: 0.00475569266794201
Position 968: 0.004453897443977974
Position 947: 0.0042740362106127505
Position 233: 0.004037767394907905
Position 846: 0.0040359782035502305
Position 1240: 0.00356827113985199
Position 6217: 0.003241883832863407
Position 1488: 0.003125290455853029
Position 6258: 0.0019304282101331616
Position 5957: 0.0018726414828643474
Position 692: 0.0012627577653363965
Position 6745: 0.0010550910828364584
Position 2875: 0.0009813437828772994
Position 4512: 0.000860740608373895
Position 3960: 0.000707704103015409
Position 6041: 0.0007028828846630653
Position 5178: 0.0006908004858029352
Position 4997: 0.0006816776261007189
Position 3861: 0.0006472707924638539
Position 5253: 0.0005479122873033702
Position 1592: 0.0005241069996502613
Position 4648: 0.000522563010996376
Position 6695: 0.0005223797458376073
Position 2341: 0.0005161677903647497
Position 3457: 0.0005056420671448816
Position 5032: 0.0004966327063934686
Position 1425: 0.0004914050684405506
