Gene = COX8
index = 1045
Annotated 5SS: [204]
Annotated 3SS: [279]
SMsplice 5SS: [204]
SMsplice 3SS: [279]
top_k =  1000
Partition function (log Z): -2.5034690182364603

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9995717337396062
Position 372: 0.0025289218666618954
Position 415: 0.002081387034141601
Position 410: 0.0009758945407219864
Position 398: 0.0005959862827615164
Position 208: 0.0003546442306466903
Position 515: 0.00021575421103178257
Position 83: 0.00019511202838526907
Position 22: 7.388122396300608e-05
Position 234: 3.6350016840202555e-05
Position 447: 2.7036292221831944e-05
Position 161: 1.4000030687394201e-05
Position 525: 1.1629111346188727e-05
Position 439: 7.018808402344572e-06
Position 68: 4.519369464672525e-06
Position 468: 3.5744627638163373e-06
Position 218: 2.5644148469274903e-06
Position 507: 2.5370145363060675e-06
Position 165: 2.3720008082179804e-06
Position 87: 2.2491966702945574e-06
Position 306: 1.3838065952117081e-06
Position 337: 1.2933760245712037e-06
Position 286: 3.6096810379395356e-07
Position 136: 2.216093034489512e-07
Position 95: 1.650457201245164e-07
Position 321: 6.097169537286182e-08
Position 529: 5.697058294317666e-08
Position 168: 4.3617579762359956e-08
Position 154: 2.461945584721695e-08
Position 123: 5.521253487093036e-09
Position 527: 1.6780674910276736e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 279: 0.99331999925559
Position 282: 0.004309412272311461
Position 285: 0.002265571276694034
Position 564: 0.0021665478732520722
Position 468: 0.0017807146009622425
Position 512: 0.0013700641067548689
Position 439: 0.0008056776623923877
Position 572: 0.00027087205576945114
Position 418: 0.0001422212373390194
Position 139: 0.00010719317535057799
Position 149: 8.348613152080402e-05
Position 106: 6.981612521187945e-05
Position 415: 6.10384620772275e-06
Position 246: 4.3256469103151766e-06
Position 83: 3.6040061107192687e-06
Position 580: 2.441806583224167e-06
Position 363: 1.0988397441136222e-06
Position 161: 9.820154065048967e-07
Position 66: 1.9872833374303381e-07
Position 230: 1.8444463944784508e-07
Position 398: 1.3183658769457684e-07
Position 188: 7.044849612975721e-08
Position 477: 3.481446958958804e-08
Position 151: 3.1311083244901456e-08
Position 372: 2.7487845814808664e-10
Position 208: 2.0737427011311007e-10
Position 420: 5.362161147120546e-11
Position 387: 7.294470736242097e-12
Position 214: 3.185083071734343e-16
Position 422: 1.5558963102769862e-17
