Gene = Mob2
index = 1282
Annotated 5SS: [ 9404 20456 35052 36654]
Annotated 3SS: [19398 34890 36556 36719]
SMsplice 5SS: [  340 35052 36654]
SMsplice 3SS: [34890 36556 36719]
top_k =  1000
Partition function (log Z): -7.305661390755672

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.9999999999999938
Position 36654: 0.999605121832943
Position 35052: 0.9992435103735526
Position 36811: 0.030049874328275595
Position 37478: 0.009010358099977297
Position 38884: 0.006984589259262801
Position 36921: 0.005985739759868726
Position 37471: 0.0035766561696311512
Position 38374: 0.0022547001488683878
Position 38763: 0.00206256319580876
Position 38228: 0.0017488308452448306
Position 37376: 0.001601562002415907
Position 37463: 0.0012759122830800133
Position 36907: 0.0012184549876355286
Position 37842: 0.0007748887161420045
Position 37469: 0.0005668479814300691
Position 37490: 0.00043141139412409407
Position 37852: 0.00041434732935235785
Position 37475: 0.00031553360774522844
Position 37884: 0.00012660734401801014
Position 36864: 6.544924155696417e-05
Position 37088: 5.974675690208189e-05
Position 3962: 7.455755193835042e-18
Position 8115: 6.911456500872644e-18
Position 710: 5.2929820841206e-18
Position 9809: 7.533740274020729e-19
Position 8156: 7.458788234623159e-19
Position 1730: 6.111106376593656e-19
Position 8481: 6.065880473433896e-19
Position 7494: 3.379517110881287e-19
Position 7849: 3.1351306153451908e-19
Position 1344: 2.508167452396371e-19
Position 1368: 1.4976993669725772e-19
Position 5379: 1.4133982749545872e-19
Position 9404: 1.3578391266842627e-19
Position 1364: 1.3310532105250262e-19
Position 7319: 1.100914291833981e-19
Position 75: 8.142524032805793e-20
Position 1627: 8.104204176297872e-20
Position 389: 5.626282700191083e-20
Position 8750: 4.910433641758612e-20
Position 3515: 4.7230042957214886e-20
Position 369: 3.9056167157019724e-20
Position 8313: 1.6038228876018766e-20
Position 219: 1.5959205448715186e-20
Position 174: 1.4976589827682184e-20
Position 178: 1.4561712442556728e-20
Position 1326: 1.404192254156784e-20
Position 7372: 1.3763877375497694e-20
Position 215: 1.1406998634437507e-20
Position 3022: 1.0711921074722937e-20
Position 166: 9.161588550826178e-21
Position 162: 6.567364577315354e-21
Position 1038: 5.693057220147918e-21
Position 4693: 5.676338131650332e-21
Position 3028: 4.688956593235582e-21
Position 5175: 3.941428746484054e-21
Position 349: 3.702594455910492e-21
Position 2429: 3.269265364770806e-21
Position 2243: 2.3708791259771326e-21
Position 421: 2.3648770282147112e-21
Position 7231: 1.696599026830737e-21
Position 170: 1.6070577651974807e-21
Position 187: 1.4849055399082375e-21
Position 156: 1.4329507299217554e-21
Position 197: 1.353448771831371e-21
Position 191: 1.0195118132985382e-21
Position 1008: 9.06662421757745e-22
Position 8350: 8.837066295098527e-22
Position 4924: 8.727188912336435e-22
Position 1905: 8.49387055721111e-22
Position 7: 8.269150204750327e-22
Position 223: 8.00549236895266e-22
Position 1595: 7.652193110023818e-22
Position 344: 6.017899809159876e-22
Position 201: 4.302700871499517e-22
Position 124: 4.229091192147949e-22
Position 387: 4.0318021503434994e-22
Position 1348: 3.9699607274414056e-22
Position 1252: 3.6039519764343585e-22
Position 4350: 3.4591003724726545e-22
Position 1330: 2.443233524624287e-22
Position 217: 2.3572434131680503e-22
Position 43: 2.192902655215164e-22
Position 751: 1.988004422211937e-22
Position 1059: 1.9701733849426206e-22
Position 714: 1.8693707073899618e-22
Position 831: 1.7790118405267683e-22
Position 1860: 1.6603129300031493e-22
Position 205: 1.5952602636822325e-22
Position 81: 1.2370549803051935e-22
Position 1742: 1.2285289308218513e-22
Position 122: 1.1899987345418124e-22
Position 4513: 1.1315391258247276e-22
Position 948: 1.0872982276928987e-22
Position 849: 8.561376502862276e-23
Position 1145: 8.324959693844791e-23
Position 1022: 6.72858080611726e-23
Position 144: 6.488147048954258e-23
Position 128: 4.677416274822727e-23
Position 1439: 4.459055739065563e-23
Position 172: 4.2578234422913323e-23
Position 1034: 4.130845404622818e-23
Position 733: 3.894074130546838e-23
Position 1030: 3.622792828523356e-23
Position 93: 3.2435755836183256e-23
Position 874: 2.5937146610371935e-23
Position 36: 1.998568769349246e-23
Position 116: 1.944304630045421e-23
Position 1457: 1.8016182184161012e-23
Position 138: 1.626872200284506e-23
Position 1032: 1.5505260941304995e-23
Position 4416: 1.278587875979288e-23
Position 323: 1.1677903783718057e-23
Position 620: 9.508659449349849e-24
Position 119: 9.505179597793858e-24
Position 743: 7.022739086240978e-24
Position 833: 6.4527027950927805e-24
Position 671: 6.295041149319733e-24
Position 3958: 5.6613635104646154e-24
Position 1155: 5.447560495762067e-24
Position 535: 5.311306358073366e-24
Position 959: 5.14288549768381e-24
Position 111: 5.04836229672155e-24
Position 967: 4.8366493008108364e-24
Position 852: 4.551044550763399e-24
Position 182: 4.32515093280006e-24
Position 1049: 4.208347754164745e-24
Position 899: 4.064968357194616e-24
Position 1179: 3.310676794461141e-24
Position 981: 3.1942054918734683e-24
Position 506: 3.041350102845871e-24
Position 881: 3.021784366942354e-24
Position 698: 2.806315683898763e-24
Position 974: 2.547895492539953e-24
Position 189: 2.0979025588016673e-24
Position 1423: 1.9441206419882382e-24
Position 951: 1.6276426235848034e-24
Position 896: 1.5409299551575792e-24
Position 1503: 1.0437786415822385e-24
Position 195: 1.0307868102169702e-24
Position 284: 8.774254984629044e-25
Position 472: 6.996408109132044e-25
Position 837: 6.680643528277877e-25
Position 1042: 6.680537909604247e-25
Position 432: 5.337165599645759e-25
Position 264: 3.778505520015145e-25
Position 393: 2.612138017571756e-25
Position 566: 2.265116876922895e-25
Position 463: 2.0921322041298403e-25
Position 489: 9.597355155469021e-26
Position 1227: 7.217569047018823e-26
Position 480: 3.4496989488054837e-26
Position 602: 1.477796421296748e-26
Position 596: 6.192470422000153e-27
Position 844: 3.726402266054133e-28
Position 1044: 9.640505142226682e-29
Position 1036: 9.189521922909404e-29
Position 792: 4.2247915491159304e-29

Sorted 3' Splice Sites (High to Low Probability):
Position 34890: 0.9999999999984226
Position 36556: 0.9899864824304562
Position 36719: 0.9643876139252291
Position 38437: 0.01771311350531457
Position 36744: 0.013176057627626336
Position 38051: 0.010999790251428837
Position 38689: 0.00992279989814607
Position 39037: 0.006807667096289315
Position 38942: 0.006428267600966704
