Gene = SclB
index = 1475
Annotated 5SS: [  35 1384 2607 3454]
Annotated 3SS: [1240 2297 3372 3526]
SMsplice 5SS: [  35 1384 2607 3454]
SMsplice 3SS: [1240 2297 3372 3526]
top_k =  1000
Partition function (log Z): 1.9810051214950197

Sorted 5' Splice Sites (High to Low Probability):
Position 3454: 0.9941235445672668
Position 1384: 0.9670305869160097
Position 2607: 0.7523881958769116
Position 35: 0.5661050088309764
Position 692: 0.4133879119861751
Position 2237: 0.2524287223634742
Position 1167: 0.24224118855183616
Position 476: 0.12247877775619963
Position 1550: 0.05059401293088409
Position 3000: 0.02409176845057886
Position 1592: 0.023029419590077097
Position 302: 0.015444904977323915
Position 2012: 0.014050005746272775
Position 1159: 0.012278906750231909
Position 429: 0.011860728875939825
Position 749: 0.009794018740414646
Position 774: 0.008059801615197986
Position 1666: 0.007350794920700479
Position 2195: 0.005531586883372517
Position 701: 0.005006956731602703
Position 3628: 0.003064121129696347
Position 709: 0.0021759856240200983
Position 1338: 0.002175190138247496
Position 616: 0.00191371192232025
Position 437: 0.0018872014590061315
Position 2000: 0.0018160206385747816
Position 1356: 0.0018132196208890479
Position 18: 0.0017452662587197493
Position 554: 0.0016793483533422702
Position 714: 0.001412861286071927
Position 2593: 0.001317468822720774
Position 3437: 0.0011686920675645556
Position 3633: 0.0011298435967860099
Position 42: 0.0011259891935788183
Position 2241: 0.001011997773188133
Position 2239: 0.0009719788990196385
Position 2086: 0.0009151724846311839
Position 550: 0.0008861993561039417
Position 1487: 0.0008219738892202673
Position 622: 0.0007962494238859849
Position 298: 0.0007453254233886301
Position 1795: 0.0007327589742897922
Position 644: 0.0006519048104473853
Position 578: 0.0006505275517779306
Position 232: 0.0005655750519188747
Position 755: 0.0005126178683632891
Position 2074: 0.00044737747261188165
Position 2144: 0.0004072932934989123
Position 2428: 0.00031735052920757743
Position 1836: 0.0003114290137219526
Position 1452: 0.000283248505665092
Position 2340: 0.00024566910240683546
Position 410: 0.00024123751700323481
Position 1646: 0.00022997072532698117
Position 3817: 0.0002162229583358799
Position 3451: 0.0002070838616604906
Position 3458: 0.00019605010649854213
Position 142: 0.00018548008727029713
Position 776: 0.00012163191851134604
Position 2530: 0.0001123190323068594
Position 2770: 0.00010062301684944029
Position 2567: 9.938824784994049e-05
Position 781: 9.299796481469274e-05
Position 292: 8.880076305728678e-05
Position 56: 8.652554319102428e-05
Position 783: 8.338336840826198e-05
Position 384: 8.149738298440028e-05
Position 3705: 7.697015239079225e-05
Position 2915: 7.585961667857624e-05
Position 1626: 6.258065536548703e-05
Position 1363: 5.899916076616071e-05
Position 287: 4.743564464783589e-05
Position 2535: 4.227578123786267e-05
Position 178: 3.886485504115403e-05
Position 3067: 3.418941881228597e-05
Position 3764: 3.337405951152766e-05
Position 3792: 2.969465941651233e-05
Position 343: 2.7542144335514167e-05
Position 887: 2.7220976464162498e-05
Position 211: 2.6365733958877086e-05
Position 3603: 2.594862565042958e-05
Position 3700: 2.5680788882608226e-05
Position 1567: 2.271905144967525e-05
Position 1443: 2.221688685738473e-05
Position 171: 2.1564064331646603e-05
Position 663: 1.996739535971546e-05
Position 3740: 1.9608917752178872e-05
Position 530: 1.4105304649268108e-05
Position 841: 1.3388623984088188e-05
Position 3815: 1.1451535016229437e-05
Position 1333: 1.1434176813984924e-05
Position 661: 9.474804341873374e-06
Position 432: 9.102432684098882e-06
Position 1001: 4.923797134522004e-06
Position 3655: 4.266651654147942e-06
Position 1767: 3.919787097858472e-06
Position 1818: 3.1690728683926655e-06
Position 112: 3.119807534035231e-06
Position 3777: 2.6284303537059325e-06
Position 3586: 2.137353530706702e-06
Position 552: 1.8722497025039837e-06
Position 830: 6.842188194819682e-07
Position 601: 6.271594826596511e-07
Position 1446: 3.057334913600666e-07
Position 1496: 2.319971076828547e-08
Position 2558: 2.220487981795916e-08
Position 3509: 3.1851926773957622e-09
Position 1345: 7.94620225238555e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1240: 0.9901037710967543
Position 3526: 0.9870298157447148
Position 3372: 0.9446987097573967
Position 2297: 0.6027990239683274
Position 534: 0.26631109964023414
Position 1446: 0.23862322375985248
Position 1922: 0.07560383955157075
Position 879: 0.05779728791815727
Position 2473: 0.037503673477390524
Position 1659: 0.03296396582516673
Position 1890: 0.032628136080492476
Position 145: 0.025964061089343113
Position 1055: 0.023972408304086108
Position 3268: 0.02382354307098961
Position 907: 0.014943032040735748
Position 2504: 0.014547553345256255
Position 1633: 0.012298433356356908
Position 1517: 0.010277798993490142
Position 569: 0.009632858371124346
Position 1996: 0.009398854822058931
Position 2752: 0.009332967870083675
Position 82: 0.009002105375120691
Position 3691: 0.00888567677250964
Position 674: 0.00772920000897337
Position 2850: 0.006748918367547129
Position 1766: 0.006696750567088164
Position 1794: 0.006503015058768439
Position 316: 0.005581199271103023
Position 1930: 0.005372653914510458
Position 2304: 0.004411227732219945
Position 2810: 0.004012969747548618
Position 1452: 0.003972790329362378
Position 496: 0.003963965870265993
Position 2924: 0.0036173173857292945
Position 130: 0.0036066064105426533
Position 1936: 0.0030748152906688786
Position 3555: 0.0029430624842895136
Position 2413: 0.0025539022114878947
Position 2781: 0.002468015248728831
Position 3322: 0.002096032809980679
Position 3129: 0.002026174798055428
Position 3072: 0.0018246813524389674
Position 2301: 0.0017746072338652712
Position 2185: 0.001373994617938378
Position 805: 0.001016568525050149
Position 3391: 0.0009192139137827776
Position 432: 0.0009076410467131418
Position 2714: 0.000842705002347597
Position 3164: 0.0008272952908734375
Position 1736: 0.0007575349617125707
Position 1124: 0.0005687894038195565
Position 2402: 0.0005257245755070308
Position 410: 0.0005236972083324602
Position 2119: 0.0004972095627099311
Position 3564: 0.0004962325373432648
Position 2478: 0.0004907709872274279
Position 774: 0.0004762275043696098
Position 2237: 0.0004746909606829557
Position 3194: 0.00046152938546460925
Position 2340: 0.00039926030404898577
Position 3140: 0.0003828512610463826
Position 2099: 0.0003618399150098942
Position 2421: 0.0003487591004925919
Position 2593: 0.0003023447381739894
Position 3772: 0.000271573480655096
Position 3705: 0.0002556385329870848
Position 3406: 0.0002319159091035005
Position 3677: 0.0002066177319531023
Position 3871: 0.0001980510086605419
Position 807: 0.0001897383838054069
Position 2332: 0.00018145459667440943
Position 937: 0.0001747084609826204
Position 3876: 0.00017426943057658953
Position 3046: 0.0001715539450305996
Position 3222: 0.00016241846482130485
Position 1254: 0.0001290525996949485
Position 704: 0.00012164907896829416
Position 651: 0.00011656455343848412
Position 3161: 0.00010773791714908563
Position 1181: 0.00010084546593387678
Position 1643: 9.59189764658917e-05
Position 2211: 8.597612537684284e-05
Position 3803: 8.547534302016024e-05
Position 3892: 7.722448436630541e-05
Position 3711: 7.043988646452408e-05
Position 2967: 6.564528831385958e-05
Position 2711: 5.9263782278607165e-05
Position 2168: 4.9708234336944075e-05
Position 2572: 4.821369127767922e-05
Position 1604: 4.500377028796059e-05
Position 1800: 4.351313582382378e-05
Position 350: 4.255382117313853e-05
Position 358: 3.52484991578155e-05
Position 2564: 3.358163452645287e-05
Position 262: 3.331973709465454e-05
Position 622: 2.7268988693826733e-05
Position 1825: 2.388145638670813e-05
Position 1832: 2.3318188088944985e-05
Position 1772: 1.6660199130006517e-05
Position 2999: 1.6563632098954305e-05
Position 2219: 1.4404714346400842e-05
Position 2147: 1.2865047153730673e-05
Position 633: 1.2481179161088639e-05
Position 178: 1.2435774567996931e-05
Position 3628: 1.1459764676331937e-05
Position 644: 8.034275059150088e-06
Position 3731: 7.5084716095356205e-06
Position 225: 7.381493027551795e-06
Position 251: 6.788427874020674e-06
Position 3720: 6.1769754737410435e-06
Position 578: 5.144239932025233e-06
Position 691: 2.0302318646823926e-06
Position 2144: 6.342338693851695e-07
Position 1264: 2.5710801444078774e-07
Position 943: 2.3759666898640247e-07
Position 924: 7.975671223950842e-08
Position 947: 6.608361087292749e-08
Position 1359: 5.058321858128502e-08
Position 1400: 4.431023151275836e-08
Position 917: 3.8434287415734247e-08
Position 731: 3.002387187482057e-08
Position 709: 8.975637432391598e-09
Position 1585: 8.284205232337915e-09
Position 285: 1.869293700822894e-09
