Gene = Tango6
index = 1547
Annotated 5SS: [ 132 2392]
Annotated 3SS: [ 189 2451]
SMsplice 5SS: [ 132 2392]
SMsplice 3SS: [ 189 2451]
top_k =  1000
Partition function (log Z): -2.9887438019666357

Sorted 5' Splice Sites (High to Low Probability):
Position 2392: 0.9896675207260051
Position 132: 0.9127822841278199
Position 687: 0.46363174492292264
Position 1012: 0.24705075170474894
Position 1936: 0.16793496499744606
Position 1752: 0.03985124435032986
Position 115: 0.035671865480678626
Position 447: 0.03534102815534817
Position 547: 0.03162369336353615
Position 274: 0.0235272493459286
Position 1500: 0.014988840002648458
Position 1084: 0.010601669977132194
Position 120: 0.008774345884223435
Position 999: 0.008364995441006239
Position 2047: 0.006558173795305411
Position 331: 0.00584112729610122
Position 2120: 0.0053179347279808595
Position 1043: 0.003493553333519261
Position 308: 0.002645845509692395
Position 140: 0.0015734406172423368
Position 909: 0.0014065422670133136
Position 2498: 0.0010721962530712095
Position 1659: 0.0010720386541114967
Position 1909: 0.000967685883675731
Position 108: 0.0007774456994614767
Position 1506: 0.0007746133507552764
Position 466: 0.000763772059653339
Position 2355: 0.0007389764169394061
Position 1445: 0.0007353046404047714
Position 1141: 0.0006612028805325547
Position 971: 0.0006600359975641658
Position 88: 0.0006356943277642872
Position 1599: 0.0006229887215689376
Position 352: 0.0005275719175192105
Position 697: 0.0003954568699971019
Position 943: 0.0003783590249507337
Position 533: 0.0003142947319390917
Position 2359: 0.0003108183098001528
Position 8: 0.00030814777774920655
Position 464: 0.00024741861252707367
Position 293: 0.0002197672827602654
Position 2603: 0.00021460933007901137
Position 52: 0.00019564900082350554
Position 2583: 0.00013144234877011636
Position 160: 0.00010670800565516093
Position 2534: 0.0001054014495956019
Position 2352: 6.944535386182074e-05
Position 1447: 6.868824825380367e-05
Position 1193: 6.271877902250177e-05
Position 877: 5.679379012846152e-05
Position 2387: 5.1002902935390665e-05
Position 1053: 4.9584354519580384e-05
Position 2616: 4.2601556775335886e-05
Position 384: 3.356385858963688e-05
Position 691: 3.314185589769256e-05
Position 882: 2.833068781940071e-05
Position 2809: 1.9950699551567895e-05
Position 2889: 1.7779841264981468e-05
Position 1255: 1.4047296389782412e-05
Position 699: 1.03782989246457e-05
Position 835: 9.660566559860713e-06
Position 2659: 9.428452648205673e-06
Position 2726: 8.810690557393427e-06
Position 1239: 7.66528812113125e-06
Position 1969: 7.117986016126156e-06
Position 1354: 6.626011572635907e-06
Position 660: 6.1018797607334046e-06
Position 163: 5.464186748497797e-06
Position 2673: 5.3709674826007025e-06
Position 2004: 2.8667366833326106e-06
Position 2776: 2.4165185765427822e-06
Position 55: 2.384810905792377e-06
Position 2198: 1.76411437963226e-06
Position 936: 1.288400715386182e-06
Position 990: 1.2313520076019648e-06
Position 32: 9.248202381222621e-07
Position 948: 1.4702855113643674e-08
Position 2118: 1.6685805380626758e-09
Position 602: 1.4096146539523024e-10
Position 1016: 8.757580924964996e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2451: 0.98072062600386
Position 189: 0.9211254438354486
Position 1892: 0.3487750661880235
Position 1242: 0.19130859230853375
Position 1997: 0.17863482123947028
Position 922: 0.11667755155966447
Position 1152: 0.03503861618568963
Position 1929: 0.028994120564994258
Position 1818: 0.01909769154477141
Position 1499: 0.018020919018952964
Position 846: 0.014739802632938288
Position 1840: 0.014055659063090477
Position 2474: 0.012186012070419193
Position 210: 0.012140171875497482
Position 1028: 0.010250050837642188
Position 795: 0.009214841584227489
Position 642: 0.00906022033134037
Position 1217: 0.009005777462439917
Position 2175: 0.008741426423902202
Position 1755: 0.008366768816964782
Position 2132: 0.0077876910751910845
Position 1653: 0.006827856634818292
Position 1187: 0.00617772529227291
Position 512: 0.006094166104046833
Position 2219: 0.005304035227818954
Position 2077: 0.0038040332087433794
Position 2180: 0.0037616010136457168
Position 1334: 0.0032634223421026715
Position 867: 0.002835515989830079
Position 1255: 0.0027990445027980104
Position 2158: 0.002744239090605741
Position 765: 0.0026250272221703644
Position 1530: 0.0025895615489242227
Position 421: 0.0020280598021495256
Position 163: 0.001986263480530092
Position 1149: 0.0018265136889035972
Position 1680: 0.0016473167972924643
Position 1626: 0.001354301389211827
Position 1683: 0.001322786349985175
Position 1677: 0.001219895262675264
Position 1069: 0.0011990132450374696
Position 1573: 0.0010713690350800135
Position 1721: 0.001039259622727013
Position 2558: 0.0009723447550899122
Position 602: 0.0009089721967808537
Position 2623: 0.000848311806022116
Position 1066: 0.0007800090871601126
Position 1657: 0.0007742453289392292
Position 373: 0.0007074734180995049
Position 595: 0.0006703823296937038
Position 2118: 0.0005570608367695476
Position 2196: 0.000502309649112159
Position 1725: 0.000501528483389083
Position 2325: 0.0004878892307485867
Position 1100: 0.00046534239584242616
Position 762: 0.00045112920113473347
Position 1369: 0.0004478921820426279
Position 998: 0.0004247914629256714
Position 975: 0.0003288887215004378
Position 877: 0.0003282082020511492
Position 1084: 0.00032403872001254065
Position 473: 0.0003166200997722027
Position 2664: 0.00023607344945604037
Position 1796: 0.00022237525757532825
Position 1778: 0.00017290941750282496
Position 1403: 0.0001400112823591879
Position 971: 0.0001103286753282565
Position 55: 0.00010747605399369713
Position 331: 0.00010088257955731604
Position 222: 9.440974136508672e-05
Position 1546: 9.382110542221415e-05
Position 2667: 8.53260490373136e-05
Position 1662: 8.327816492261205e-05
Position 1599: 7.475271540536835e-05
Position 557: 4.584223837290075e-05
Position 2720: 4.418298091236287e-05
Position 2754: 4.261064003039213e-05
Position 704: 3.625940333012473e-05
Position 943: 2.9431809218501086e-05
Position 2831: 2.8485695209310634e-05
Position 450: 2.472318066615716e-05
Position 269: 2.232807997292311e-05
Position 851: 1.6623661167241714e-05
Position 2657: 1.590991145602805e-05
Position 2538: 1.548398246391699e-05
Position 2588: 1.5311775655005025e-05
Position 2966: 1.4960046602197665e-05
Position 533: 1.3039867252705671e-05
Position 2956: 1.088442702198761e-05
Position 2876: 9.84061541673815e-06
Position 403: 9.28652232837677e-06
Position 104: 8.54009109324884e-06
Position 2795: 6.3423325903480646e-06
Position 2882: 5.4193955020092176e-06
Position 667: 3.8004599136145123e-06
Position 2411: 3.5217657856293906e-06
Position 315: 2.6649186463338006e-06
Position 2903: 2.2407547847416486e-06
Position 955: 2.1983325223025354e-06
Position 2583: 1.9648923095986316e-06
