Gene = Zmynd10
index = 1606
Annotated 5SS: [ 749  998 1500]
Annotated 3SS: [ 807 1059 1556]
SMsplice 5SS: [ 749  998 1500]
SMsplice 3SS: [ 807 1059 1556]
top_k =  1000
Partition function (log Z): -1.788250634279379

Sorted 5' Splice Sites (High to Low Probability):
Position 998: 0.9889525022655199
Position 749: 0.9369829413930945
Position 1500: 0.7289732745715667
Position 243: 0.04121081671736899
Position 1483: 0.03631936134608821
Position 766: 0.015823803082067232
Position 448: 0.00707253865355002
Position 303: 0.006121149072226772
Position 1504: 0.005453785020945068
Position 408: 0.004086537452136669
Position 141: 0.004043984060624952
Position 81: 0.0035305808117115775
Position 308: 0.0017715929114932828
Position 735: 0.0014313473770744241
Position 384: 0.001104149022481598
Position 150: 0.0009531871555944285
Position 920: 0.0007686852053898246
Position 464: 0.0006543255537809826
Position 510: 0.000503688917633646
Position 522: 0.0004779456043127014
Position 702: 0.0003834757401389026
Position 31: 0.0002925285908266302
Position 1464: 0.0002903075273974239
Position 174: 0.0002786729676209477
Position 663: 0.0002231130024660317
Position 1267: 0.00017108490680501284
Position 423: 0.00016652683701856333
Position 279: 0.0001299271075635268
Position 311: 8.388981914955213e-05
Position 65: 6.919173894374621e-05
Position 251: 4.923483522025117e-05
Position 988: 4.3312068929845564e-05
Position 4: 4.322289056999257e-05
Position 1219: 3.814372133677954e-05
Position 324: 2.6182944275473783e-05
Position 442: 2.5969997429914912e-05
Position 1002: 2.389630528864706e-05
Position 107: 2.2976925928937515e-05
Position 145: 2.0084569403185077e-05
Position 694: 1.7749927671456856e-05
Position 1466: 1.5929308883296934e-05
Position 368: 1.5631130591687546e-05
Position 890: 1.4432299174989082e-05
Position 1120: 1.4032778541204697e-05
Position 33: 1.2909372763657079e-05
Position 425: 1.2169895534650464e-05
Position 1594: 1.1102151948178994e-05
Position 1614: 9.688947304260067e-06
Position 671: 9.158960327607215e-06
Position 1406: 8.835260323952039e-06
Position 561: 8.51408213470612e-06
Position 924: 7.009849004395349e-06
Position 468: 3.983812922062014e-06
Position 322: 3.946882701092031e-06
Position 532: 3.9015132802276974e-06
Position 719: 3.4069867956150838e-06
Position 918: 2.6934232100088892e-06
Position 913: 2.4859490902837948e-06
Position 573: 2.4061617708145365e-06
Position 164: 2.108744171724823e-06
Position 639: 1.864448258170016e-06
Position 1067: 1.4152437211458412e-06
Position 878: 1.1223486183745074e-06
Position 1346: 1.0784717680529497e-06
Position 1556: 6.000794632657634e-07
Position 1562: 5.672425129674804e-07
Position 221: 5.1613514666193e-07
Position 90: 4.845522028287168e-07
Position 869: 4.4214004270212886e-07
Position 1525: 2.3173017236091998e-07
Position 117: 5.954600066507775e-08
Position 770: 4.1904909302494e-08
Position 859: 2.986987737815185e-08
Position 1083: 1.1056493021814527e-09
Position 130: 2.9106969110189626e-11
Position 1122: 7.785401960196294e-13
Position 844: 1.824422225788687e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 807: 0.9639935327749305
Position 1059: 0.955216895427431
Position 1556: 0.774140084027913
Position 362: 0.03242915093126129
Position 817: 0.014249193651571991
Position 1111: 0.01173515848611975
Position 1046: 0.00904926175322074
Position 509: 0.005405807535513632
Position 497: 0.004105977877161132
Position 823: 0.002186908188086913
Position 1319: 0.0018408424023529466
Position 1095: 0.0015460860214766088
Position 149: 0.0014670539471243458
Position 1277: 0.0011656691809447208
Position 1658: 0.0010783078706501357
Position 1359: 0.0009692941027897636
Position 1194: 0.0007615821893369716
Position 526: 0.0006798061248039884
Position 1130: 0.0006299671886849719
Position 206: 0.0005604814213368025
Position 1446: 0.0005409525298980142
Position 1356: 0.0005257153981008501
Position 1145: 0.0004441757334787484
Position 682: 0.0004103916481967692
Position 1566: 0.00040388541205234265
Position 946: 0.00040216341443322025
Position 841: 0.000297519050485991
Position 1245: 0.0002829590650471928
Position 1080: 0.0002806132306631763
Position 1119: 0.00022659601529854
Position 461: 0.00015897881748169746
Position 294: 0.00015736868543039797
Position 844: 0.00015507054159785016
Position 1377: 0.00013880788227081477
Position 639: 0.00011535449630230127
Position 657: 7.636751083663132e-05
Position 317: 6.44947383169639e-05
Position 859: 5.7687376608956354e-05
Position 1254: 5.578792052952322e-05
Position 548: 5.471064980162124e-05
Position 140: 5.299586520892815e-05
Position 1281: 5.22079978886465e-05
Position 1287: 5.17364751288518e-05
Position 411: 4.464014824672704e-05
Position 617: 4.0982629179644584e-05
Position 1324: 3.969372219828708e-05
Position 101: 3.667206641962206e-05
Position 344: 3.554962694156119e-05
Position 227: 3.4935470108647435e-05
Position 732: 3.315899346433822e-05
Position 1200: 3.252103724197629e-05
Position 1622: 3.088170245142868e-05
Position 1167: 3.0222499052928983e-05
Position 928: 2.5084616714332372e-05
Position 973: 2.3383347286770704e-05
Position 654: 1.8602274361194742e-05
Position 542: 1.8482455386486614e-05
Position 157: 1.613782460369413e-05
Position 1260: 1.5140557071202055e-05
Position 828: 1.1907644615704566e-05
Position 203: 1.0180619023406223e-05
Position 554: 9.636380797728435e-06
Position 272: 9.107629145635714e-06
Position 464: 7.631409855727225e-06
Position 1392: 6.05992597801004e-06
Position 1572: 5.692687494854833e-06
Position 1161: 5.3628237116696345e-06
Position 398: 5.1456853281565764e-06
Position 886: 5.074643988049307e-06
Position 1629: 4.487919646207567e-06
Position 1182: 4.018248470542184e-06
Position 1113: 3.702058097406985e-06
Position 65: 3.4003350332308705e-06
Position 1387: 3.1206018246781143e-06
Position 573: 3.0621433854518108e-06
Position 832: 2.209925707069271e-06
Position 895: 2.1498440874254605e-06
Position 1584: 1.8447592093442889e-06
