Gene = wls
index = 1935
Annotated 5SS: [1489]
Annotated 3SS: [2016]
SMsplice 5SS: [1489]
SMsplice 3SS: [2016]
top_k =  1000
Partition function (log Z): -6.097348706789452

Sorted 5' Splice Sites (High to Low Probability):
Position 1489: 0.9835742724826677
Position 708: 0.33926574471125
Position 1807: 0.2155878081953788
Position 1917: 0.16385235265167997
Position 2691: 0.08298695704868649
Position 1956: 0.07708076498723533
Position 1801: 0.01309281523812478
Position 417: 0.0067129699433893155
Position 2480: 0.005539315715449006
Position 277: 0.0054915550485217565
Position 540: 0.003993143350739584
Position 2504: 0.0037001842837729375
Position 449: 0.0029040261124124657
Position 2382: 0.002515119190877005
Position 659: 0.0024400284156540835
Position 255: 0.002046855698297943
Position 1099: 0.0019884072195398344
Position 712: 0.0017396242016050763
Position 1749: 0.001735461509239519
Position 71: 0.0016760848369752998
Position 1516: 0.001478476167847054
Position 152: 0.0013459073709860888
Position 529: 0.0010046589430299927
Position 2213: 0.0009569603262219408
Position 1338: 0.0008007621841713711
Position 453: 0.0007841748541117607
Position 281: 0.0007545978259958143
Position 728: 0.0007364531724006775
Position 84: 0.0006502020932056331
Position 382: 0.0005755183349329589
Position 144: 0.0005558106600412078
Position 1001: 0.000542354131137907
Position 121: 0.0004253217687303639
Position 656: 0.0004141310887877138
Position 1637: 0.0003304145774933427
Position 2616: 0.0002426439748634202
Position 231: 0.0002107241932608203
Position 672: 0.00018774057625113485
Position 402: 0.00017647020101851666
Position 371: 0.0001761873600458021
Position 257: 0.00016841486233670408
Position 2169: 0.00015065570490824926
Position 545: 0.00011726712471676473
Position 2429: 0.00011149900661804835
Position 1890: 0.00010428210119853443
Position 620: 9.563932306401401e-05
Position 836: 9.559941692705063e-05
Position 799: 9.483890508472581e-05
Position 563: 7.465619851522178e-05
Position 1416: 6.834801490817611e-05
Position 64: 5.872125992760017e-05
Position 28: 5.580449517377433e-05
Position 1082: 5.397762781942679e-05
Position 2829: 5.211133682772174e-05
Position 1055: 4.970237985935799e-05
Position 459: 4.9135134758419995e-05
Position 933: 4.458894639504155e-05
Position 481: 4.0307023453286865e-05
Position 1356: 3.988231917724831e-05
Position 208: 3.7367309115907055e-05
Position 531: 3.701492398599855e-05
Position 1508: 3.465757597006945e-05
Position 1839: 3.132338665988598e-05
Position 2681: 2.9436784537326797e-05
Position 260: 2.843530090795647e-05
Position 696: 2.8268760607795854e-05
Position 2643: 2.7470418371886183e-05
Position 1068: 2.649859470319384e-05
Position 182: 2.6225582533712227e-05
Position 1368: 2.168027727389285e-05
Position 1701: 2.144477685317383e-05
Position 694: 2.1425883166982186e-05
Position 1627: 1.9945937643277606e-05
Position 1728: 1.5629569467861527e-05
Position 2369: 1.3173632131006218e-05
Position 2658: 1.2223631871949578e-05
Position 1256: 9.702721484388493e-06
Position 953: 9.031588913555309e-06
Position 936: 7.986264987947684e-06
Position 508: 7.330262705210026e-06
Position 2827: 7.1192378559391005e-06
Position 2482: 6.349346729689764e-06
Position 119: 6.13744357999211e-06
Position 76: 5.334262323949107e-06
Position 596: 5.311971713329682e-06
Position 96: 4.977402483866261e-06
Position 2525: 4.798031626734388e-06
Position 1210: 3.794488502900497e-06
Position 44: 3.2426113124005035e-06
Position 312: 2.0099133845568842e-06
Position 2508: 1.8529894487789225e-06
Position 12: 1.8278302368544816e-06
Position 613: 1.2476351949941182e-06
Position 2114: 1.229753751431019e-06
Position 361: 1.183546954865141e-06
Position 2315: 1.0345334789454987e-06
Position 2180: 7.086579092641943e-07
Position 1842: 6.138358928936387e-07
Position 1159: 4.765651751118618e-07
Position 2254: 1.9001275748529714e-07
Position 1284: 1.698615324803014e-07
Position 326: 1.0785442931125776e-07
Position 1669: 1.0088570603245855e-07
Position 221: 3.989554083508219e-08
Position 1987: 2.824998911033003e-08
Position 1687: 2.005995225808945e-08
Position 2017: 9.067283536003566e-09
Position 1710: 8.79395646641019e-09
Position 966: 2.154566234135628e-09
Position 2633: 1.4744349666331324e-09
Position 306: 8.072136778067455e-10
Position 1239: 6.013514540549097e-10
Position 1149: 3.248459698737515e-10
Position 905: 7.006099968391323e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2016: 0.8769895068652428
Position 1546: 0.23925878309693255
Position 936: 0.1828843138182822
Position 1669: 0.14420052312720988
Position 778: 0.13631070950300242
Position 1710: 0.11065203062073005
Position 2745: 0.0746270064339238
Position 2036: 0.04074664016494113
Position 2067: 0.018493822895729387
Position 836: 0.016480321383736868
Position 1852: 0.014329392458846785
Position 1178: 0.011949275393149368
Position 1719: 0.010776050304607723
Position 2584: 0.005986104484384634
Position 2854: 0.00446000423486915
Position 467: 0.003942155737800923
Position 2922: 0.0030174858366854573
Position 1849: 0.0027969901008747344
Position 2603: 0.0024645690492864207
Position 1423: 0.0024346443333199074
Position 2878: 0.002381882817334515
Position 1977: 0.002044689874879912
Position 515: 0.001956053662465588
Position 1790: 0.0017777598072345343
Position 867: 0.0016984118809509749
Position 539: 0.0016102454676999302
Position 2427: 0.0016002682886820149
Position 1055: 0.0015587538042023238
Position 720: 0.001557718515407051
Position 2978: 0.0014400368842339406
Position 134: 0.00141882471804204
Position 254: 0.0011329934277339987
Position 961: 0.0008834066528397016
Position 2593: 0.000849920952534874
Position 2957: 0.000747839894301867
Position 518: 0.0007128466988647479
Position 2827: 0.0006333434273056537
Position 2504: 0.0005724782121318319
Position 2224: 0.0004650716541877573
Position 1193: 0.0004438713633275161
Position 2658: 0.00040526496968038554
Position 139: 0.00035186443307424673
Position 2298: 0.00032490458379504593
Position 1289: 0.0003188802852643485
Position 878: 0.0003015372345421529
Position 914: 0.0002744461775142528
Position 596: 0.00023816169436209145
Position 1767: 0.0002151200450324145
Position 2525: 0.00014365851785958688
Position 1415: 0.00012347578522650806
Position 350: 0.00011609877587150253
Position 2286: 9.714841551705848e-05
Position 632: 7.812092646393861e-05
Position 2270: 6.79492130272535e-05
Position 1911: 6.577568238489607e-05
Position 1466: 6.383770136681848e-05
Position 1113: 6.1008215078082395e-05
Position 1337: 5.275743513522722e-05
Position 1001: 4.71321585642897e-05
Position 1806: 4.669712335317365e-05
