Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  1000
Partition function (log Z): -0.11606350452040937

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9832511774437087
Position 790: 0.870891853177985
Position 167: 0.6424529924647128
Position 723: 0.07369671091653508
Position 1154: 0.013474922157286342
Position 1158: 0.012226968496807464
Position 545: 0.011567655581727725
Position 194: 0.010121821123094045
Position 78: 0.0040769754046902995
Position 772: 0.0029995540471037503
Position 636: 0.0013043466024786096
Position 1147: 0.0012025175615596661
Position 1072: 0.0011924485544387582
Position 306: 0.0010126522874338644
Position 534: 0.0009288504838515215
Position 1058: 0.0007451555819992894
Position 556: 0.0006207938728563699
Position 1162: 0.00029004627160283107
Position 309: 0.0002202939962784302
Position 1045: 0.00018493375685863065
Position 154: 0.0001683302924846031
Position 764: 8.529578171947001e-05
Position 42: 8.485382735093538e-05
Position 424: 5.522337635045742e-05
Position 498: 5.483244039148633e-05
Position 311: 5.217989706477682e-05
Position 806: 3.713054114749004e-05
Position 488: 3.203391246054607e-05
Position 1141: 2.9227789249074204e-05
Position 82: 2.451154776003642e-05
Position 941: 2.2326357901530877e-05
Position 395: 1.605774146770892e-05
Position 665: 1.5113215001792499e-05
Position 984: 1.438299881804347e-05
Position 85: 1.24187607275775e-05
Position 279: 9.581645416157922e-06
Position 108: 8.654764437629976e-06
Position 357: 7.756477298227329e-06
Position 229: 6.500658207497712e-06
Position 654: 5.989015957876422e-06
Position 146: 5.632440105742327e-06
Position 747: 5.166244453450515e-06
Position 1036: 4.715089475286165e-06
Position 196: 4.688223971450403e-06
Position 813: 4.136960512824746e-06
Position 820: 1.8734846645290434e-06
Position 979: 1.6990925784613434e-06
Position 23: 1.186271119048856e-06
Position 966: 1.1396217136263255e-06
Position 1011: 8.588050377930105e-07
Position 384: 3.2314348668468284e-07
Position 126: 3.1973428684286793e-07
Position 974: 2.692264685230435e-07
Position 873: 2.472070827685976e-07
Position 916: 2.3215648505981934e-07
Position 1109: 8.380500905774424e-08
Position 198: 4.309505013284913e-08
Position 577: 3.55421759944371e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9944335344983461
Position 844: 0.9455874922568571
Position 243: 0.5618351667817678
Position 364: 0.0658696248640986
Position 1227: 0.019358614393767543
Position 1211: 0.008187644168316896
Position 272: 0.006480840400524658
Position 387: 0.005102772611378854
Position 528: 0.004374466421833903
Position 488: 0.003928497661118256
Position 257: 0.003408669401618631
Position 873: 0.002034615829539641
Position 1139: 0.001651915960280319
Position 269: 0.001144063750985775
Position 407: 0.0010514624806331522
Position 122: 0.0009921033870096889
Position 798: 0.0009852800073844295
Position 674: 0.000934760670670701
Position 591: 0.0007628366353864981
Position 617: 0.0007272998491557714
Position 295: 0.0005930069438804772
Position 1232: 0.0005539664345603934
Position 410: 0.0005520451686046194
Position 772: 0.0004645432701132308
Position 906: 0.00037777718962967046
Position 341: 0.0003453502808725162
Position 695: 0.00033684826177025537
Position 626: 0.0003158186271945703
Position 545: 0.0002189865388204803
Position 698: 0.00021732484858727168
Position 635: 7.063275179726382e-05
Position 924: 5.401449478598227e-05
Position 1008: 5.37825441532291e-05
Position 1161: 3.775074352885358e-05
Position 722: 3.5033170574394055e-05
Position 146: 2.891282429311646e-05
Position 126: 2.7801289524275655e-05
Position 1001: 2.2628209865702122e-05
Position 1190: 1.7380540585478457e-05
Position 1170: 1.4415765658449003e-05
Position 764: 1.1836341902042493e-05
Position 133: 8.846637497311836e-06
Position 755: 4.014406992798778e-06
Position 946: 3.4839124735267864e-06
Position 1083: 3.1435858554931014e-06
Position 806: 3.04201431470364e-06
Position 966: 2.9103409874075944e-06
Position 180: 2.1332153018324844e-06
Position 1077: 1.4136065530227499e-06
Position 171: 1.4011656277483794e-06
Position 422: 1.3514785816507473e-06
Position 903: 1.1493229814983266e-06
Position 575: 6.001854865774979e-07
Position 306: 5.481039983931696e-07
Position 921: 4.7093552474891246e-07
Position 89: 4.704448079826898e-07
Position 184: 2.676793207527313e-07
Position 136: 2.080606386176113e-07
Position 85: 1.7835468471985656e-07
Position 727: 1.6731437000853571e-07
Position 1150: 1.1935127648914264e-07
Position 734: 1.1221383460278337e-07
Position 78: 7.895317180526107e-08
Position 143: 7.584594755290384e-08
Position 395: 1.3755035516141915e-08
Position 286: 1.0037221073091856e-09
Position 100: 8.075345733891906e-10
