Gene = Tif-IA
index = 1560
Annotated 5SS: [ 439  978 3810 4046 8027]
Annotated 3SS: [ 495 3317 3869 7776 8083]
SMsplice 5SS: [ 439 3810 4046 8027]
SMsplice 3SS: [3317 3869 7776 8083]
top_k =  1000
Partition function (log Z): -0.27083212604848583

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.9954301322098741
Position 3810: 0.9363105657166962
Position 8027: 0.9026609489456336
Position 4046: 0.880372954409734
Position 978: 0.606843453872342
Position 3457: 0.25703407742085105
Position 2426: 0.2302324066233103
Position 67: 0.19057102563166806
Position 1493: 0.06728777259906872
Position 4821: 0.06164879960106246
Position 1522: 0.03598776378143359
Position 1507: 0.03434984384576768
Position 793: 0.033855918065549745
Position 608: 0.023107057743602506
Position 900: 0.02278885236357812
Position 5097: 0.01649811242900198
Position 1195: 0.013562086165938708
Position 4810: 0.012656178870800953
Position 4117: 0.011203264239650564
Position 2357: 0.010214856912287204
Position 4946: 0.009656846085265174
Position 239: 0.009238999058048102
Position 4919: 0.008924689323718524
Position 5779: 0.008903477852582255
Position 4568: 0.0057221690250844025
Position 5541: 0.005418365715404543
Position 763: 0.004658822549699135
Position 4880: 0.003915594601506622
Position 8024: 0.0038530191007429496
Position 921: 0.003585782162311756
Position 8016: 0.003577862602040632
Position 2685: 0.0032272336905140816
Position 3903: 0.0028636709342149064
Position 1477: 0.0025871727032170475
Position 53: 0.0025011460432516996
Position 4442: 0.0023276358959260783
Position 655: 0.0022823260103393404
Position 3064: 0.0022369600276177944
Position 1868: 0.0018469228957007594
Position 5265: 0.0016183899121487771
Position 7377: 0.0013704685972681565
Position 159: 0.0013487836998800817
Position 3610: 0.0013124605804776368
Position 146: 0.0012480367162166909
Position 8031: 0.0011941038676870086
Position 505: 0.0011917864998159434
Position 4825: 0.001178473136536856
Position 2482: 0.0010133893734173903
Position 4885: 0.0009963885133746442
Position 4416: 0.000897311445155156
Position 4216: 0.000835698591993672
Position 913: 0.0007239975552652837
Position 5876: 0.0006051390574357663
Position 906: 0.0005990765821694593
Position 5798: 0.0005818080367897988
Position 641: 0.0005479925311026974
Position 2763: 0.000529354732654241
Position 5159: 0.00038636337809628207
Position 2455: 0.0003444840414705119
Position 189: 0.0002630748146428633
Position 2309: 0.00024119800136104808
Position 1556: 0.00021227743325787372
Position 3679: 0.0002070083903950403
Position 2149: 0.00019406991047787463
Position 85: 0.00016472160056371887
Position 460: 0.00016099541434087635
Position 1633: 0.0001531487982297613
Position 4325: 0.0001405610786532533
Position 579: 0.0001367476666050472
Position 3760: 0.00013228054868500843
Position 280: 0.00013131522010951957
Position 3487: 0.00012505034463510765
Position 1497: 0.0001220523359455871
Position 3675: 0.0001143678365960776
Position 3421: 0.00010176075175979821
Position 508: 8.148198706974742e-05
Position 3820: 8.110010945004971e-05
Position 1677: 7.946664539936569e-05
Position 1289: 7.718585248445321e-05
Position 3982: 7.496291311610636e-05
Position 889: 7.08704135752236e-05
Position 1155: 6.86721828796923e-05
Position 3970: 6.697567328037842e-05
Position 4080: 6.119405792868452e-05
Position 3994: 5.905906991488736e-05
Position 2251: 5.3302291505951694e-05
Position 562: 4.8562211381129235e-05
Position 774: 4.755963509920174e-05
Position 982: 4.277117880661297e-05
Position 1834: 4.144768684054387e-05
Position 464: 4.090895810311441e-05
Position 7936: 3.761977629883442e-05
Position 1906: 3.40637692915218e-05
Position 443: 3.146064314430945e-05
Position 1889: 3.015716234612491e-05
Position 1221: 2.8736325467306555e-05
Position 3742: 2.507783604996481e-05
Position 817: 2.301029262485969e-05
Position 4252: 2.221017343171086e-05
Position 163: 1.946283616505051e-05
Position 882: 1.9342758890537477e-05
Position 568: 1.799341867021497e-05
Position 4193: 1.7829369229866227e-05
Position 4311: 1.7485417221608898e-05
Position 967: 1.3714543895712381e-05
Position 250: 1.3202752437416132e-05
Position 1093: 1.2397503096227836e-05
Position 1330: 1.2113409751642698e-05
Position 165: 1.1549724542959105e-05
Position 3436: 1.0602457717869376e-05
Position 476: 9.095747435499607e-06
Position 319: 7.445198595349151e-06
Position 1171: 6.8705206986350986e-06
Position 1134: 2.5857352312505562e-06
Position 1360: 2.4432399664286814e-06
Position 1368: 2.2722785140329106e-06
Position 739: 2.0402038983638425e-06
Position 538: 1.8061240107383866e-06
Position 270: 1.6645697694280138e-06
Position 397: 1.0520727222255877e-06
Position 1430: 1.0087052764727344e-06
Position 955: 1.0046211529150526e-06
Position 361: 7.240015890268482e-07
Position 1189: 5.711175100984267e-07
Position 405: 4.3889408111240187e-07
Position 571: 4.1813353832472805e-07
Position 3388: 3.3225842180634204e-07
Position 585: 2.4023283299017683e-07
Position 225: 1.9502710092853386e-07
Position 1595: 4.341628850158747e-08
Position 367: 1.0243934369277201e-08
Position 304: 4.416441126150665e-09
Position 1299: 1.077841188806926e-09
Position 685: 5.038551120250015e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7776: 0.960581082964179
Position 3869: 0.9002344108338797
Position 3317: 0.826220282120681
Position 8083: 0.821422755173027
Position 495: 0.5116837352888344
Position 2271: 0.19970906288040463
Position 3510: 0.10641689645334372
Position 556: 0.10339387751765036
Position 3668: 0.09707932472057121
Position 136: 0.09015548624865263
Position 8123: 0.08798732711658039
Position 668: 0.08599998871212185
Position 267: 0.08238241699837362
Position 4498: 0.08227770620611181
Position 1038: 0.08038215567703573
Position 3063: 0.051921442768839456
Position 1078: 0.043081595800544645
Position 1340: 0.027146929795535603
Position 3203: 0.027048396603672368
Position 4083: 0.025189301031695508
Position 1055: 0.022735162625550497
Position 7851: 0.02104664579310188
Position 3585: 0.01746414378411485
Position 2115: 0.013838850736825493
Position 844: 0.012009588891578923
Position 3892: 0.011783086653799502
Position 163: 0.011475843814552689
Position 7411: 0.010731104366768386
Position 3331: 0.00967879437923209
Position 3545: 0.009358907620670119
Position 294: 0.008739861186982228
Position 2170: 0.007740029852166173
Position 189: 0.0076478243092633945
Position 1434: 0.007091109878457845
Position 3548: 0.006043409269353395
Position 5540: 0.005864418603217254
Position 504: 0.005268522733104746
Position 2288: 0.005146132640898053
Position 8176: 0.004247023896069407
Position 4672: 0.0037185330992037654
Position 340: 0.003125812230596646
Position 4760: 0.0027075353535503037
Position 523: 0.0025616215659756596
Position 879: 0.0025469083591402315
Position 2480: 0.0024926965524276873
Position 6545: 0.0023363516716840096
Position 2708: 0.0023218052582528077
Position 5367: 0.0020562560965373456
Position 1403: 0.0016274349958572208
Position 3067: 0.0015287858152496611
Position 3349: 0.0014723735782022876
Position 1721: 0.0012224410995215023
Position 793: 0.0010572623511466244
Position 2859: 0.0009082945432994138
Position 4682: 0.0008370656046857174
Position 5712: 0.0007806169351454256
Position 3718: 0.0007263794899532696
Position 4141: 0.0007221708726494467
Position 1650: 0.0007163772050291174
Position 8125: 0.0006012387142582
Position 3036: 0.0005320892816788478
Position 198: 0.0005288551037971498
Position 4652: 0.000524320079157847
Position 1556: 0.00040830484298736894
Position 2862: 0.0004050333128228277
Position 1919: 0.0003881191856469409
Position 5518: 0.0003725536770444634
Position 2193: 0.0003568964757469117
Position 928: 0.00034692557766275947
Position 967: 0.00034133471519152985
Position 3364: 0.0003321696485596143
Position 600: 0.0002944370897169208
Position 1935: 0.00027086767383087304
Position 5014: 0.0002409724875312929
Position 4996: 0.00023322324033911475
Position 1957: 0.00023069928336728697
Position 685: 0.00020983525175341012
Position 4754: 0.00020907074326633254
Position 4658: 0.00019052646553400674
Position 1595: 0.00018898554586715036
Position 243: 0.0001646496885561871
Position 3922: 0.0001619373791346857
Position 345: 0.00012539018098821502
Position 1996: 0.00012351678781213527
Position 319: 0.00011134970250955162
Position 576: 8.808945134076336e-05
Position 1706: 7.242345890455278e-05
Position 6554: 6.987307377388313e-05
Position 5973: 5.733036639727268e-05
Position 1194: 5.360081195672177e-05
Position 1125: 4.97444292396135e-05
Position 2386: 4.544192480656966e-05
Position 6219: 4.347117716536017e-05
Position 6899: 4.2704909071503434e-05
Position 6264: 4.208203344509811e-05
Position 949: 4.0583101323441615e-05
Position 718: 3.6260467136133874e-05
Position 5896: 3.513872781859919e-05
Position 1012: 3.013167952054517e-05
Position 7105: 2.947967163316541e-05
Position 6779: 2.4396969042944583e-05
Position 6515: 1.969661169419942e-05
Position 239: 1.5796617879472314e-05
Position 355: 1.2861392286648916e-05
Position 376: 1.2506302359400096e-05
Position 342: 8.93149575091619e-06
Position 5958: 8.313101686642906e-06
Position 361: 7.5713941898461885e-06
Position 898: 6.861545664287816e-06
Position 5289: 6.07761255852339e-06
Position 206: 5.411824861071394e-06
Position 4361: 5.054177235333175e-06
Position 379: 5.007513317700763e-06
Position 5477: 5.0063454398449205e-06
Position 5203: 4.788294191584859e-06
Position 3945: 4.146673935716629e-06
Position 1088: 3.999365680037788e-06
Position 4319: 3.930202260235602e-06
Position 4322: 3.443756060317343e-06
Position 605: 3.409260310690235e-06
Position 5040: 2.4506420745639696e-06
Position 3942: 2.1201017734353015e-06
Position 3835: 1.9315949996872813e-06
Position 608: 1.880865153763686e-06
Position 402: 1.7109347471621826e-06
Position 4024: 1.421886568673529e-06
Position 625: 1.0978313027037706e-06
Position 4224: 1.0879428382007597e-06
Position 4199: 9.262728308083784e-07
Position 759: 8.08319472169277e-07
Position 430: 5.640390275096114e-07
Position 405: 1.4609750600830097e-07
Position 1085: 1.4362703729841775e-07
Position 427: 1.3146602672721787e-07
Position 1413: 3.7887224050998086e-08
Position 613: 3.029542595097101e-08
Position 3809: 6.214938233769925e-09
Position 615: 1.4111365698508196e-09
Position 437: 1.6773698968955856e-10
Position 443: 3.6298174069540973e-17
