Gene = Notum
index = 1327
Annotated 5SS: [ 440 6185 6764]
Annotated 3SS: [5790 6250 6827]
SMsplice 5SS: [ 440 6185 6764 6962]
SMsplice 3SS: [5790 6250 6827 8115]
top_k =  1000
Partition function (log Z): 6.3337774326526715

Sorted 5' Splice Sites (High to Low Probability):
Position 6185: 0.9993483413163438
Position 6764: 0.9985331164557285
Position 440: 0.9877116976985943
Position 6962: 0.6781405650184232
Position 8018: 0.11149956128181236
Position 8008: 0.05118431109436264
Position 3742: 0.03189809873080388
Position 7917: 0.028471267098397868
Position 8226: 0.02516826452198447
Position 1657: 0.023776362636526098
Position 8230: 0.021062013539519753
Position 1255: 0.01977037333756385
Position 3068: 0.017837884493101905
Position 7976: 0.016060640117474927
Position 2239: 0.01269376034885093
Position 4333: 0.007547257726476941
Position 7828: 0.007133005660769804
Position 5677: 0.006979543394944735
Position 8196: 0.006275268260567393
Position 471: 0.005854677131344136
Position 8355: 0.005016458364606776
Position 7934: 0.004958019205234452
Position 3136: 0.0037470444633161135
Position 4053: 0.003536494576211305
Position 7902: 0.0033456135092764117
Position 7089: 0.0030209449927237455
Position 6993: 0.0020025314309931206
Position 3132: 0.001742037158727092
Position 8222: 0.0016852064769152517
Position 3967: 0.0016835972967503706
Position 4362: 0.0016783798650634315
Position 6973: 0.0016385441494040317
Position 6508: 0.001453173878703168
Position 3839: 0.0013238213920126263
Position 8928: 0.0012589920470154308
Position 8994: 0.001233744434078123
Position 24: 0.0011471256813167525
Position 6768: 0.0010107106387067335
Position 6421: 0.0009222009207262594
Position 4357: 0.0008154282606256541
Position 8211: 0.0007139721640537624
Position 6971: 0.0006254563185220679
Position 3759: 0.0006026753690114828
Position 1129: 0.0005556536318324637
Position 1108: 0.0005182391984742648
Position 7001: 0.0005014577894362276
Position 7832: 0.00046194516611145837
Position 77: 0.0004333360954016178
Position 4293: 0.0004035000971682189
Position 8243: 0.00038541380915185574
Position 6580: 0.0003353576122499461
Position 8998: 0.0003223983932158772
Position 8736: 0.00031126374724545805
Position 8348: 0.0002410998291622516
Position 8625: 0.00019707239799209036
Position 7393: 0.00019005645898121764
Position 252: 0.0001751520940511191
Position 130: 0.00014384223050925639
Position 6191: 0.00013676854545978918
Position 8593: 0.0001231420989122722
Position 264: 0.00012224709151154435
Position 7962: 0.00010747037710577074
Position 1366: 9.658156250578311e-05
Position 1425: 9.375696435682424e-05
Position 2007: 9.251014866061158e-05
Position 7548: 9.099082502942014e-05
Position 7182: 8.78374848878325e-05
Position 7878: 8.699782748183775e-05
Position 9139: 8.49030955245267e-05
Position 1986: 8.192610825931598e-05
Position 3109: 7.525719109909262e-05
Position 6189: 7.521215484335713e-05
Position 45: 7.513206173265463e-05
Position 7022: 7.46359214205684e-05
Position 6593: 7.347993379651202e-05
Position 6544: 6.793107224938232e-05
Position 7113: 6.244370119950913e-05
Position 7597: 6.242286528495837e-05
Position 1206: 5.503241683204775e-05
Position 6506: 5.4064698078280256e-05
Position 8544: 5.084378897363628e-05
Position 8679: 4.848787163851788e-05
Position 8963: 4.765398455392041e-05
Position 1222: 4.573357601915652e-05
Position 876: 4.435573656064389e-05
Position 7790: 4.373103952266864e-05
Position 7136: 4.2946899203304724e-05
Position 3484: 4.0811515682993445e-05
Position 7530: 3.994502644303292e-05
Position 3037: 3.894455573037142e-05
Position 1680: 3.891423154530278e-05
Position 193: 3.7853557434089595e-05
Position 652: 3.649510121018283e-05
Position 7772: 3.3771951369653046e-05
Position 2287: 3.1879700941752446e-05
Position 6497: 2.808715873936344e-05
Position 2457: 2.6826118409541107e-05
Position 2322: 2.6430022327602677e-05
Position 2336: 2.6333362821254235e-05
Position 2028: 2.5911510014312626e-05
Position 6393: 2.4618372007443808e-05
Position 1630: 2.4305201627690603e-05
Position 6649: 2.348324536895217e-05
Position 6704: 2.330792710937896e-05
Position 2136: 2.3229202586628012e-05
Position 6442: 2.1863913122425133e-05
Position 8986: 2.1831379480612137e-05
Position 2253: 2.0364518698996725e-05
Position 6984: 2.0283170606230324e-05
Position 52: 1.9769191635521535e-05
Position 3901: 1.9407466620404116e-05
Position 8787: 1.814855453200418e-05
Position 6659: 1.6562007361812472e-05
Position 1591: 1.645306519405723e-05
Position 6089: 1.5123953889219173e-05
Position 8012: 1.444159072603549e-05
Position 655: 1.4154938053713943e-05
Position 8552: 1.303305078767252e-05
Position 1169: 1.2813804072627737e-05
Position 7647: 1.2366412329672445e-05
Position 6401: 1.0950639566432595e-05
Position 6332: 1.060493243729568e-05
Position 666: 1.0438251152725616e-05
Position 7068: 1.0367182583787634e-05
Position 9056: 9.701222192375299e-06
Position 7665: 9.349307079310696e-06
Position 6884: 8.856780686141023e-06
Position 1259: 8.662297128879263e-06
Position 350: 8.557877371170346e-06
Position 2295: 7.97174889935749e-06
Position 47: 7.4814847098844885e-06
Position 2245: 7.146055158660096e-06
Position 3088: 7.0080248896964945e-06
Position 1163: 6.755117497647873e-06
Position 2840: 6.534798720609428e-06
Position 6342: 6.289294795640049e-06
Position 9169: 5.948910706898289e-06
Position 6464: 5.63260773587809e-06
Position 1614: 5.4794646663030414e-06
Position 1143: 5.34501736462425e-06
Position 6386: 5.008695250642994e-06
Position 2919: 4.731076306088539e-06
Position 201: 4.620382918423619e-06
Position 3740: 4.504766944067395e-06
Position 6571: 4.053634761346181e-06
Position 3636: 3.885529435982631e-06
Position 3627: 3.7696610712105512e-06
Position 6728: 3.2455749820002787e-06
Position 6666: 2.8505920778340304e-06
Position 6772: 2.4588567054535944e-06
Position 1386: 2.257475732767437e-06
Position 1429: 2.2159032628007557e-06
Position 1183: 2.1429962397123455e-06
Position 996: 1.8716420853149259e-06
Position 1310: 1.8409512902606049e-06
Position 1111: 1.820438274834301e-06
Position 1352: 1.731217370311144e-06
Position 6457: 1.7266944306425832e-06
Position 5935: 1.680185461860794e-06
Position 858: 1.6103228653259236e-06
Position 1804: 1.437427257848469e-06
Position 6035: 1.358905204590268e-06
Position 853: 1.0497367455662922e-06
Position 6481: 8.763454148150429e-07
Position 7320: 6.061296047620003e-07
Position 724: 4.829024292699203e-07
Position 6339: 4.5079302703770355e-07
Position 6693: 4.370735861880857e-07
Position 7625: 4.3245122721621785e-07
Position 1350: 4.212676909874902e-07
Position 6584: 3.971298881598895e-07
Position 348: 3.8929569307550517e-07
Position 8022: 3.447502368276055e-07
Position 6321: 3.2376049424955346e-07
Position 6896: 3.133830644877198e-07
Position 953: 3.028573111479212e-07
Position 1414: 2.7553056862025054e-07
Position 1371: 2.687320535929635e-07
Position 5960: 2.593949478088371e-07
Position 7616: 2.5457859723322866e-07
Position 8406: 2.306624925719094e-07
Position 1011: 1.97259207472269e-07
Position 5251: 1.8746895727590865e-07
Position 789: 1.871405966395169e-07
Position 4399: 1.8523669954845322e-07
Position 7095: 1.6189462488269546e-07
Position 8637: 1.5040426935267162e-07
Position 570: 1.486291239514335e-07
Position 34: 1.4381315353891539e-07
Position 874: 1.263951588253723e-07
Position 8088: 1.181701731297094e-07
Position 7689: 1.0743482701841386e-07
Position 610: 9.445461616286154e-08
Position 2030: 9.403564343053029e-08
Position 6310: 8.326220340559285e-08
Position 6597: 5.813160591676661e-08
Position 6875: 5.240072555945724e-08
Position 444: 5.1593519009771293e-08
Position 4603: 4.873731673732483e-08
Position 955: 4.794309121310791e-08
Position 8: 4.60119569120296e-08
Position 3985: 4.328672476545254e-08
Position 603: 4.192801946217493e-08
Position 6653: 4.19097061843228e-08
Position 729: 2.5326605504218655e-08
Position 7687: 2.2150883273088428e-08
Position 889: 1.464864620995957e-08
Position 842: 1.1918095795986604e-08
Position 8412: 5.225628133446465e-09
Position 8418: 4.966844946334811e-09
Position 8379: 4.625474218336969e-09
Position 6669: 1.6246626980531809e-09
Position 6631: 7.473579528823615e-10
Position 6839: 6.809086491176518e-10
Position 371: 3.223903707603542e-10
Position 945: 2.362055617056461e-10
Position 5391: 1.0380907333519964e-10
Position 4299: 6.408878976643818e-11
Position 1120: 6.086453510158519e-14
Position 1289: 1.4565244817883912e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 6250: 0.9998430930171399
Position 6827: 0.9977534410357982
Position 8115: 0.692849248048146
Position 5790: 0.6750243123701212
Position 5818: 0.24395647358000805
Position 7058: 0.062033746692278284
Position 8076: 0.04939497805800674
Position 3337: 0.04169961755805673
Position 5828: 0.04118821038571387
Position 8782: 0.0323839562893667
Position 8137: 0.029905292131200578
Position 8813: 0.022477635039506248
Position 8652: 0.01920492919721726
Position 8317: 0.018809312337855207
Position 1498: 0.01706171996619216
Position 7033: 0.011939878145958472
Position 979: 0.010252506316833917
Position 1425: 0.01009190535022613
Position 4737: 0.008877218977178549
Position 9012: 0.00724222397477249
Position 2220: 0.00625724330754086
Position 5832: 0.005440865819284031
Position 8379: 0.00525519076182104
Position 8295: 0.004533382406744521
Position 6128: 0.004293542886361323
Position 2912: 0.004223436288461056
Position 9056: 0.00411731185218399
Position 8668: 0.0040784847764985515
Position 5855: 0.0039821277142504784
Position 2048: 0.0037951826529762102
