Gene = REPTOR-BP
index = 1399
Annotated 5SS: [140 509 761]
Annotated 3SS: [423 638 821]
SMsplice 5SS: [509 765]
SMsplice 3SS: [638 821]
top_k =  1000
Partition function (log Z): 5.969876324786359

Sorted 5' Splice Sites (High to Low Probability):
Position 509: 0.9937828472592372
Position 765: 0.9115314127731174
Position 961: 0.12774079466549587
Position 969: 0.061722579850088506
Position 761: 0.04765584870035853
Position 140: 0.03610830588895161
Position 744: 0.03028231433780811
Position 224: 0.010475123428599143
Position 210: 0.0066123611934922576
Position 551: 0.004529431994099348
Position 731: 0.0037468662992052836
Position 137: 0.0024203960189668585
Position 258: 0.0013628821559243565
Position 169: 0.000573842104755647
Position 734: 0.00034842435427938595
Position 228: 0.00030072483497801944
Position 266: 0.00023909733429585035
Position 878: 0.00021935681362302418
Position 278: 0.00014917163141716356
Position 324: 0.00010244260615240807
Position 566: 9.841556104634449e-05
Position 58: 9.326463523213976e-05
Position 166: 5.034597381245423e-05
Position 177: 5.0309502702333606e-05
Position 115: 5.000267492170059e-05
Position 1010: 4.098273402189998e-05
Position 197: 3.4618949444206015e-05
Position 64: 3.217104630690888e-05
Position 376: 2.964614492668077e-05
Position 710: 2.2949680888492625e-05
Position 77: 2.2839007397524494e-05
Position 574: 2.024660156166391e-05
Position 20: 1.4293616253223514e-05
Position 264: 1.2061055166799782e-05
Position 842: 9.576575004613843e-06
Position 222: 5.692293845898649e-06
Position 688: 5.021563948482586e-06
Position 786: 4.275129294329042e-06
Position 50: 3.899520031520549e-06
Position 256: 3.127158520798941e-06
Position 61: 3.0798854034192924e-06
Position 10: 2.359474931911357e-06
Position 3: 1.9974666930429273e-06
Position 474: 7.077098333022098e-07
Position 821: 6.215124481707318e-07
Position 594: 6.054984427270941e-07
Position 694: 5.428556317778783e-07
Position 1045: 4.5022117228153923e-07
Position 390: 1.570905197733947e-07
Position 1054: 1.335539292956877e-07
Position 440: 1.0834628373309022e-07
Position 654: 1.1188708704645287e-08
Position 621: 6.045883154143258e-12
Position 623: 5.7392171405928455e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 638: 0.9996808886111463
Position 821: 0.9873940556295329
Position 1035: 0.1744611481234108
Position 426: 0.04052586607162976
Position 1059: 0.015266222977649764
Position 423: 0.008608066744508201
Position 842: 0.0056942193385422345
Position 210: 0.004870511012173917
Position 298: 0.001726300765650743
Position 324: 0.000509751422088531
Position 358: 0.0004298903266487314
Position 316: 0.00038143786465945166
Position 566: 0.00020709260847920092
Position 1068: 0.0001746556320938934
Position 1098: 0.00015887133891975057
Position 933: 0.00011915117879824455
Position 645: 6.574161273369678e-05
Position 1079: 6.364927493090881e-05
Position 246: 4.6831739364854307e-05
Position 369: 3.491336830109018e-05
Position 463: 2.1975459887206583e-05
Position 214: 1.3560444327094097e-05
Position 648: 1.1613841854400229e-05
Position 887: 1.1407716284024743e-05
Position 435: 9.583888423592487e-06
Position 1001: 8.6700385835584e-06
Position 878: 7.331018349650907e-06
Position 449: 4.465272774490389e-06
Position 853: 2.7981804650752325e-06
Position 574: 2.5973526886010057e-06
Position 75: 1.2536953384822387e-06
Position 163: 1.2469858878332308e-06
Position 939: 7.088925694223207e-07
Position 103: 6.380016969106165e-07
Position 467: 5.315839820152718e-07
Position 682: 3.998941099130261e-07
Position 909: 1.9509661698089142e-07
Position 499: 1.1881435622015257e-07
Position 660: 6.676701726605419e-08
Position 654: 6.420240274157094e-08
Position 105: 6.300910723264366e-08
Position 137: 3.7427074182639605e-08
Position 58: 3.522432086666331e-08
Position 471: 3.133747989998597e-08
Position 679: 2.3930524136068794e-08
Position 97: 2.3482682537077086e-08
Position 77: 1.7028243864226006e-08
Position 127: 5.494639367662315e-09
Position 48: 3.2534419648526132e-09
Position 694: 3.1215062614217723e-09
Position 508: 1.4862209848506077e-09
Position 757: 4.0297137482595213e-10
Position 847: 3.1538928945614035e-10
Position 703: 5.81470507350576e-11
Position 727: 5.6856618733613804e-11
Position 513: 4.216163267032412e-11
Position 724: 2.185499811792886e-11
Position 50: 3.459898743208742e-12
