Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  1000
Partition function (log Z): 34.501183953127615

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.998669566788268
Position 7186: 0.9980336601422187
Position 5971: 0.9978973021270965
Position 5475: 0.9962697629713946
Position 6412: 0.9922134082338802
Position 7496: 0.9889679400295442
Position 7661: 0.9854467307163618
Position 8149: 0.9541159020693868
Position 8510: 0.9114374510717256
Position 760: 0.8955801783069796
Position 5836: 0.48263305343694196
Position 8654: 0.18151551997201953
Position 9383: 0.16803321585861405
Position 50: 0.10777783480153115
Position 4959: 0.05910085684470817
Position 2346: 0.03247373850535861
Position 9694: 0.030746018226643718
Position 6763: 0.028933757165194047
Position 8449: 0.028337740902859603
Position 4362: 0.02568581947281757
Position 9378: 0.0175649036831364
Position 9498: 0.01430181953112246
Position 4025: 0.013524282357364486
Position 8137: 0.012843714004655966
Position 553: 0.011325531371642229
Position 1614: 0.010427143552278527
Position 7833: 0.01024886990354972
Position 4351: 0.009757756815995534
Position 5587: 0.00935084972060712
Position 1106: 0.009337511900210973
Position 1366: 0.008333525810985721
Position 4796: 0.007314099661885528
Position 3616: 0.007228484717380568
Position 4332: 0.00690742390527271
Position 9753: 0.006590571201290921
Position 4229: 0.006489003025684219
Position 1067: 0.006467650855259962
Position 4337: 0.0063510893605519675
Position 113: 0.006343997203440189
Position 3634: 0.006251500647073805
Position 1181: 0.006034190095720491
Position 7667: 0.005166196418056477
Position 8054: 0.005138390852724143
Position 6418: 0.004236436840286838
Position 787: 0.00415504520336199
Position 601: 0.004092336764179956
Position 9962: 0.0038808979729572676
Position 1966: 0.0038518606415872377
Position 3720: 0.0037408756079207114
Position 2226: 0.003296087657126196
Position 4946: 0.003270393028909644
Position 5585: 0.0032442563549675203
Position 461: 0.0031541831174218215
Position 9000: 0.0028851811372569195
Position 4299: 0.00260373650008795
Position 9104: 0.0021778371545006867
Position 764: 0.0020519579700244528
Position 2299: 0.0019348309404698487
Position 7814: 0.001833572083933438
Position 797: 0.0017778071517739055
Position 3124: 0.0017515740480846193
Position 6917: 0.001725825278098455
Position 606: 0.0016544236619483411
Position 1885: 0.0015065923625320783
Position 6155: 0.0012453348424697358
Position 7758: 0.001166733169131782
Position 7768: 0.001157426253215135
Position 1277: 0.0011284788674642459
Position 409: 0.0009647567204510576
Position 4238: 0.0008884125133315755
Position 8514: 0.0008855217010963822
Position 4954: 0.0008049480585544497
Position 5301: 0.0008039137656497594
Position 8153: 0.000761634967992797
Position 6629: 0.0007615561405285497
Position 8294: 0.0007446078352700533
Position 6898: 0.0007252121847544333
Position 8456: 0.0006819484991113029
Position 6416: 0.0006521458268469222
Position 6960: 0.0006379184889362502
Position 9973: 0.0006339147768048725
Position 4379: 0.000596126478250673
Position 8024: 0.0005740230563415481
Position 128: 0.0005610973114074157
Position 7996: 0.0005526921956221085
Position 6904: 0.0005422936297873102
Position 9354: 0.0005403365257423367
Position 7641: 0.0005200214178859794
Position 6398: 0.0004926146529935106
Position 6792: 0.000491312012394491
Position 442: 0.00047823485479414737
Position 7915: 0.0004773546192131439
Position 5390: 0.00046817746528230266
Position 7060: 0.00045235012001602394
Position 1452: 0.0004390820143021399
Position 6782: 0.00040329020819642884
Position 9898: 0.00039301173006129643
Position 8002: 0.0003906767607614046
Position 9041: 0.0003882837157663502
Position 6816: 0.00037724839475819993
Position 619: 0.0003720194654633565
Position 9296: 0.00036672518358399884
Position 1377: 0.0003613814257741914
Position 8159: 0.00035171508930739205
Position 1281: 0.0003226557971240905
Position 1078: 0.0003019983811864959
Position 8488: 0.00029149232427241775
Position 4886: 0.00028620816940224856
Position 458: 0.0002835074683520252
Position 9739: 0.0002798477596212399
Position 3236: 0.00027917025384902196
Position 3070: 0.0002764859359541827
Position 7990: 0.00027516810473481956
Position 7485: 0.00027232604075009507
Position 4283: 0.0002542402304986489
Position 1527: 0.0002446879135463387
Position 2836: 0.0002390607102578151
Position 8211: 0.00021893355426147972
Position 8191: 0.00021506924668441302
Position 8751: 0.0002047855497946839
Position 8955: 0.00020019690867923904
Position 8165: 0.00019779274300175083
