Gene = psd
index = 1850
Annotated 5SS: [207]
Annotated 3SS: [528]
SMsplice 5SS: [207]
SMsplice 3SS: [528]
top_k =  1000
Partition function (log Z): -9.065921712979822

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.27648621212911156
Position 207: 0.2609096875897947
Position 272: 0.17582827342312496
Position 244: 0.15738827603399172
Position 81: 0.1554017573286479
Position 1170: 0.13146213237272072
Position 871: 0.10784392594974067
Position 419: 0.06336129313102605
Position 612: 0.04743088111305627
Position 868: 0.01153378807961336
Position 773: 0.010874521970583716
Position 277: 0.008585456965540798
Position 170: 0.008136401334327834
Position 821: 0.005706646193837168
Position 642: 0.0053824268082236565
Position 1174: 0.0027219482798375746
Position 140: 0.002591454616732117
Position 1453: 0.0020984115418180337
Position 49: 0.0015366110244503463
Position 813: 0.0014666352267227467
Position 165: 0.001458323740251213
Position 628: 0.0012228024135446894
Position 404: 0.0004787097576374431
Position 818: 0.00045621352089029625
Position 391: 0.00040556215575485865
Position 1481: 0.0003102114419782418
Position 393: 0.00030817364102525655
Position 62: 0.00023020449511967895
Position 1570: 0.0001821490109786498
Position 606: 0.00017303395914650737
Position 1565: 0.00011003071218455051
Position 1485: 5.540106712504122e-05
Position 1149: 4.581733646478645e-05
Position 582: 3.5320448487584534e-05
Position 566: 3.3673362792913164e-05
Position 615: 3.250251794389411e-05
Position 1549: 1.7927486083464095e-05
Position 335: 1.6476034745132108e-05
Position 150: 1.6106102354464088e-05
Position 51: 1.2644865829688244e-05
Position 145: 9.924136481878566e-06
Position 757: 6.372153039150716e-06
Position 411: 2.461006969473353e-06
Position 143: 2.4046469175811905e-06
Position 722: 1.941672084302348e-06
Position 1065: 1.4694360367832557e-06
Position 934: 1.4495953694974687e-06
Position 529: 1.2248082428511495e-06
Position 385: 4.4144351897340843e-07
Position 725: 4.1585601744834886e-07
Position 968: 3.9192423868141095e-07
Position 14: 1.7200960989856776e-07
Position 563: 1.5161739269474928e-07
Position 560: 6.900519086636175e-08
Position 1143: 3.0637443083359355e-08
Position 495: 2.7838815362299036e-08
Position 568: 2.1331741989716777e-09
Position 531: 2.2934088362175977e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 528: 0.7052640898439906
Position 340: 0.2864948594414804
Position 944: 0.15438148325137493
Position 1601: 0.05633588093981436
Position 1223: 0.04854335081627077
Position 1061: 0.03900825164479727
Position 684: 0.030570339126674013
Position 297: 0.026873220551348515
Position 359: 0.024075970476048394
Position 690: 0.01290434180302753
Position 1395: 0.00966168245490095
Position 1241: 0.008796272284956056
Position 1733: 0.005980454675311298
Position 143: 0.0057461748185994605
Position 1301: 0.004414278975032224
Position 458: 0.004392639224829024
Position 1564: 0.0030608254555796405
Position 1412: 0.0027474960216386356
Position 1651: 0.0024632825058580683
Position 1501: 0.001500531492242651
Position 1271: 0.0013866514215883003
Position 1232: 0.001264713345443041
Position 351: 0.0012139228847254425
Position 868: 0.000873442998116133
Position 1433: 0.0007227234915350162
Position 1021: 0.0004911922910689371
Position 582: 0.00036318208541528854
Position 130: 0.0003281325056391488
Position 1286: 0.0002806836718958413
Position 1549: 0.00020831769141589943
Position 994: 0.00018664042668372575
Position 140: 0.00018123423807196487
Position 579: 0.0001805801193975912
Position 1513: 0.00016312366770018119
Position 1065: 0.00016182368609057987
Position 248: 0.00013446804882692883
Position 1256: 0.00013265042218983582
Position 1855: 0.00010159611445600292
Position 1471: 8.667956163111698e-05
Position 109: 8.378458410856282e-05
Position 1813: 6.741154590151634e-05
Position 1346: 6.640181173080253e-05
Position 1358: 6.0638273956340175e-05
Position 277: 5.845723993712415e-05
Position 1316: 5.61291824129916e-05
Position 1328: 5.4574188991388914e-05
Position 1639: 4.8449534821998235e-05
Position 1126: 4.222226770574607e-05
Position 1582: 2.6726568140288187e-05
Position 1450: 2.2051643809599876e-05
Position 844: 1.988506879700395e-05
Position 272: 1.800825294896312e-05
Position 364: 1.79791919035987e-05
Position 1801: 7.700319261674653e-06
Position 1036: 6.4339077070327315e-06
Position 118: 4.991013932642109e-06
Position 740: 4.9512452520682314e-06
Position 1018: 4.58420840066336e-06
Position 812: 4.52865058465187e-06
Position 391: 4.339738632354385e-06
Position 372: 3.947138928190447e-06
Position 1078: 3.3420573038821797e-06
Position 385: 3.3191046454899035e-06
Position 165: 3.197095010679362e-06
Position 1000: 2.6087095477501245e-06
Position 114: 1.399255219207955e-06
Position 377: 8.297947342427015e-07
Position 615: 3.892633562363939e-07
Position 1099: 2.552328389295041e-07
Position 150: 2.529334288523866e-07
Position 77: 8.097665397234091e-10
Position 85: 3.825248073397143e-10
Position 641: 3.4644786534631543e-10
Position 265: 2.94769090011648e-10
