Gene = ms(2)34Fe
index = 1796
Annotated 5SS: [ 290  684 1847 2658 3524 4259 4489 4757 4923]
Annotated 3SS: [ 345  741 1908 2719 3638 4333 4548 4814 4982]
SMsplice 5SS: [ 290  684 1847 2658 4259 4757 4923]
SMsplice 3SS: [ 345  741 1908 2719 4548 4814 4982]
top_k =  1000
Partition function (log Z): 19.95199279011998

Sorted 5' Splice Sites (High to Low Probability):
Position 684: 0.9986101387562836
Position 4923: 0.9951993337850217
Position 1847: 0.9943584435205803
Position 290: 0.9853232893140264
Position 2658: 0.9749939056221214
Position 4259: 0.9314064207374306
Position 4757: 0.8588010900222558
Position 4489: 0.47571846699605697
Position 3090: 0.3746002418650025
Position 3524: 0.34677250913545876
Position 1569: 0.2700881524941286
Position 1393: 0.14671903542023212
Position 3939: 0.07296818531130063
Position 5137: 0.05474793265841929
Position 1723: 0.03082197393874602
Position 3529: 0.022947026198725014
Position 4768: 0.0170163112723047
Position 3789: 0.012609920957027091
Position 2179: 0.009593507349845857
Position 1247: 0.009320423150105742
Position 1074: 0.008851287061094308
Position 3667: 0.00866197374180769
Position 4670: 0.007249984892840568
Position 1259: 0.006906827251839941
Position 2820: 0.00620410406034777
Position 1387: 0.006180464828384957
Position 1536: 0.005528640603265497
Position 2463: 0.005046891311076275
Position 988: 0.0047600324873206335
Position 2160: 0.004140899656082127
Position 3491: 0.0041158452339609955
Position 1028: 0.0037132655785752306
Position 1301: 0.0036642346114747525
Position 1833: 0.0030836494856175656
Position 2318: 0.0029931222235083034
Position 1080: 0.0029830560015547286
Position 2162: 0.0027265444437061756
Position 3601: 0.0026918312156966385
Position 3268: 0.00253062775290676
Position 3970: 0.0020737121521293943
Position 2967: 0.0019604304313946084
Position 2812: 0.0016649840936326355
Position 1851: 0.0016648693569767368
Position 2283: 0.0015758151018564663
Position 443: 0.0013813771724845427
Position 4908: 0.0012250298364482974
Position 4934: 0.0011745130279768958
Position 3736: 0.0011330299142710198
Position 4893: 0.0011072380429211425
Position 1420: 0.0010733728477303542
Position 2763: 0.001016940493734163
Position 2024: 0.0008677744430538031
Position 4743: 0.0007780902968852437
Position 2019: 0.0007389060164798993
Position 3585: 0.0005926752838941455
Position 1070: 0.000590908293199778
Position 2191: 0.0005098867587971249
Position 5325: 0.0005080397092983791
Position 1363: 0.0004960920630707011
Position 2745: 0.00043093387402963636
Position 1950: 0.00042147098412690395
Position 1690: 0.0004200037887527543
Position 3151: 0.0004138375833867281
Position 1174: 0.0004111872546812454
Position 1170: 0.0003975670689087149
Position 1771: 0.0003832282060020759
Position 270: 0.0003501415138240066
Position 5085: 0.00032915077907454615
Position 323: 0.0003259511680401868
Position 787: 0.0002892917387438389
Position 1607: 0.00027650148971469
Position 297: 0.00027507886873720484
Position 4691: 0.00026801670001053504
Position 5182: 0.0002648864201881878
Position 2586: 0.000259433688015018
Position 1758: 0.00023897770052488007
Position 4638: 0.00023440379716286444
Position 2166: 0.0002306275611025165
Position 1516: 0.00021141569735214406
Position 5314: 0.00020398401918359866
Position 464: 0.00019268150857822087
Position 1529: 0.0001798434025153544
Position 1107: 0.0001754091486760183
Position 3136: 0.0001708977890835617
Position 2366: 0.00016656008151203842
Position 651: 0.00015641319780490166
Position 1940: 0.00015324270525504446
Position 1960: 0.00014849865888459318
Position 5139: 0.00013866845575924764
Position 4913: 0.00013543551070160142
Position 4722: 0.0001191289794272135
Position 5334: 0.00011653185814984348
Position 671: 0.00010940696099099125
Position 2666: 0.00010345947473594778
Position 1192: 0.00010331531882774369
Position 4254: 9.575470289751052e-05
Position 1592: 9.525990263786069e-05
Position 416: 9.424800866078686e-05
Position 1104: 8.252575287846025e-05
Position 4241: 7.690173835407206e-05
Position 2408: 7.382832200467199e-05
Position 4927: 7.350108877996584e-05
Position 5312: 6.510248648618841e-05
Position 1020: 6.269639857464128e-05
Position 5276: 5.945942132850635e-05
Position 1333: 5.648855806278027e-05
Position 4448: 5.47549398939248e-05
Position 294: 5.405837817717214e-05
