Gene = Cwc25
index = 1113
Annotated 5SS: [119 397]
Annotated 3SS: [173 458]
SMsplice 5SS: [119 397]
SMsplice 3SS: [173 458]
top_k =  1000
Partition function (log Z): 2.8681358135232364

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9985916147685504
Position 119: 0.989502570853519
Position 563: 0.06156172196607845
Position 944: 0.01104216454150716
Position 969: 0.009814966181413918
Position 123: 0.006620745068221299
Position 567: 0.0012903169965552846
Position 653: 0.0011842984691557586
Position 58: 0.0009924903265063109
Position 603: 0.0006765049836342401
Position 389: 0.0006488999266059801
Position 1673: 0.0005955575432525339
Position 501: 0.0004935886196378189
Position 590: 0.00045455622171945855
Position 54: 0.0003987764165635115
Position 105: 0.0003159891968577924
Position 885: 0.00023314007195685517
Position 65: 0.00011629483848743857
Position 410: 7.124994475296376e-05
Position 832: 6.030014453607686e-05
Position 635: 5.63819288625152e-05
Position 401: 3.082641556969205e-05
Position 720: 2.9315713894823962e-05
Position 1003: 2.4718204032587744e-05
Position 1586: 2.027136300054456e-05
Position 1507: 2.0029937745949886e-05
Position 383: 1.645426207981017e-05
Position 605: 9.090099272440445e-06
Position 1389: 5.9643176666684675e-06
Position 77: 3.478260081664251e-06
Position 640: 2.383725039923695e-06
Position 69: 2.3686822287274164e-06
Position 331: 2.13218410247327e-06
Position 888: 1.7245292001868256e-06
Position 1098: 1.4003285809663872e-06
Position 17: 1.173351294237771e-06
Position 1635: 2.1562458411406633e-07
Position 1589: 1.9572026711685439e-07
Position 1182: 1.678502768809899e-07
Position 128: 7.826429569146433e-08
Position 339: 1.1902576341320805e-08
Position 514: 9.564721184106921e-09
Position 147: 6.6540708307613215e-09
Position 743: 5.744677004324289e-09
Position 487: 1.5011858038488916e-09
Position 222: 5.790860573167459e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9976965432759389
Position 458: 0.8136458171595382
Position 462: 0.18146706582405914
Position 652: 0.03924287597819769
Position 1028: 0.0236928731948622
Position 640: 0.010963625596983238
Position 775: 0.004735528013104868
Position 703: 0.0025668213710067617
Position 853: 0.0018646363296582604
Position 467: 0.0014934265350305409
Position 700: 0.0012231545989760055
Position 727: 0.0010086369313672967
Position 1741: 0.0007651408676169392
Position 664: 0.0005543155783279521
Position 784: 0.0005300360420352157
Position 748: 0.0004686717249332634
Position 1832: 0.0003332673618691524
Position 1101: 0.0002528722173425807
Position 505: 0.0002171499590318587
Position 1045: 0.0001995458382402491
Position 1425: 0.00016050533597383845
Position 1571: 0.00015059659922642596
Position 850: 0.00014429687343309766
Position 215: 0.0001420024949381386
Position 935: 0.00013660573798788942
Position 927: 0.00012761599123676482
Position 182: 9.647298912987089e-05
Position 988: 7.330075890674855e-05
Position 1069: 7.27639017654005e-05
Position 487: 6.910457738573762e-05
Position 1413: 6.333111833459731e-05
Position 793: 5.5262569443951845e-05
Position 859: 5.448708962947602e-05
Position 1372: 3.990067023284041e-05
Position 1066: 3.7514036663123994e-05
Position 1146: 3.627240336030451e-05
Position 873: 3.614038120986771e-05
Position 894: 3.056969991237731e-05
Position 856: 2.8441291238844484e-05
Position 484: 2.810834330355687e-05
Position 1072: 2.7315047034862125e-05
Position 1042: 2.4311757954266843e-05
Position 1213: 1.9545896870168735e-05
Position 1089: 1.755939167551615e-05
Position 1473: 1.6480976693098158e-05
Position 1051: 1.4599812108600449e-05
Position 1764: 1.4328395980210971e-05
Position 1788: 1.4032074063384595e-05
Position 1057: 1.3539171328434303e-05
Position 1086: 1.3452341260802692e-05
Position 944: 1.3131068577986843e-05
Position 1428: 1.2632260865576214e-05
Position 1431: 1.217434165737968e-05
Position 1003: 1.2122396413649758e-05
Position 469: 1.1964757765075793e-05
Position 1501: 1.1375882064642171e-05
Position 1369: 1.1126800595548806e-05
Position 100: 1.0285627934248422e-05
Position 1239: 9.810921335601295e-06
Position 968: 8.822979997692159e-06
Position 1529: 8.154479175197737e-06
Position 1245: 7.449606791227425e-06
Position 1200: 7.281550638165661e-06
Position 230: 6.82261386978064e-06
Position 1669: 6.054284679462701e-06
Position 1507: 5.849065070215431e-06
Position 1233: 4.994065039083612e-06
Position 1485: 4.578953200800215e-06
Position 1607: 4.447857402904194e-06
Position 832: 3.996907976791638e-06
Position 533: 3.958471199787218e-06
Position 670: 3.5248022239011196e-06
Position 1386: 2.8949285928261065e-06
Position 1080: 2.543103813976001e-06
Position 1109: 2.14132034753815e-06
Position 838: 2.064280666050176e-06
Position 556: 1.9067405376059865e-06
Position 880: 1.8747480978755355e-06
Position 1275: 1.8341459671759537e-06
Position 514: 1.3926857042501242e-06
Position 1115: 1.3851917070745406e-06
Position 218: 1.3037629775768222e-06
Position 800: 1.1954694084555538e-06
Position 888: 1.1521308741883527e-06
Position 1512: 1.1435156421337322e-06
Position 1517: 1.1046424787487764e-06
Position 1461: 1.088760342936373e-06
Position 1681: 1.0795157893684045e-06
Position 958: 9.359378008206584e-07
Position 1284: 7.972124893056074e-07
Position 898: 7.467501765913175e-07
Position 754: 7.176294110516944e-07
Position 736: 7.00427852950491e-07
Position 1357: 6.699141760779042e-07
Position 1077: 5.425718113918694e-07
Position 820: 4.5896981846208227e-07
Position 574: 4.4658492399517804e-07
Position 811: 3.7010029409432524e-07
Position 543: 3.1273254802045786e-07
Position 236: 2.2827568492496066e-07
Position 814: 2.6440857078461703e-08
Position 823: 2.2576423391025917e-08
Position 119: 1.0116773107501454e-08
Position 331: 6.989143970067313e-09
Position 269: 6.151837627374155e-09
Position 523: 4.5371448718285835e-09
Position 263: 4.466087453878235e-09
Position 316: 3.4821138936573574e-09
Position 885: 3.18190616918383e-09
Position 808: 2.074464055062346e-09
Position 550: 1.900851069130941e-09
Position 909: 1.2646146411829552e-09
Position 595: 1.211613939149767e-09
Position 284: 1.086070989913265e-09
Position 248: 1.057389961368231e-09
Position 281: 7.866030536673155e-10
Position 113: 7.519533598521426e-10
Position 304: 3.8132882060521324e-10
Position 553: 3.3372952912885895e-10
Position 339: 2.5496516009762644e-10
Position 243: 1.2533764318942756e-10
Position 377: 3.955558888991121e-11
Position 254: 3.556300894824231e-11
Position 563: 2.603123900814923e-11
Position 308: 2.561327762001019e-11
Position 123: 1.491964057210849e-11
Position 538: 1.0797463517424592e-11
Position 296: 7.811243691657264e-12
Position 679: 3.993280604694938e-12
Position 293: 3.554224942071287e-12
Position 397: 2.08827913656157e-12
Position 239: 9.515446825949786e-13
Position 346: 8.27488220279559e-13
Position 257: 7.225620028170408e-13
Position 360: 6.403980334183808e-14
Position 383: 5.0969105203440613e-14
Position 306: 4.001520369567254e-14
Position 371: 1.458228965804774e-16
Position 401: 1.0714519896197136e-17
