Gene = Ca-beta
index = 1051
Annotated 5SS: [36855 37518 37800 37981 40092 40323 40561 41283 43665]
Annotated 3SS: [37400 37577 37865 39594 40154 40445 41018 43207 43814]
SMsplice 5SS: [  236 26219 26389 26579 28384 37518 37800 37981 40092 40323 41283]
SMsplice 3SS: [26093 26278 26449 28252 37400 37577 37865 38127 40154 40445 46175]
top_k =  1000
Partition function (log Z): 15.144382051304252

Sorted 5' Splice Sites (High to Low Probability):
Position 28384: 0.9999999999999993
Position 37518: 0.9983901550093297
Position 37800: 0.991863878475383
Position 236: 0.9675998167141865
Position 40092: 0.9501309940821671
Position 40323: 0.942374605287886
Position 37981: 0.7448579608395562
Position 38825: 0.6857701939612727
Position 41283: 0.6462345380831106
Position 3951: 0.4201152024327133
Position 40561: 0.41158919127650806
Position 26579: 0.30450125862309796
Position 13841: 0.14595764369168984
Position 38221: 0.14249440369218078
Position 26571: 0.11282681551978122
Position 37960: 0.10154319871033417
Position 33177: 0.09846771736307552
Position 45326: 0.08011625172499366
Position 39077: 0.06643482973755788
Position 41990: 0.059436094615139025
Position 42477: 0.059358716565624005
Position 40343: 0.05582281123833562
Position 38577: 0.05159151776905388
Position 38331: 0.042358842889534766
Position 37942: 0.036225869192227984
Position 38022: 0.029319093506438482
Position 224: 0.02879673156593811
Position 46402: 0.025727345237262056
Position 46267: 0.0212923548042215
Position 43341: 0.01911610073987328
Position 39741: 0.010983226085372569
Position 40087: 0.009901207332940105
Position 45771: 0.009756452788240366
Position 39281: 0.008716296098609288
Position 42812: 0.008204490250180302
Position 39436: 0.0049035654108067145
Position 12675: 0.004882181844528323
Position 41555: 0.004741864390900258
Position 41649: 0.0045516696644060635
Position 8757: 0.004271298834392569
Position 38311: 0.003859465797272024
Position 37703: 0.0037274945971193037
Position 42683: 0.0031732884850146368
Position 38591: 0.0028065922669666754
Position 38397: 0.0027377323178149116
Position 42040: 0.0025618104035344596
Position 38955: 0.002305403458436021
Position 6539: 0.0022390297538494508
Position 11870: 0.0018535383513802526
Position 240: 0.0017042799585812373
Position 37752: 0.0016888791679566736
Position 42888: 0.0016858447369069761
Position 38048: 0.0016469439692759213
Position 38339: 0.0015697326140537338
Position 37522: 0.001532572318637904
Position 40327: 0.0012768210149727078
Position 38637: 0.0011381556860186773
Position 42169: 0.0010812071487534263
Position 41816: 0.0008477042528277684
Position 294: 0.0007361486840956396
Position 39144: 0.0006936337696521807
Position 42390: 0.0006646545119642966
Position 41441: 0.0006510982368698877
Position 39945: 0.0005083378381819291
Position 38173: 0.0003803144421352128
Position 40380: 0.00037673644718530573
Position 41508: 0.0003440286291229028
Position 40067: 0.0003391547108407829
Position 43054: 0.00028167729109236883
Position 40637: 0.0002643511582459531
Position 735: 0.000255029418046105
Position 250: 0.0002547761127987277
Position 152: 0.00024238997350583007
Position 38214: 0.00022315388939108148
Position 41982: 0.0002201787751387716
Position 40009: 0.00019345883225131425
Position 38675: 0.0001905864833153072
Position 37747: 0.00018371014466947585
Position 37924: 0.00017840973787905525
Position 38032: 0.00015770469916546017
Position 39768: 0.00015717408846608206
Position 40817: 0.00014926877117829313
Position 2197: 0.00014459161631591325
Position 40837: 0.00012880416505844244
Position 40313: 0.00011193860818863365
Position 40790: 0.00010763759296682058
Position 39140: 0.00010005034867586117
Position 37734: 9.613492322207207e-05
Position 38532: 9.561900044363332e-05
Position 1429: 9.354836578924889e-05
Position 37718: 8.985464267271506e-05
Position 41959: 8.686534681851881e-05
Position 38096: 8.024873764636212e-05
Position 41617: 6.233226851004967e-05
Position 38113: 5.206101612187314e-05
Position 2412: 5.187595596358894e-05
Position 42116: 5.080022128762067e-05
Position 38667: 5.037504662000215e-05
Position 41992: 4.792564128373736e-05
Position 38554: 4.449389228823601e-05
Position 38349: 4.094350207124923e-05
Position 2442: 3.833503232583043e-05
Position 40600: 3.775520335890876e-05
Position 40263: 2.8904668990614265e-05
Position 1370: 2.7369012978886166e-05
Position 38455: 2.644397703652672e-05
Position 38970: 2.4542037123152174e-05
Position 40218: 1.9053600222373857e-05
Position 1643: 1.494974740250981e-05
Position 38641: 1.4322237920586677e-05
Position 38233: 1.4252601890680813e-05
Position 38371: 1.414001230492293e-05
Position 41415: 1.3653951671577392e-05
Position 284: 1.3573442421683055e-05
Position 1040: 1.3518284133509252e-05
Position 39081: 1.2106591892856202e-05
Position 39170: 8.385683775110887e-06
Position 38038: 8.317962670369852e-06
Position 37836: 7.352951804893144e-06
Position 39714: 7.007870072948521e-06
Position 38697: 6.698450125386676e-06
Position 38347: 5.738833853104821e-06
Position 242: 4.218518009619374e-06
Position 37889: 4.1540009358104115e-06
Position 455: 4.0325555606947854e-06
Position 1164: 3.829488685746949e-06
Position 37667: 2.922473916745918e-06
Position 38130: 2.5286524164666213e-06
Position 40256: 2.010889717752972e-06
Position 37647: 1.4712807667773769e-06
Position 41266: 1.1959960764538987e-06
Position 41230: 1.0980263576725322e-06
Position 41301: 1.080051773748195e-06
Position 38101: 1.0074425940783014e-06
Position 1842: 8.873219138530417e-07
Position 38391: 8.64457217966235e-07
Position 38235: 8.513584037195243e-07
Position 37662: 7.128369802829966e-07
Position 37907: 6.793175743471005e-07
Position 37838: 2.8946552178499203e-07
Position 42845: 2.7042819739981024e-07
Position 41326: 2.3823600445095698e-07
Position 41292: 2.17768464038134e-07
Position 40187: 2.089242601893944e-07
Position 41316: 2.031013039687526e-07
Position 40412: 1.638502305591318e-07
Position 37611: 1.195053602319042e-07
Position 41559: 9.491080603431552e-08
Position 40794: 6.863084874550967e-08
Position 41345: 6.333867212728429e-08
Position 38798: 4.827770658427914e-08
Position 539: 3.6236909484820354e-08
Position 537: 3.1862144647010085e-08
Position 41206: 2.655741995889856e-08
Position 541: 2.3646535550354242e-08
Position 41515: 1.4182538325409687e-08
Position 504: 6.485754831731591e-09
Position 40448: 5.157144669151497e-09
Position 40243: 4.699348804804982e-09
Position 40416: 3.9688034671295944e-10
Position 40583: 3.1157026574562327e-10
Position 40540: 2.3659367207338773e-10
Position 40713: 5.009930027014465e-11
Position 40482: 3.1225693963891454e-11
Position 37862: 4.70363410099558e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 28252: 1.0
Position 40445: 0.9992228022786992
Position 37577: 0.9983349797503782
Position 37400: 0.9964563586102106
Position 37865: 0.995942295974885
Position 40154: 0.9951090818829561
Position 38127: 0.4958306244090296
Position 26449: 0.41732807414287987
Position 46175: 0.3202696024932084
Position 39594: 0.28980205300448264
Position 3749: 0.17929744220199254
Position 38894: 0.17504625982558208
Position 45174: 0.1729935175168808
Position 38637: 0.16109713600641112
Position 38560: 0.1552894452193484
Position 13756: 0.1270423256551579
Position 3833: 0.12464047358894544
Position 38455: 0.108223288717184
Position 39201: 0.1073014424033966
Position 46943: 0.10590970009207036
Position 32560: 0.09140592212908671
Position 43207: 0.08911207616442633
Position 45109: 0.08239400063168585
Position 39809: 0.07465408068067579
Position 38885: 0.07417796907040428
Position 42253: 0.07158871506866293
Position 41709: 0.05255848373266068
Position 43008: 0.049083884030108015
Position 46464: 0.04888145094137222
Position 45846: 0.04748545767711301
Position 3385: 0.04234709581129832
Position 39540: 0.03761320777287649
Position 38172: 0.03744079039828345
Position 45424: 0.03674143782514763
Position 40711: 0.032991427931126915
Position 39110: 0.032478925511960355
Position 39497: 0.029709344733208864
Position 39365: 0.026626745921221523
Position 45589: 0.025894339582017423
Position 38691: 0.025559880813692353
Position 2528: 0.02455987575970547
Position 46319: 0.021292354804221505
Position 41756: 0.019637137540528916
Position 13073: 0.018915318036532
Position 2665: 0.018339323736275497
Position 42548: 0.01654017587191536
Position 39207: 0.016104419900176005
Position 41374: 0.014132300365404719
Position 44944: 0.014045250130078056
Position 41490: 0.01340845178672622
Position 42466: 0.010149360802791867
Position 39606: 0.009543974292529876
Position 40829: 0.00940414023785704
Position 47033: 0.009315556595058077
Position 43929: 0.009144124708626331
Position 40637: 0.00873759424831787
Position 45191: 0.008198323926303507
Position 39020: 0.007689318641166994
Position 3414: 0.007291933285963734
Position 39271: 0.007156835392896647
Position 31915: 0.007061795233988456
Position 41718: 0.006692332539541388
Position 39621: 0.005943048214762486
Position 42653: 0.005621940309533097
Position 45383: 0.005011013417807125
Position 41358: 0.0049539231345099325
Position 40163: 0.004787868802009195
Position 46474: 0.004768120905137115
Position 40658: 0.004266098551958538
Position 39081: 0.004241274068124737
Position 38798: 0.004192511057093226
Position 41607: 0.003723463962917919
Position 8444: 0.003707521166300154
Position 36522: 0.003487055073444304
Position 42747: 0.0033921780212725888
Position 45396: 0.003311920313924125
Position 44923: 0.003238576531529147
Position 43229: 0.0027361239681721328
Position 38129: 0.00266654529969952
Position 3680: 0.0025883379489746857
Position 39458: 0.0025383845685069176
Position 38653: 0.0023518144683490763
Position 42967: 0.0022984766247625523
Position 40774: 0.0022381383786316458
Position 41872: 0.002207496914024176
Position 2862: 0.002089541743168797
Position 39025: 0.001904270945006585
Position 6302: 0.0018236243738097976
Position 11557: 0.001699638401398424
Position 41169: 0.0016898954706520775
Position 41018: 0.001623090747497577
Position 41501: 0.001612445386143575
Position 3869: 0.0016010305294826893
Position 3239: 0.0015801096324127293
Position 39896: 0.0015109738078559556
Position 1968: 0.001479984620205048
Position 12091: 0.001468550969538462
Position 42094: 0.0014327338314540114
Position 1893: 0.0014246230879453158
Position 12395: 0.0013689648528348753
Position 3206: 0.001359316686152688
Position 38257: 0.001345410187745175
Position 41626: 0.001289784286491226
Position 40786: 0.0012706681159635287
Position 44121: 0.0012419012965378643
Position 42437: 0.001144043752958779
Position 38297: 0.0011133278757732793
Position 43260: 0.0010938194356538765
Position 2900: 0.001072578643406802
Position 38606: 0.001054718865420556
Position 3006: 0.001029676377690348
Position 37579: 0.0009740050973651741
Position 2803: 0.0009311989162879589
Position 2272: 0.000916004670289282
Position 3252: 0.0009140657323708599
Position 40801: 0.0008732824731407754
Position 12617: 0.0008553278930038198
Position 38270: 0.0008404068355373053
Position 3644: 0.0007866663073887809
Position 38527: 0.0007781506522367278
Position 38277: 0.0007564685980569148
Position 12114: 0.000717544020235029
Position 2964: 0.0007095100960094077
Position 1946: 0.0006932068498205897
Position 40401: 0.0006842765308456313
Position 2955: 0.0006106400908926883
Position 42119: 0.0005998664221879273
Position 38591: 0.0005572944886852198
Position 38484: 0.0005380362810512529
Position 3508: 0.000510858743416
Position 41396: 0.0005044785800307443
Position 42044: 0.0004913852571853761
Position 2548: 0.0004662043367795836
Position 41816: 0.00046481888920569636
Position 38524: 0.0004508607362609155
Position 41562: 0.00043210906238494147
Position 37876: 0.000428642294071443
Position 37614: 0.0004241385817959279
Position 2765: 0.00040970332195156326
Position 3553: 0.00039999978483269206
Position 38391: 0.0003928966225817729
Position 38944: 0.00033426853381658456
Position 41897: 0.00028437247385914503
Position 42902: 0.0002596138286689259
Position 3913: 0.0002567401803539913
Position 41047: 0.0002531178774708086
Position 6344: 0.00023991268418625046
