Gene = DCTN6-p27
index = 1121
Annotated 5SS: [94]
Annotated 3SS: [160]
SMsplice 5SS: [94]
SMsplice 3SS: [160]
top_k =  1000
Partition function (log Z): -6.787970090659363

Sorted 5' Splice Sites (High to Low Probability):
Position 94: 0.9905413072813456
Position 53: 0.005299736728018023
Position 43: 0.002248446860694232
Position 274: 0.0018440532269988284
Position 109: 0.0015135604259227527
Position 498: 0.0009499504759406587
Position 240: 0.0003790344059644227
Position 321: 0.00029567656251400356
Position 211: 0.00020857167716850796
Position 258: 0.0001751529828230792
Position 237: 5.809535547943967e-05
Position 227: 2.9859856762460477e-05
Position 462: 2.617583027762595e-05
Position 490: 1.8656086694482253e-05
Position 411: 1.8382734144737377e-05
Position 495: 1.623371213214965e-05
Position 235: 1.2624120890775946e-05
Position 455: 1.242342076657795e-05
Position 523: 1.1980589989443318e-05
Position 250: 7.651528113954073e-06
Position 493: 3.125035334660307e-06
Position 399: 2.990065134590455e-06
Position 186: 9.501701168925934e-07
Position 472: 8.99727174070455e-07
Position 441: 7.896614740836003e-07
Position 348: 6.329864206067586e-07
Position 480: 4.52756651366901e-07
Position 390: 4.112331592915684e-07
Position 357: 4.096389769235924e-07
Position 474: 3.1873966641527147e-07
Position 633: 2.7025760746405186e-07
Position 183: 2.5222872830128186e-07
Position 552: 3.9244810165596626e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 160: 0.9432640797407591
Position 138: 0.05177418036838764
Position 179: 0.0037147631510747324
Position 399: 0.0016578957279802275
Position 566: 0.001115305752154813
Position 324: 0.000975791934319784
Position 93: 0.00027814678722960925
Position 103: 0.00019592636364545456
Position 306: 0.00017210839482115282
Position 487: 0.00012052240660415303
Position 561: 0.00011967449384599502
Position 273: 0.00011582983049227835
Position 338: 8.988918427625934e-05
Position 202: 1.8800964842262302e-05
Position 526: 1.6322837982181574e-05
Position 614: 1.4179881173619343e-05
Position 605: 1.1162954460676452e-05
Position 575: 7.1520636514564085e-06
Position 596: 5.252150344190098e-06
Position 308: 5.17400788235562e-06
Position 109: 3.131988330658245e-06
Position 632: 9.134577254088647e-07
Position 515: 8.76740529868809e-07
Position 411: 5.418520864875684e-07
Position 194: 4.153353591650782e-07
Position 683: 3.8377588602036915e-07
Position 437: 2.2315657524280198e-07
Position 293: 1.559500489431709e-07
Position 593: 9.633182272685685e-08
Position 455: 8.922153634804342e-08
Position 662: 4.664729963433268e-08
Position 425: 4.4866044102548314e-08
Position 250: 1.3168149166842423e-08
Position 691: 1.200517441008304e-08
Position 680: 7.2584697018602e-09
Position 708: 4.84366782682653e-09
Position 197: 1.22313778074516e-11
Position 449: 1.0275195441401384e-12
Position 199: 3.703957760716641e-15
Position 373: 3.4392332372458174e-21
