Gene = oaf
index = 1828
Annotated 5SS: [ 342 2533 2934]
Annotated 3SS: [2418 2614 3443]
SMsplice 5SS: [ 342 2533 2934]
SMsplice 3SS: [2418 2614 4761]
top_k =  1000
Partition function (log Z): -1.1214273228180183

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9899866437658177
Position 2934: 0.9874071312362704
Position 342: 0.4926204766265458
Position 2358: 0.3431017548760606
Position 1329: 0.09342077819615675
Position 1218: 0.07510025683315823
Position 2275: 0.05632291783729818
Position 580: 0.051789713035893345
Position 3515: 0.04259126590034265
Position 4347: 0.038123890090893786
Position 28: 0.033923165647339305
Position 144: 0.03287895883135012
Position 4385: 0.02661224938454559
Position 222: 0.026106675600180113
Position 626: 0.024009665407406237
Position 896: 0.021170206463753154
Position 1020: 0.018954637233735118
Position 2793: 0.012827512280382085
Position 4369: 0.01200747695547166
Position 226: 0.010797297584285008
Position 1370: 0.009648442825366595
Position 4204: 0.009328525484206724
Position 2972: 0.007953549830845045
Position 938: 0.005897320346654648
Position 1461: 0.00573455702913655
Position 5746: 0.005612498331040546
Position 773: 0.005036275297645405
Position 2317: 0.0041997914270496
Position 365: 0.003969015486736811
Position 523: 0.0037077808926928133
Position 1114: 0.003697494650487289
Position 4341: 0.0035966796862569876
Position 3795: 0.0033515940573847105
Position 665: 0.0029237911601408097
Position 1348: 0.0029219006925068794
Position 5031: 0.0028637860732854035
Position 1212: 0.0028203587797968306
Position 4685: 0.0027392524442635493
Position 1356: 0.0026485465396663176
Position 632: 0.00223051051966394
Position 2959: 0.0020859164456050964
Position 709: 0.0019114121449224156
Position 612: 0.0018701784146225528
Position 1876: 0.0018663503109905648
Position 904: 0.0018346464852474413
Position 1012: 0.001367701842398648
Position 5107: 0.001361652244931455
Position 1809: 0.0013546521696583046
Position 11: 0.0013244175960915134
Position 257: 0.0011810866525773633
Position 266: 0.0010806856349192939
Position 2003: 0.0010628024066561379
Position 4594: 0.0010439087299155022
Position 1965: 0.0008551683954277823
Position 5111: 0.0008194679831069638
Position 2254: 0.0007325779693125383
Position 2537: 0.0007139221069887165
Position 594: 0.0007052930389342124
Position 263: 0.0006918984147996375
Position 1821: 0.0006084901110717864
Position 4542: 0.000603857179477852
Position 5511: 0.0006022747759921687
Position 1244: 0.0005705340599180095
Position 3188: 0.0005625370588727014
Position 2009: 0.000520426687973077
Position 1024: 0.0005126210758730353
Position 5207: 0.0004834629569226078
Position 4180: 0.00039122581157915635
Position 45: 0.0003408036679007365
Position 926: 0.00031703143821883785
Position 2515: 0.0003051541198844309
Position 1406: 0.0002894600069277008
Position 330: 0.00026574560385594415
Position 4393: 0.00023250914691213856
Position 1168: 0.00019936572372725834
Position 730: 0.00019538569975750282
Position 1250: 0.00017963229738990992
Position 4199: 0.00017182974199915016
Position 1353: 0.00016693460597775955
Position 1100: 0.00015882392550590067
Position 588: 0.00015385831396466166
Position 25: 0.00013512809415431565
Position 1390: 0.00013507545471787773
Position 214: 0.00012673026104186627
Position 3894: 0.00012583064416250871
Position 5082: 0.00012385866597357007
Position 1110: 0.000121940341302182
Position 1608: 0.00010903532957964659
Position 3568: 0.00010257576282146142
Position 1128: 9.626330817982843e-05
Position 285: 9.141808365226328e-05
Position 3586: 8.485011411784064e-05
Position 219: 7.825230766793611e-05
Position 4596: 7.763337799871327e-05
Position 806: 7.026840748259052e-05
Position 827: 6.68373502517268e-05
Position 4410: 6.557041771985194e-05
