Gene = gry
index = 1720
Annotated 5SS: [   63  1084  1369  1865  2326  2818  3113 10707 11565 11818]
Annotated 3SS: [  131  1137  1426  1926  2382  2918 10197 10769 11622 11876]
SMsplice 5SS: [ 1084  1369  1865  2326  2818  3113 10707 11565 11818]
SMsplice 3SS: [ 1137  1426  1926  2382  2918 10197 10769 11622 11876]
top_k =  1000
Partition function (log Z): 15.93145205733924

Sorted 5' Splice Sites (High to Low Probability):
Position 2326: 0.9967406787806087
Position 1369: 0.9884265953629485
Position 3113: 0.9792632818420628
Position 11818: 0.9769735600836812
Position 11565: 0.9698068207363953
Position 1865: 0.9549636424801348
Position 1084: 0.9517270857650704
Position 10707: 0.9112496942507377
Position 10948: 0.7050731550838009
Position 2818: 0.5957739485132754
Position 63: 0.41129082093071895
Position 3648: 0.32066852590971806
Position 67: 0.06427698492874616
Position 4275: 0.05456852098029786
Position 4901: 0.039323821576502604
Position 38: 0.02681585922337085
Position 3717: 0.023300707242847975
Position 2699: 0.019471973042039226
Position 3117: 0.014953203207548803
Position 2835: 0.014136148163684636
Position 77: 0.010667165423921958
Position 10404: 0.010377005210350232
Position 1042: 0.009845949866883195
Position 2822: 0.008001548000904874
Position 17: 0.007082997238819008
Position 1357: 0.006702062372097481
Position 3665: 0.0040825829230669965
Position 11154: 0.0036404682030329485
Position 831: 0.0033710052217267483
Position 1653: 0.0026396935358317126
Position 4051: 0.00262111787173928
Position 508: 0.002099674794564006
Position 10449: 0.001838113919912425
Position 1319: 0.0016283154938786129
Position 11469: 0.0014145375149859118
Position 11900: 0.0013305548621164686
Position 6862: 0.001231521432394124
Position 2479: 0.0010147983274743913
Position 4471: 0.0010039625627641425
Position 21: 0.0010009820770893244
Position 10925: 0.0009182900216663874
Position 2989: 0.0006258927774035404
Position 574: 0.0005347193527720417
Position 12176: 0.0005315236883100244
Position 5233: 0.0005279539519984404
Position 11043: 0.0005180431995561561
Position 3273: 0.0005013271948391711
Position 2089: 0.0004857016389314608
Position 401: 0.00043574960804249817
Position 2783: 0.000421790189916628
Position 433: 0.00037788643884148845
Position 4006: 0.0003737719628354251
Position 3007: 0.00034640309279526747
Position 3654: 0.00033951687907787846
Position 3944: 0.00031992664425091894
Position 12072: 0.00030649765913954294
Position 1382: 0.0002996162702376617
Position 638: 0.00029939043242082063
Position 2966: 0.0002883396047674004
Position 3131: 0.00027264099645120946
Position 634: 0.0002662997908145418
Position 11441: 0.0002378656449783646
Position 3522: 0.00023176767805901835
Position 4607: 0.00023095352153626353
Position 229: 0.00022214280428235978
Position 2126: 0.00021617267381300495
Position 294: 0.0001954299628956193
Position 245: 0.00018445666959346468
Position 437: 0.00017336154934726646
Position 3804: 0.00015879115213068016
Position 290: 0.00015263830819233924
Position 12074: 0.00013711606625537053
Position 695: 0.00012626911313527698
Position 4281: 0.00012585853339324544
Position 641: 0.000122957517608804
Position 644: 0.00012046768583405412
Position 2321: 0.0001159672586266206
Position 411: 0.00010995155721773218
Position 12059: 0.00010679857431717483
Position 764: 8.828163859291107e-05
Position 3786: 8.660929624323206e-05
Position 11968: 8.522649123017439e-05
Position 3094: 8.359390716726466e-05
Position 702: 7.825573418784004e-05
Position 3420: 7.725997673111607e-05
Position 3158: 7.270043020666201e-05
Position 2716: 6.691786595336804e-05
Position 2330: 6.233517938348722e-05
Position 11686: 6.109039137724379e-05
Position 1873: 5.439672394062809e-05
Position 3678: 5.249189511607058e-05
Position 11947: 5.1419545499222206e-05
Position 3857: 5.1129410365308376e-05
Position 3934: 4.6507820237475306e-05
Position 495: 4.5586216540902404e-05
Position 132: 4.503477781858215e-05
Position 4226: 4.1190513621841934e-05
Position 370: 4.077875138818174e-05
Position 471: 3.81835909370656e-05
Position 3573: 3.79845778568508e-05
Position 700: 3.660362703621996e-05
Position 431: 3.580960632785945e-05
Position 2551: 3.488984930100022e-05
Position 12133: 3.432157610025415e-05
Position 571: 3.3543194930281674e-05
Position 2054: 3.316611771715101e-05
Position 1793: 3.287723411174788e-05
Position 110: 3.1656760771879965e-05
Position 11372: 3.0801508689175295e-05
Position 11782: 2.5662483376521836e-05
Position 3416: 2.286079196022284e-05
Position 3110: 2.2777224285155293e-05
Position 2182: 2.2129568702785057e-05
Position 3414: 2.1072610636517687e-05
Position 6169: 2.0369099649342872e-05
Position 846: 1.9030579323548662e-05
Position 4290: 1.7826977532473938e-05
Position 1312: 1.6484622503574797e-05
Position 1323: 1.637054074044814e-05
Position 535: 1.628954645823585e-05
Position 3355: 1.5099036628495381e-05
Position 3070: 1.3613430512618532e-05
Position 664: 1.3409283375955632e-05
Position 713: 1.2534583298359203e-05
Position 503: 1.2381806314818555e-05
Position 3098: 1.2179772189373299e-05
Position 10941: 1.1940282893910592e-05
Position 12089: 1.1823337565281866e-05
Position 2240: 1.1652694603130108e-05
Position 2284: 1.0222908491658133e-05
Position 1434: 9.783288633459003e-06
Position 11931: 9.508967443439035e-06
Position 12084: 9.434931274925487e-06
Position 383: 8.302148235201401e-06
Position 11937: 7.557655599281569e-06
Position 1625: 7.208837615419142e-06
Position 1648: 6.995951858528229e-06
Position 1012: 6.6083459368489935e-06
Position 11806: 6.498683094664308e-06
Position 3426: 5.965364732362202e-06
Position 11812: 5.826178059262777e-06
Position 2666: 5.038242888039726e-06
Position 1702: 4.967261427650256e-06
Position 1882: 4.5374612142986506e-06
Position 2138: 4.515272760207461e-06
Position 12078: 4.437759209307751e-06
Position 11109: 4.368586732393603e-06
Position 12096: 4.064415534245634e-06
Position 2207: 3.5689736934691472e-06
Position 1530: 3.3718780575679756e-06
Position 679: 3.254826754437938e-06
Position 2260: 3.1895759714522166e-06
Position 542: 2.932159850077239e-06
Position 868: 2.6200458607295836e-06
Position 1239: 2.598020823593263e-06
Position 3298: 2.592283322158244e-06
Position 460: 2.585309416599702e-06
Position 1784: 2.5063987184647027e-06
Position 1030: 2.4939966154782605e-06
Position 2193: 2.454868129014987e-06
Position 11970: 2.322985842327088e-06
Position 3261: 1.92681564311928e-06
Position 943: 1.9117367473391993e-06
Position 1829: 1.8615832978194713e-06
Position 2010: 1.7737110376592802e-06
Position 1088: 1.7068412803646046e-06
Position 2161: 1.7001143276523225e-06
Position 2279: 1.6953396806908206e-06
Position 1926: 1.6613022687224014e-06
Position 757: 1.5736588462415764e-06
Position 1046: 1.5639041791807935e-06
Position 12076: 1.5215297706214015e-06
Position 919: 1.5061507477579027e-06
Position 11822: 1.3177302602315896e-06
Position 2030: 1.2527931072931242e-06
Position 1671: 1.2293630025331152e-06
Position 212: 1.0501734588274072e-06
Position 284: 1.0349644162027756e-06
Position 1890: 1.0309374448787927e-06
Position 1697: 6.946954292228284e-07
Position 5242: 6.766639428088738e-07
Position 1298: 6.751864896820325e-07
Position 2638: 6.144365556767601e-07
Position 1634: 5.364002676372397e-07
Position 1988: 4.4506127589164507e-07
Position 5035: 4.173726199987289e-07
Position 449: 3.090287195598713e-07
Position 2249: 2.968933287814234e-07
Position 3025: 2.961275140038075e-07
Position 1956: 2.8264975187055717e-07
Position 2308: 2.673451027499395e-07
Position 194: 2.6583350072362595e-07
Position 2252: 2.6066449326359983e-07
Position 204: 2.049356595997456e-07
Position 1249: 2.0068595783002937e-07
Position 2335: 1.7679418671197617e-07
Position 1285: 1.6723670710853782e-07
Position 172: 1.3281826581470506e-07
Position 3660: 1.0579044330673668e-07
Position 4332: 9.920410175335322e-08
Position 3999: 7.283064947142978e-08
Position 4012: 7.176698300374937e-08
Position 2423: 5.5784209389414764e-08
Position 1769: 4.647470735199105e-08
Position 1130: 3.2572547395395755e-08
Position 649: 8.38196749680581e-09
Position 11789: 2.774265540860306e-09
Position 11939: 2.723172987318258e-09
Position 11721: 1.7755983635452664e-09
Position 2743: 1.1880489234638982e-09
Position 2338: 1.1094952082244859e-09
Position 3662: 9.281948088737407e-10
Position 3086: 3.7998123179413713e-10
Position 151: 2.092798522350658e-10
Position 2905: 1.4698535178426481e-10
Position 12101: 1.2800357594829841e-10
Position 3222: 9.235775302275098e-11
Position 178: 9.105807657529079e-11
Position 134: 1.9949860718205247e-11
Position 2262: 1.5829482315322616e-11
Position 1930: 1.2434403591816715e-11
Position 961: 1.1469407763712466e-11
Position 11836: 1.14245975774579e-11
Position 2007: 7.2016929761962234e-12
Position 2065: 2.100101371075975e-12
Position 626: 1.2151871423339477e-13
Position 3037: 2.625353072155843e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1426: 0.9989476511264684
Position 11622: 0.9980188420824957
Position 10769: 0.9954486391434583
Position 2382: 0.9529532485633041
Position 11876: 0.9458561576993522
Position 1926: 0.925373016830431
Position 10197: 0.9252290161831744
Position 1137: 0.8579554937443213
Position 2918: 0.5467616813780246
Position 3179: 0.32754383808354154
Position 147: 0.3097774110514026
Position 11010: 0.21827623277243274
Position 11108: 0.1952717423016222
Position 131: 0.18037116808252115
Position 11080: 0.13937976093237742
Position 1151: 0.09245722799590386
Position 2879: 0.08349180352063422
Position 11468: 0.05512183583190048
Position 11223: 0.04007363532774143
Position 11391: 0.02367046977534465
Position 4640: 0.02036251583028749
Position 887: 0.01644325731160005
Position 12045: 0.014546164493009455
Position 2506: 0.013741165435771908
Position 2415: 0.012510462906875176
Position 3251: 0.012414469686550971
Position 3187: 0.012242881225100564
Position 151: 0.012058757907958295
Position 11931: 0.011892310959127923
Position 3261: 0.011674172739011645
Position 3066: 0.010734336311889116
Position 3721: 0.009664539397434016
Position 3536: 0.008966440686939225
Position 3278: 0.008550809733465656
Position 2161: 0.00780355928128781
Position 2125: 0.006748401092461575
Position 3237: 0.00560689240621204
Position 1255: 0.005443711387080946
Position 2033: 0.005256701301843078
Position 329: 0.005165189686903623
Position 11511: 0.004668900761652406
Position 4538: 0.004606402091016074
Position 4371: 0.003931977540716869
Position 3776: 0.003597025576245775
Position 3334: 0.0035557435274850275
Position 4605: 0.0033766063742216254
Position 2622: 0.0032770484947165137
Position 2821: 0.003121496804959216
Position 2234: 0.0029904997956108157
Position 2052: 0.00263578285059572
Position 11894: 0.002556670983355249
Position 11020: 0.0025525669068791647
Position 10798: 0.0024644488751210595
Position 2611: 0.00233360157214485
Position 2763: 0.00229523552630337
Position 3347: 0.001811731285819133
Position 1709: 0.0017695907095422543
Position 1961: 0.0016809119220009593
Position 943: 0.0016135355988346827
Position 2982: 0.0015907772243683334
Position 899: 0.0014944187805449162
Position 11270: 0.0013790270006120394
Position 3847: 0.0013603502682072548
Position 1285: 0.0012897908637480979
Position 4217: 0.0012739363386570508
Position 11240: 0.00119469407696255
Position 12137: 0.001183017761967173
Position 4121: 0.0010896144351857202
Position 12224: 0.0010496201428552715
Position 2089: 0.0010386407790331778
Position 159: 0.001036804023013782
Position 11144: 0.001035238114887832
Position 10983: 0.0009182894175317316
Position 4666: 0.000910479747340424
Position 4402: 0.0007843140126807188
Position 2721: 0.0007636820838974054
Position 1217: 0.000748268499559868
Position 2095: 0.0007051965660832922
Position 3377: 0.0006668987543656319
Position 12155: 0.0006656676219410971
Position 11937: 0.0006606858390836953
Position 1261: 0.0006532175916861594
Position 4009: 0.0005843212543467586
Position 2135: 0.0005578069584417241
Position 1269: 0.0005231304931117311
