Gene = Utx
index = 1589
Annotated 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
Annotated 3SS: [ 214  885 2243 2698 2888 3181 3423 3744 3942 4705 4928 5404 5688 5904]
SMsplice 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
SMsplice 3SS: [ 214  885 2243 2698 2888 3181 3426 3744 3942 4705 4928 5404 5688 5904]
top_k =  1000
Partition function (log Z): 44.1257046127827

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9995049301220202
Position 3878: 0.9983222899532126
Position 5615: 0.9967215093770482
Position 3363: 0.9858506066738202
Position 3685: 0.9804746646801096
Position 5349: 0.9794514753393022
Position 4846: 0.9793037130942965
Position 2420: 0.9568516454853715
Position 998: 0.936214677974539
Position 3115: 0.9339449838565927
Position 5816: 0.9179337055772911
Position 163: 0.8364352706222817
Position 4647: 0.8193641002460668
Position 562: 0.767836375990994
Position 4552: 0.2999532289543311
Position 2650: 0.13884818066744298
Position 5825: 0.05801403318244648
Position 1417: 0.057846920028522694
Position 2091: 0.053145414184397846
Position 4661: 0.045649441462576976
Position 1274: 0.03432233086794794
Position 321: 0.03086983707980017
Position 391: 0.0277569552004526
Position 1715: 0.02637043476078952
Position 2000: 0.022754637034005307
Position 4652: 0.02254949840488606
Position 3081: 0.018582307688718658
Position 2123: 0.018117429385016905
Position 796: 0.017666217602565204
Position 1640: 0.017654865241648957
Position 316: 0.017638246409584127
Position 5828: 0.016967896192205026
Position 4197: 0.013459937045285484
Position 1405: 0.013060514180556381
Position 4812: 0.01260150776298471
Position 5338: 0.012360900788269118
Position 2596: 0.010777416827943337
Position 6048: 0.010504978542830279
Position 2041: 0.009182987545508385
Position 2069: 0.009042152689328106
Position 4500: 0.00883974429694939
Position 1836: 0.008584221580842002
Position 6124: 0.00808964084917428
Position 2045: 0.007399930908709062
Position 3548: 0.0064189295926909895
Position 2095: 0.006199691234916012
Position 3679: 0.004812833578982068
Position 5860: 0.004583150331091109
