Gene = Acp36DE
index = 10
Annotated 5SS: [214]
Annotated 3SS: [272]
SMsplice 5SS: [ 65 214]
SMsplice 3SS: [128 272]
top_k =  1000
Partition function (log Z): -5.401719008924307

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9694340198781735
Position 65: 0.6426292578660918
Position 988: 0.6164603308132666
Position 523: 0.1180225133709245
Position 385: 0.04382474472718452
Position 1350: 0.03577008471111384
Position 492: 0.01376137275059179
Position 306: 0.005869900565130325
Position 282: 0.0032418681612457036
Position 585: 0.003154095204946674
Position 291: 0.0014722854689009366
Position 527: 0.0008904113547822696
Position 407: 0.0008410942917073922
Position 559: 0.0007161903283791666
Position 380: 0.0006796083333883737
Position 196: 0.000603077733755252
Position 389: 0.00044950036269847973
Position 620: 0.00036999004553655147
Position 1778: 0.0003555270374483809
Position 875: 0.000308339821295829
Position 1813: 0.00023823907217095214
Position 1040: 0.00023355252537336698
Position 336: 0.00023347535181259134
Position 2797: 0.00021796276132010975
Position 58: 0.00017006180888135968
Position 459: 0.00014630157489621933
Position 2105: 0.00013595077277548452
Position 2563: 0.00011422631937800135
Position 69: 0.00011362050608253799
Position 257: 9.559545968063565e-05
Position 157: 8.696180555763128e-05
Position 112: 8.175773368485348e-05
Position 863: 5.77637213689794e-05
Position 181: 3.7436677215113826e-05
Position 641: 3.393161257610314e-05
Position 785: 3.2206934321664344e-05
Position 1415: 2.7115998386805758e-05
Position 255: 2.608862188947791e-05
Position 731: 2.412141816193874e-05
Position 977: 2.052869667130939e-05
Position 78: 1.6125821232006483e-05
Position 27: 5.687690540194931e-06
Position 272: 4.618670765809027e-06
Position 1106: 2.2498035142851586e-06
Position 1151: 1.9228045664071313e-06
Position 18: 1.403418639318756e-06
Position 659: 9.420047018934866e-07
Position 1070: 5.638930553480645e-07
Position 6: 9.525891510719964e-08
Position 123: 6.222783089366424e-08
Position 242: 5.0474404824902546e-08
Position 1939: 2.849195566405345e-08
Position 140: 2.6965470030839505e-08
Position 611: 2.987731506328356e-10
Position 525: 2.662475315657456e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.939224652461218
Position 128: 0.5995313536800502
Position 1064: 0.21624521385768647
Position 1226: 0.11651855950630051
Position 611: 0.11523832413459026
Position 2207: 0.047486207985638094
Position 707: 0.045894138000362114
Position 2306: 0.02996790717850705
Position 1232: 0.027268367656647644
Position 2643: 0.021839372990893734
Position 1519: 0.021780769308859624
Position 753: 0.02011575019098139
Position 2561: 0.01976676846496571
Position 1664: 0.019764030567113063
Position 2826: 0.018739264712768693
Position 140: 0.01661192527534598
Position 1151: 0.014721829024097436
Position 1463: 0.014299732565680472
Position 1844: 0.012529350795223852
Position 1402: 0.01150482637540423
Position 168: 0.011301348227807834
Position 2246: 0.00853671114650726
Position 336: 0.007021591955264126
Position 362: 0.0068084985801442855
