Gene = Slob
index = 1505
Annotated 5SS: [  640 12290 13381 19079 19534 23543 23841 24108 25775 26121 26332 30155]
Annotated 3SS: [12203 13303 18614 19413 23334 23603 23925 25563 25994 26188 29067 30291]
SMsplice 5SS: [  640  5646  5843 12290 13381 19079 19534 19935 23543 23841 24108 25775
 26121 26332 30155]
SMsplice 3SS: [ 4822  5713 12203 13303 18614 19413 19856 23334 23603 23925 25563 25877
 26188 29944 30303]
top_k =  1000
Partition function (log Z): 39.931121229594815

Sorted 5' Splice Sites (High to Low Probability):
Position 24108: 0.999626007018096
Position 23841: 0.999104890664796
Position 23543: 0.9983731942710456
Position 26332: 0.9981978591790643
Position 26121: 0.9979504230134142
Position 25775: 0.9865050161858653
Position 30155: 0.970701717582007
Position 12290: 0.9411785174982706
Position 5646: 0.9348313802034466
Position 19079: 0.9116724946649037
Position 13381: 0.8688468416916005
Position 19534: 0.8542490606913492
Position 640: 0.8098714642130893
Position 19935: 0.5806242114313133
Position 5843: 0.5479933893804573
Position 20669: 0.38996499989532224
Position 4196: 0.3774962458123779
Position 5789: 0.341858213372858
Position 31739: 0.32674058863610955
Position 20025: 0.30217228902367327
Position 67: 0.29660332670427764
Position 24389: 0.27941910045427537
Position 32059: 0.2749699359486469
Position 5406: 0.21212101606106326
Position 1142: 0.19219536610443413
Position 20925: 0.17888606837076046
Position 457: 0.17881608031231752
Position 1675: 0.12424250720439617
Position 4272: 0.09252809394905397
Position 5293: 0.0717014431706531
Position 6395: 0.0647631521764787
Position 3584: 0.059758521983914
Position 17894: 0.05320605067670976
Position 27146: 0.05058356384901341
Position 5275: 0.04866939454216304
Position 19530: 0.04510107559577597
Position 5492: 0.0445446917221571
Position 20397: 0.04201749644103749
Position 22360: 0.04160872631869111
Position 31688: 0.0412875905095292
Position 5375: 0.03981492012180932
Position 19991: 0.034654397506272125
Position 20942: 0.03400628697373619
Position 5395: 0.03038668056032336
Position 26824: 0.026208544472385888
Position 2860: 0.02507139071194096
Position 4186: 0.02501979205025108
Position 3995: 0.024284182857453186
Position 17716: 0.024213986190065418
Position 1418: 0.02389640706005907
Position 24561: 0.023341688968247037
Position 22248: 0.021669999500393358
Position 14596: 0.02106696069843198
Position 401: 0.02027496148901565
Position 4401: 0.01610745000540674
Position 20952: 0.015595608547007382
Position 27841: 0.014514320088879554
Position 28356: 0.01432901422498681
Position 24752: 0.0137306723730362
Position 20804: 0.013715087512117068
Position 12568: 0.01316451461405318
Position 1387: 0.013041889866916692
Position 20351: 0.012354051498079992
Position 24767: 0.012271222765877617
Position 12672: 0.012145395506391451
Position 30304: 0.012094974349639671
Position 9909: 0.01158393402655462
Position 7145: 0.01148493746830182
Position 20689: 0.011232130924327417
Position 25779: 0.01069537157174108
Position 26: 0.010694705133724678
Position 32508: 0.010237316495433711
Position 11534: 0.010196854653298053
Position 6323: 0.009393616850039806
Position 31698: 0.009189449248678365
Position 3655: 0.009115769104898107
Position 21193: 0.009081738536221727
Position 17898: 0.00884082349393946
Position 3286: 0.008222236358719996
Position 12566: 0.008057148682312843
Position 28136: 0.007827368269489297
Position 30937: 0.007608749571536654
Position 2245: 0.007488131479718158
Position 19301: 0.00711460582713506
Position 2213: 0.007038390537745703
Position 4855: 0.006738923350696423
Position 30569: 0.006454511517565431
Position 4521: 0.006191236216889379
Position 30518: 0.005687976469085626
Position 20673: 0.005012053287147135
Position 52: 0.004962469878193485
Position 4708: 0.004827243257368366
Position 4203: 0.004788207891686696
Position 17790: 0.004784616066116206
Position 19924: 0.004652992245039508
Position 3770: 0.004185536225678279
Position 5846: 0.003976422904208477
Position 24532: 0.003966579998780966
Position 19658: 0.0038006158677906937
Position 20324: 0.003759585972403311
Position 758: 0.003673283310993528
Position 31101: 0.003655023597014408
Position 5808: 0.003403987587675441
Position 3199: 0.003246656534848979
Position 30457: 0.003077195035680671
Position 32648: 0.003041394940062441
Position 5327: 0.002981992021542473
Position 20441: 0.002970500125339394
Position 25448: 0.0029559096841762773
Position 16591: 0.0028917102836773915
Position 4657: 0.0027651739557804818
Position 24644: 0.002735630865820094
Position 5062: 0.0024408125211303404
Position 25890: 0.0023989760404548475
Position 30364: 0.0022249582626092793
Position 1390: 0.002180183543848431
Position 7329: 0.0021237736248975506
Position 3971: 0.0021207018465666215
Position 2606: 0.002088838493631914
Position 31941: 0.002077156772197997
Position 30159: 0.0020505960477003255
Position 30477: 0.0020407190879825885
Position 15039: 0.0019181371041055487
Position 21106: 0.0019109136551884822
Position 20052: 0.0018928023104212016
Position 2149: 0.0018507694893308048
Position 20608: 0.0017304788237410983
Position 9847: 0.0016192903582538118
Position 12294: 0.0016093686128351285
Position 912: 0.0015691611465753217
Position 5465: 0.0014817001076468637
Position 25794: 0.0013654152138878025
Position 20261: 0.001297419693880161
Position 20011: 0.0012392691210375791
Position 493: 0.0011880697634873423
Position 25895: 0.0011856103333198011
Position 2219: 0.0011488133982040817
Position 24935: 0.0011381912705905695
Position 3607: 0.0011049773110560906
Position 2155: 0.0010595895800891957
Position 1198: 0.0010115204875809037
Position 2297: 0.000979013844207627
Position 31573: 0.0009684258777029599
Position 31015: 0.0009204750810333158
Position 708: 0.000918699217318237
Position 298: 0.0008846095387576167
Position 21154: 0.0008531263984522938
Position 20477: 0.000822585773175444
Position 24816: 0.0008074741036630176
Position 1553: 0.0007973495748557942
Position 5535: 0.0007629332952532815
Position 20250: 0.0007418927023372738
Position 25784: 0.0007171968491488587
Position 12633: 0.0007036933377563118
Position 23860: 0.0006837338444580337
Position 769: 0.0006649632869215055
Position 30729: 0.0006623724759954047
