Gene = Chs2
index = 1071
Annotated 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
Annotated 3SS: [ 138  438 1079 1307 2001 2286 3666 4724 6100]
SMsplice 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
SMsplice 3SS: [ 138  438 1052 1307 2001 2286 3666 5829 6100]
top_k =  1000
Partition function (log Z): 10.371313113235193

Sorted 5' Splice Sites (High to Low Probability):
Position 2178: 0.9924798840718273
Position 5955: 0.9777914056974272
Position 381: 0.9448806041827003
Position 77: 0.8933779503777259
Position 2851: 0.8420722383492999
Position 1207: 0.7562834884428691
Position 1515: 0.7312103027758887
Position 612: 0.6771517076792039
Position 3917: 0.6003689425691866
Position 3606: 0.3591743396274618
Position 2416: 0.30689483606649104
Position 5623: 0.20303651015930863
Position 4679: 0.2001894676534213
Position 5693: 0.1345420478570754
Position 4359: 0.12638528983928882
Position 2447: 0.09070415759386728
Position 3195: 0.0852124246314559
Position 4801: 0.062136860947035764
Position 7192: 0.047151613835516096
Position 7245: 0.04156891936267283
Position 3921: 0.030838917885842365
Position 1743: 0.028066531911318478
Position 565: 0.0231897605821903
Position 3751: 0.02143694603675619
Position 4394: 0.019485884634260358
Position 1558: 0.017153040431766353
Position 633: 0.015259821518890505
Position 5239: 0.014950646646668567
Position 81: 0.014561916786717302
Position 1480: 0.012676454483924054
Position 616: 0.012469507379765635
Position 1550: 0.011194187006149367
Position 984: 0.010504440558252578
Position 3088: 0.010037870009898857
Position 733: 0.008485516925456127
Position 659: 0.007855145078399281
Position 603: 0.007572677916153674
Position 3943: 0.006024312381065211
Position 7290: 0.005944337437148999
Position 6764: 0.005428691425897647
Position 385: 0.005251487762183308
Position 365: 0.005151365435100184
Position 2895: 0.00480245207958857
Position 5201: 0.004796474877433809
Position 6481: 0.003967899887229871
Position 376: 0.0034653097574508635
Position 2134: 0.0034541693349089547
Position 3967: 0.003239526282265954
Position 5224: 0.0031292454456053388
Position 55: 0.0026340635071909
Position 1789: 0.002532104973293647
Position 5989: 0.0024079684220814643
Position 2692: 0.0023362866300130755
Position 715: 0.0019964378560861154
Position 4385: 0.0018668307416308814
Position 6598: 0.0016213967875444617
Position 342: 0.0016071938217622546
Position 4026: 0.0015385824391622848
Position 1800: 0.0014615913934544983
Position 73: 0.001432599269311571
Position 5219: 0.0012539664056315206
Position 1830: 0.0012159119327619788
Position 6407: 0.0012138429251896616
Position 5632: 0.0012110416985672706
Position 5362: 0.0011947849997915871
Position 3900: 0.0011371307895182003
Position 1428: 0.001049866306211637
Position 3272: 0.0009920303256107164
Position 644: 0.0008090008499185003
Position 1761: 0.0007704221710654545
Position 913: 0.0006989248255178719
Position 1628: 0.0006827666972631283
Position 3131: 0.0006614110835824257
Position 3768: 0.0005663240476156539
Position 924: 0.0005318163441348446
Position 4561: 0.0005140026263449833
Position 1249: 0.0004729218394622237
Position 3427: 0.00046691781413116625
Position 2175: 0.00043543667650398156
Position 6615: 0.000427257368393332
Position 3766: 0.0004135757165234231
Position 2184: 0.0003251196465566769
Position 5930: 0.0002992721108852332
Position 4213: 0.000292737302960559
Position 1406: 0.00026951609554612464
Position 4342: 0.0002690844419338159
Position 1242: 0.0002569137415526998
Position 2208: 0.0002502830026765486
Position 627: 0.00020876231727160618
Position 929: 0.00018941152227397448
Position 3819: 0.00017276982847491435
Position 2182: 0.00017074801642863588
Position 6171: 0.0001495531406965882
Position 796: 0.0001386388603149063
Position 367: 0.00013434223529414414
Position 1211: 0.00013347343837161744
Position 769: 0.00012970778023438845
Position 1519: 0.00012520448800116597
Position 390: 0.00012066220775805974
Position 2073: 0.00010754194778005345
Position 3120: 0.00010582390817433816
Position 3201: 9.614503992210292e-05
Position 2855: 8.159527065048654e-05
Position 3078: 5.742612403987441e-05
Position 763: 5.638270309978869e-05
Position 1080: 5.597764453887851e-05
Position 7418: 4.967189880404051e-05
Position 1182: 4.82191397164457e-05
Position 7230: 4.2909393197644845e-05
Position 498: 3.926528883952656e-05
Position 4847: 3.6650660418617007e-05
Position 2906: 3.627028110418763e-05
Position 3343: 2.7428934230008054e-05
Position 4303: 2.2957949115032492e-05
Position 1152: 2.242114541806393e-05
Position 742: 1.9822911273897763e-05
Position 85: 1.860652610978834e-05
Position 1598: 1.8240265022763255e-05
Position 119: 1.761099546038225e-05
Position 808: 1.6016127175335418e-05
Position 2769: 1.0424028994729181e-05
Position 281: 8.158357344244771e-06
Position 3256: 7.840065494382464e-06
Position 1328: 7.4557048593224735e-06
Position 758: 6.701685594884386e-06
Position 1159: 6.646861301522069e-06
Position 359: 6.559503475085959e-06
Position 5430: 5.561240547500837e-06
Position 301: 5.20110958467603e-06
Position 5002: 5.1498506801858105e-06
Position 2420: 5.066368597837105e-06
Position 569: 4.277095179517157e-06
