Gene = mTTF
index = 1782
Annotated 5SS: [ 493 1138]
Annotated 3SS: [ 556 1192]
SMsplice 5SS: [ 493 1138]
SMsplice 3SS: [ 556 1192]
top_k =  1000
Partition function (log Z): 1.6599217636388823

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9969980861623112
Position 1138: 0.9957344652619392
Position 661: 0.20302658894927822
Position 751: 0.044664946346569444
Position 1018: 0.02023464007597533
Position 958: 0.010545518445489703
Position 185: 0.0020351297642170413
Position 1323: 0.001714382325308959
Position 1114: 0.0007005874387708619
Position 397: 0.0006011223873584314
Position 1202: 0.0006007660103549227
Position 1343: 0.0005856734186333718
Position 235: 0.0005653292448061214
Position 804: 0.000502701345240472
Position 736: 0.00041055774051778314
Position 202: 0.00040810463156013807
Position 841: 0.0002454631834689792
Position 1481: 0.0002300817070915033
Position 665: 0.00021082479508480032
Position 1492: 0.0002055946751385073
Position 1487: 0.00020199989921315282
Position 894: 0.00014315455989524336
Position 1369: 0.0001384486815133726
Position 64: 0.00011887793588053169
Position 856: 9.347885656912409e-05
Position 464: 9.058584551668083e-05
Position 1247: 7.796838155874213e-05
Position 1123: 5.924618052755797e-05
Position 795: 5.287060220330242e-05
Position 1466: 2.655299657432176e-05
Position 1042: 2.6306874854945908e-05
Position 441: 2.4571803910006038e-05
Position 709: 2.3625672021635332e-05
Position 640: 1.752207943702905e-05
Position 707: 1.7190046349501697e-05
Position 1039: 1.6318064304391275e-05
Position 951: 1.4691589237798188e-05
Position 1419: 1.3442549290422149e-05
Position 328: 1.3327334070768264e-05
Position 588: 1.1285576633274097e-05
Position 903: 6.844979308330406e-06
Position 24: 6.707661689187391e-06
Position 777: 6.212734546674548e-06
Position 1067: 6.046614818905655e-06
Position 1421: 5.947986353940137e-06
Position 1484: 5.411464067208809e-06
Position 33: 5.393363899444943e-06
Position 223: 5.250004876940487e-06
Position 1142: 5.000338515991738e-06
Position 459: 4.58764603871421e-06
Position 303: 4.573284714068038e-06
Position 1029: 4.266611287664757e-06
Position 1129: 4.148067684083961e-06
Position 647: 3.3493960317740676e-06
Position 843: 3.080296023459397e-06
Position 378: 2.7413493329759003e-06
Position 1326: 2.443582269122106e-06
Position 521: 2.3376830630480324e-06
Position 53: 1.3838902349834416e-06
Position 13: 1.3777413567139982e-06
Position 536: 1.1773414006984854e-06
Position 619: 1.1694854918102467e-06
Position 898: 1.147317228981449e-06
Position 479: 1.044687880567301e-06
Position 1152: 9.652556677690802e-07
Position 1231: 9.318895007934258e-07
Position 1061: 8.931995853649664e-07
Position 414: 7.081738282705102e-07
Position 1378: 4.6880253849045755e-07
Position 261: 2.500823655936282e-07
Position 1079: 1.1395339332191262e-07
Position 543: 2.2716653759347824e-09
Position 908: 1.2613607518144584e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 556: 0.9942921872437493
Position 1192: 0.9889174141510971
Position 894: 0.132444861469514
Position 722: 0.08748469838251578
Position 1073: 0.031025743708242577
Position 1017: 0.01591424733073058
Position 822: 0.005654226405092792
Position 1278: 0.005408312141868292
Position 903: 0.004101232860555692
Position 1387: 0.002375535436466293
Position 275: 0.001889485369469566
Position 813: 0.001851157283204412
Position 1359: 0.001752793724502802
Position 1113: 0.0017493993304834123
Position 1079: 0.0011622190189229937
Position 1543: 0.0006927106037999496
Position 729: 0.0006024801846109796
Position 771: 0.0005722701344729651
Position 234: 0.0004903685235729216
Position 1199: 0.0003781005390288722
Position 603: 0.0002955088086320868
Position 1513: 0.00027167986153924846
Position 1231: 0.00022605053678319942
Position 864: 0.00021271080485154827
Position 400: 0.00020488112301996964
Position 1419: 0.00017980649164549918
Position 1294: 0.00017824415393695307
Position 296: 0.00014835251345714015
Position 1054: 0.000105144311339448
Position 924: 9.938270320600407e-05
Position 996: 8.941142702218617e-05
Position 984: 6.9949533534505e-05
Position 801: 5.508921429653331e-05
Position 1239: 5.0420696800942726e-05
Position 1246: 4.492927594918607e-05
Position 1172: 3.810324601854075e-05
Position 238: 3.6430899209757383e-05
Position 936: 3.633004554239474e-05
Position 1297: 3.349811711519083e-05
Position 1225: 2.9178532900180114e-05
Position 106: 2.645053341911328e-05
Position 315: 2.6228749394383117e-05
Position 740: 2.475472668083078e-05
Position 588: 2.298715198018139e-05
Position 1430: 2.2080883106597762e-05
Position 573: 2.0998237981843495e-05
Position 163: 1.9531336661178525e-05
Position 431: 1.8206816181200405e-05
Position 113: 1.6510737999746803e-05
Position 579: 1.4077483920595376e-05
Position 1407: 1.1902404544262535e-05
Position 185: 1.1309347046515772e-05
Position 1201: 1.061808575603992e-05
Position 1427: 1.0124410073205476e-05
Position 1492: 9.576571104081757e-06
Position 942: 8.28829153110973e-06
Position 1398: 5.560314815071384e-06
Position 350: 5.4615067087902355e-06
Position 915: 4.207793543698505e-06
Position 454: 4.205994491586011e-06
Position 73: 4.081662267342071e-06
Position 699: 4.075118035643164e-06
Position 166: 3.9413455208763765e-06
Position 367: 3.2877554571881093e-06
Position 1208: 3.2131310648627545e-06
Position 125: 2.9791195628119548e-06
Position 1027: 2.8906157888184096e-06
Position 1089: 2.6439962437763854e-06
Position 1084: 2.6099409849185634e-06
