Gene = osp
index = 1831
Annotated 5SS: [  875 49598 53262 77490 78657 86750 87014 87228 87490 87654 88209]
Annotated 3SS: [49570 53180 77423 78079 84095 86878 87087 87339 87541 87859 88464]
SMsplice 5SS: [  875 33327 53262 77490 78657 84600 86750 87014 87228 87490 87654 88209]
SMsplice 3SS: [32972 53180 77423 78079 84095 86233 86878 87087 87339 87541 87748 88464]
top_k =  1000
Partition function (log Z): -82.09853495453504

Sorted 5' Splice Sites (High to Low Probability):
Position 3604: 0.9999999613004524
Position 875: 0.9735526150416297
Position 33327: 0.8687210013262379
Position 221: 0.02667023928477353
Position 3319: 0.026645354224342527
Position 3279: 0.010558594292035215
Position 1505: 0.002906811829799452
Position 266: 0.0016560883437177335
Position 1285: 0.0010286897377795926
Position 508: 0.0009777034940383308
Position 2205: 0.0008680841017643927
Position 956: 0.000837163030878757
Position 1147: 0.0007125385196133461
Position 254: 0.0006451946572431935
Position 1310: 0.0004274213056077964
Position 907: 0.00021492354140302815
Position 1750: 0.0002127413769417395
Position 485: 0.00018423141849343455
Position 250: 0.0001699635715662949
Position 2454: 0.0001684933219016301
Position 3323: 0.00016146939523528845
Position 256: 0.00015364322823185707
Position 30: 0.00013733491122092358
Position 428: 0.00012009911275488907
Position 2463: 0.00011253822345433674
Position 124: 9.130116242383186e-05
Position 1101: 7.71554163546336e-05
Position 270: 7.539389723930354e-05
Position 1903: 6.73025175006613e-05
Position 575: 6.0496374375674e-05
Position 2584: 5.6311744726757e-05
Position 2589: 5.097922615415964e-05
Position 479: 4.3109938409958725e-05
Position 227: 4.185965112889116e-05
Position 2017: 3.897153255247695e-05
Position 2347: 3.846411743900117e-05
Position 689: 3.2647818249900935e-05
Position 1609: 3.087618606728558e-05
Position 211: 3.0248980884514135e-05
Position 814: 2.5948693581914513e-05
Position 533: 2.1781595343366104e-05
Position 366: 2.1615103400721615e-05
Position 879: 2.1246887075443208e-05
Position 2626: 2.1217567830613998e-05
Position 953: 1.9456505881091257e-05
Position 1149: 1.8704603800051965e-05
Position 935: 1.8228537025602677e-05
Position 1326: 1.773492740379879e-05
Position 1387: 1.6430790194444942e-05
Position 1761: 1.5253096867523918e-05
Position 276: 9.48924390583424e-06
Position 225: 7.929588414747999e-06
Position 2253: 7.49738135210605e-06
Position 2075: 5.513930287217107e-06
Position 1758: 5.220574436937163e-06
Position 308: 4.763169750171342e-06
Position 473: 4.509851899420711e-06
Position 1092: 4.46403528261968e-06
Position 2400: 4.131695815181916e-06
Position 2208: 3.6321119641374465e-06
Position 284: 3.3778581473914772e-06
Position 1151: 3.306694689182064e-06
Position 628: 3.1523188076491428e-06
Position 233: 3.0664245999902624e-06
Position 784: 2.9770595193919404e-06
Position 1142: 2.5378804379002317e-06
Position 391: 2.2126951508288916e-06
Position 219: 2.1457830082831746e-06
Position 417: 2.0592948027032977e-06
Position 1173: 1.678069057025184e-06
Position 1263: 1.6576286055762415e-06
Position 1237: 1.3787530519687282e-06
Position 19: 1.262011426513745e-06
Position 1278: 1.1932619552905425e-06
Position 203: 1.0074920567779518e-06
Position 1111: 9.109910582417352e-07
Position 1185: 8.535197413275567e-07
Position 1070: 7.799780184041442e-07
Position 258: 6.7082974718836e-07
Position 278: 6.510261825681694e-07
Position 1660: 6.425407567013784e-07
Position 1329: 6.089782764718396e-07
Position 12103: 5.5256556157929e-07
Position 611: 4.91942077198385e-07
Position 664: 4.0302100674124437e-07
Position 364: 3.9238697272403387e-07
Position 1379: 3.297522748844319e-07
Position 1020: 2.9311597192543804e-07
Position 84: 2.9058372396525413e-07
Position 50: 2.8438079097546243e-07
Position 1227: 2.198250899923733e-07
Position 260: 2.050735544098825e-07
Position 11919: 1.7665265113713073e-07
Position 495: 1.7628556310039362e-07
Position 10857: 6.341053335424872e-08
Position 286: 6.28473091844298e-08
Position 632: 3.84485408741418e-08
Position 5933: 3.081213305515616e-08
Position 14279: 2.605525497912033e-08
Position 14051: 2.3605037050625495e-08
Position 7452: 1.6413065025419128e-08
Position 10945: 1.3005192356408663e-08
Position 6103: 1.1231636309913575e-08
Position 5937: 8.850633097429362e-09
Position 13886: 8.161210780285376e-09
Position 7802: 8.133637416272206e-09
Position 15115: 6.949204528697397e-09
Position 12751: 6.710996594949334e-09
Position 11851: 6.319151128753888e-09
Position 15412: 6.222051115857612e-09
Position 996: 5.850704071405641e-09
Position 11989: 4.538824601780955e-09
Position 6128: 4.122860708896015e-09
Position 9071: 4.074742949850713e-09
Position 5014: 3.939221076016815e-09
Position 989: 3.1704968039340958e-09
Position 11266: 3.0943030373748437e-09
Position 7: 2.6955572039994026e-09
Position 15720: 2.3471045789098058e-09
Position 825: 2.305941862099698e-09
Position 11909: 2.217897853638575e-09
Position 11007: 2.1566708768902603e-09
Position 15089: 2.0287410350474453e-09
Position 12907: 1.7271450506507046e-09
Position 13017: 1.6150671778391442e-09
Position 15212: 1.295203435477542e-09
Position 11134: 1.2553370088590736e-09
Position 5148: 9.711954564107289e-10
Position 5733: 3.247691699896812e-10
Position 15690: 2.8392740702623055e-10
Position 15359: 2.6849158438701284e-10
Position 975: 1.6829557774960289e-10
Position 5925: 9.638889117835079e-11
Position 14288: 8.076551401448975e-11
Position 5655: 6.306643668007443e-11
Position 5946: 4.3074955034862274e-11
Position 6387: 1.4165189654341771e-11
Position 5950: 1.1861542809650036e-11
Position 6207: 1.1145887458176497e-11
Position 3634: 3.000936136866516e-12
Position 3619: 2.7253738166032213e-12
Position 1403: 2.133521407900792e-12
Position 1419: 1.973489651854892e-12
Position 5720: 9.888353288959175e-13
Position 5577: 3.203591537232012e-13
Position 1201: 1.6421057014066208e-13
Position 2173: 8.645550979644831e-14
Position 4154: 3.160049931033791e-14
Position 3970: 2.9280968992040935e-14
Position 3968: 2.3331117123212495e-14
Position 4616: 2.3042930297063243e-14
Position 3789: 2.2182655267776498e-14
Position 4033: 1.9530057607636226e-14
Position 4490: 1.5467026222172922e-15
Position 2063: 1.4947195781309294e-15
Position 1531: 6.328687589559625e-16
Position 1032: 4.3150958673777583e-16
Position 1027: 1.9086282082737622e-16
Position 1742: 6.328388565216427e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 32972: 0.9999836785136249
Position 35269: 0.7675074139376453
Position 1371: 0.2522414643071167
Position 3433: 0.1275175347367695
Position 3405: 0.1229379782047827
Position 3520: 0.11939573184553728
Position 33397: 0.1012135873885849
Position 2776: 0.07546643988756163
