Gene = Ripalpha
index = 1428
Annotated 5SS: [106 559 684]
Annotated 3SS: [307 617 737]
SMsplice 5SS: [106 559 684]
SMsplice 3SS: [307 617 737]
top_k =  1000
Partition function (log Z): -0.9460404601939283

Sorted 5' Splice Sites (High to Low Probability):
Position 559: 0.990207754123004
Position 684: 0.9561106041154535
Position 106: 0.4834897476275314
Position 194: 0.17852977701433959
Position 242: 0.040838618868206306
Position 68: 0.02086759609928061
Position 842: 0.01690285518016517
Position 239: 0.014261748517405897
Position 906: 0.012932346302530892
Position 706: 0.007688070376945291
Position 381: 0.005666268603787275
Position 952: 0.0044880596525563475
Position 189: 0.002543867904976481
Position 1143: 0.0010271786847028791
Position 165: 0.0009496435893013926
Position 1186: 0.0009045307412059162
Position 229: 0.0008175505669435726
Position 187: 0.0005483284815603275
Position 1159: 0.0005300905775504726
Position 918: 0.00044001065116976417
Position 1328: 0.0003654213052502222
Position 110: 0.0003345563450457287
Position 1413: 0.00027869260508329703
Position 114: 0.00024314425622695034
Position 123: 0.0002102536765262975
Position 11: 0.00016458952168568373
Position 132: 0.0001416350810725397
Position 1109: 0.0001314750600452455
Position 1309: 0.00010698064722180497
Position 150: 9.135732680050568e-05
Position 1470: 8.417309633717287e-05
Position 772: 7.692718866233551e-05
Position 839: 6.858267636151252e-05
Position 573: 6.335461010122475e-05
Position 71: 5.834806836445963e-05
Position 295: 3.7364745172594254e-05
Position 130: 3.6496455111574096e-05
Position 174: 1.5745143131292733e-05
Position 73: 1.5578967482381548e-05
Position 1380: 1.4988948717472088e-05
Position 585: 1.3736569019069246e-05
Position 1204: 1.3425831326679221e-05
Position 1196: 1.1415166236301461e-05
Position 922: 8.768799677713496e-06
Position 1137: 5.726023421213481e-06
Position 968: 5.696048403486981e-06
Position 1146: 5.663309140649977e-06
Position 571: 5.149135634924096e-06
Position 1052: 4.435919958992182e-06
Position 1243: 6.898096355567219e-07
Position 499: 3.0958733219191704e-07
Position 457: 7.315000344469722e-08
Position 614: 1.8642627564726935e-08
Position 472: 5.045121539962587e-09
Position 831: 4.174351112489069e-09
Position 789: 5.595966040340351e-10
Position 970: 5.267718354948752e-10
Position 737: 2.0860204287298097e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 617: 0.9833030703520242
Position 737: 0.945172865116608
Position 307: 0.6554165606196873
Position 328: 0.04887593766458277
Position 452: 0.03211830288093257
Position 748: 0.015860706509437914
Position 1478: 0.009346126103800183
Position 772: 0.007386876109983699
Position 381: 0.0068466508029162865
Position 1142: 0.00417749531711435
Position 1526: 0.004095705057734316
Position 1007: 0.004049940624203849
Position 951: 0.003774302436141753
Position 968: 0.003077933467877986
Position 1449: 0.002412026781431961
Position 130: 0.002392586627044536
Position 1239: 0.0022091281700899646
Position 150: 0.0018128892175768832
Position 918: 0.001455516755028219
Position 926: 0.001328875107342736
Position 1243: 0.0010831990530784077
Position 393: 0.0010511507968664093
Position 1039: 0.0005412954046017911
Position 1369: 0.000511853517321087
Position 1328: 0.0005084121690582018
Position 639: 0.00042149038726140546
Position 1013: 0.0004027142289907843
Position 652: 0.00038917328632771234
Position 483: 0.0003494024703005566
Position 140: 0.0002881259401505522
Position 1265: 0.0002229783124604585
Position 1061: 0.00021380137058110745
Position 1052: 0.0001930411805403258
Position 1458: 0.00018378730787881511
Position 1390: 0.00012028745625321977
Position 629: 0.00010730534733681539
Position 1277: 0.00010522893423044057
Position 687: 0.00010139945823658215
Position 1544: 8.47000335248065e-05
Position 1252: 6.04682228811286e-05
Position 1117: 4.815703177217431e-05
Position 902: 4.0177690215508376e-05
Position 1289: 3.2789006929581286e-05
Position 882: 3.029704498438764e-05
Position 499: 2.507585805096267e-05
Position 896: 2.0737276185591925e-05
Position 1280: 2.0677601729468175e-05
Position 105: 1.4494424391164953e-05
Position 706: 1.3761617547851241e-05
Position 1297: 1.0374949048377823e-05
Position 780: 6.686582477452132e-06
Position 1228: 6.615985388552981e-06
Position 1532: 5.7379442476517874e-06
Position 194: 4.9896378223220875e-06
Position 1406: 3.982745869019868e-06
Position 496: 3.474935889719611e-06
Position 1182: 2.514910542201446e-06
Position 171: 2.3984278604542926e-06
Position 1214: 2.2530463944178225e-06
Position 905: 1.5227274455471676e-06
Position 60: 1.4019956092092482e-06
Position 986: 1.2489701408054548e-06
Position 785: 1.1594031140082128e-06
Position 239: 1.0252200490329292e-06
Position 1557: 1.0062578407112794e-06
Position 509: 9.064068440583424e-07
Position 513: 5.301933213892511e-07
Position 536: 4.996090620438804e-07
Position 672: 4.926316197917066e-07
Position 585: 4.2981471068888093e-07
Position 234: 3.440382784119169e-07
Position 477: 1.829439527404403e-07
Position 110: 1.1478352381946709e-07
Position 710: 2.278373568001339e-08
Position 68: 1.4436671657720127e-08
Position 782: 1.0184215523920587e-08
Position 860: 3.7450864835862105e-09
Position 564: 3.202499300758144e-09
Position 815: 2.7218630227873333e-09
Position 800: 1.2641881171687552e-09
Position 556: 4.690943918911069e-10
Position 571: 3.860977645064431e-10
Position 794: 9.633561431162097e-11
Position 776: 9.096924485554082e-11
Position 839: 2.907908134356551e-11
