Gene = Ccz1
index = 1060
Annotated 5SS: [ 142  295 1153]
Annotated 3SS: [ 196  358 1215]
SMsplice 5SS: [1153]
SMsplice 3SS: [1215]
top_k =  1000
Partition function (log Z): -5.319850753980526

Sorted 5' Splice Sites (High to Low Probability):
Position 1153: 0.971995067259255
Position 142: 0.3777407075848796
Position 286: 0.24536971520782327
Position 295: 0.22712728489476477
Position 893: 0.025324851567851376
Position 270: 0.02472086236188859
Position 325: 0.019294691505939633
Position 329: 0.015127982565723681
Position 1326: 0.010031714803889123
Position 443: 0.009306178789042842
Position 474: 0.00438763791063429
Position 1138: 0.003749560322099197
Position 209: 0.0035545454900407416
Position 130: 0.0029010656600109695
Position 183: 0.0022465895146553975
Position 631: 0.002082099249910269
Position 984: 0.001578171448306243
Position 260: 0.0012670790105932784
Position 1065: 0.0012380265878773752
Position 498: 0.0010059994839777676
Position 437: 0.0007111720361444832
Position 514: 0.0006006173555676806
Position 918: 0.0005471604850532737
Position 1379: 0.00048330098934836244
Position 1536: 0.00035604244859895767
Position 996: 0.0002990056343526455
Position 1157: 0.00023125873353229762
Position 569: 0.0001600207740266694
Position 1530: 0.0001519345255298163
Position 607: 0.000121211989560092
Position 79: 0.00010399126210595036
Position 706: 8.616030163436664e-05
Position 1142: 6.586387389599858e-05
Position 1563: 5.45834677117722e-05
Position 492: 5.3731751806794795e-05
Position 46: 4.2118237460666174e-05
Position 1136: 2.21760064094376e-05
Position 662: 2.1760470516521322e-05
Position 843: 2.1359933178263273e-05
Position 973: 1.660026754480357e-05
Position 349: 1.3788582946161179e-05
Position 1014: 9.70107561979413e-06
Position 1385: 8.550921817239667e-06
Position 1071: 8.521742916697999e-06
Position 214: 8.359204292930884e-06
Position 342: 5.74654739360466e-06
Position 1038: 5.369887196209755e-06
Position 1330: 3.4545656224010688e-06
Position 1576: 3.418491234835584e-06
Position 1458: 2.5187534435153473e-06
Position 791: 1.3303358748564874e-06
Position 1465: 4.897822131487373e-07
Position 90: 4.2894602376279013e-07
Position 447: 1.848014167490179e-07
Position 909: 1.1995257945846752e-08
Position 737: 1.1189663411275514e-08
Position 945: 1.0535132180073282e-08
Position 931: 7.829714043502336e-09
Position 453: 4.9521924551028594e-11
Position 462: 3.161568700647676e-11
Position 589: 2.0781510643464853e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1215: 0.976320058361829
Position 358: 0.5056000162916332
Position 196: 0.3707622493828242
Position 386: 0.019356088085783315
Position 737: 0.016462280308605633
Position 962: 0.011226651739348722
Position 945: 0.010312234064874396
Position 634: 0.0066256047350017385
Position 1223: 0.006189945214425418
Position 375: 0.003954621305597479
Position 967: 0.003928193650630127
Position 1427: 0.003761208282083917
Position 1402: 0.0025338685259692186
Position 318: 0.002487225349318355
Position 1612: 0.001987906571692762
Position 1465: 0.0019459580775465254
Position 401: 0.0018375809638565533
Position 983: 0.0011768929692586897
Position 629: 0.0011443935185701417
Position 473: 0.0008530963185593483
Position 842: 0.000566384845112434
Position 541: 0.0004447578686247612
Position 1585: 0.0004399608395674411
Position 470: 0.0004283801793100873
Position 836: 0.00037157369715344125
Position 1046: 0.0003601422135787857
Position 447: 0.00029604124084515744
Position 532: 0.00024321476208681965
Position 1409: 0.00021966069771289952
Position 257: 0.0001919544080041254
Position 674: 0.0001858241192140175
Position 435: 0.0001848640949095251
Position 653: 0.00017593324625373092
Position 973: 0.00017524164523678484
Position 340: 0.00017065915944868262
Position 607: 0.00015363630336066847
Position 815: 0.00014769531781309587
Position 1379: 0.00010921900808207474
Position 1239: 0.0001051284380482209
Position 1003: 9.338877849827738e-05
Position 1443: 7.695296935181505e-05
Position 650: 7.457991382354435e-05
Position 1050: 7.300941055370706e-05
Position 1064: 7.27327804551413e-05
Position 553: 6.670742873216698e-05
Position 485: 4.557733166274807e-05
Position 1568: 3.876699170582407e-05
Position 208: 3.7062564247779114e-05
Position 205: 2.982245723006316e-05
Position 431: 2.811479645395134e-05
Position 285: 2.3957016340419724e-05
Position 270: 2.207153994963269e-05
Position 1429: 2.0590735158666003e-05
Position 1492: 2.0501112218719e-05
Position 1589: 1.947225806741926e-05
Position 1616: 1.895782392485498e-05
Position 1535: 1.7021667852752635e-05
Position 1306: 1.6780629456327226e-05
Position 612: 1.589344646132551e-05
Position 1640: 9.377569012081907e-06
Position 1699: 6.2514599929713815e-06
Position 1162: 4.2088656012766694e-06
Position 98: 1.79310398073967e-06
Position 130: 8.750232654242577e-07
Position 1701: 7.007221103560322e-07
Position 161: 1.586298614665778e-07
Position 342: 1.0614901842902979e-07
Position 167: 1.4183688759449844e-08
Position 1168: 7.450665258891838e-09
Position 136: 4.038430515694599e-09
Position 183: 1.0339674689629343e-09
Position 325: 6.872403042338929e-10
Position 141: 4.407119673524787e-10
Position 320: 1.7507098316685665e-10
Position 497: 6.172684245148449e-11
Position 274: 4.5759327881786915e-12
Position 488: 3.248578840163798e-15
