Gene = SRm160
index = 1464
Annotated 5SS: [ 444 1838 2519]
Annotated 3SS: [ 602 1907 2583]
SMsplice 5SS: [ 444 1838 2519]
SMsplice 3SS: [ 602 1907 2583]
top_k =  1000
Partition function (log Z): 5.074870320004965

Sorted 5' Splice Sites (High to Low Probability):
Position 1838: 0.9994981286468794
Position 2519: 0.9975142967227912
Position 444: 0.9674706786807503
Position 3718: 0.48546984654303016
Position 818: 0.0231878898410527
Position 3740: 0.021749180353332516
Position 3729: 0.007113004785120715
Position 788: 0.004907926318935375
Position 3608: 0.0047615254124391574
Position 2937: 0.0043027924432593335
Position 937: 0.0018960254676758444
Position 490: 0.001299779666097641
Position 251: 0.001043855403558949
Position 249: 0.0009152545725406192
Position 253: 0.0007333930236861139
Position 892: 0.0005680042039212043
Position 79: 0.0005223276022891405
Position 513: 0.0004956706408376162
Position 1365: 0.00048682832347047303
Position 693: 0.0004722745257294591
Position 708: 0.00040755647812628764
Position 1051: 0.00034862762550511603
Position 720: 0.00033374920969157643
Position 3691: 0.0002792886706500502
Position 783: 0.0002754486701421111
Position 727: 0.000268078444715492
Position 295: 0.00021739584861023837
Position 3612: 0.00018584127212207063
Position 777: 0.00018264307370406658
Position 1388: 0.00017797640253263815
Position 1030: 0.0001746245687861723
Position 4015: 0.00015544905703409007
Position 3722: 0.00012339193434428137
Position 1024: 0.00010063432517842386
Position 457: 9.330992448972987e-05
Position 285: 9.034627151536002e-05
Position 1135: 8.871044591015625e-05
Position 2761: 8.562424354356942e-05
Position 517: 8.412230545217276e-05
Position 349: 8.211780906972395e-05
Position 2322: 7.75813168434699e-05
Position 288: 7.576258595796247e-05
Position 4062: 7.269539595817442e-05
Position 668: 6.464745191039788e-05
Position 2099: 5.833391405505586e-05
Position 363: 5.665404556123504e-05
Position 1633: 5.4679178703606786e-05
Position 1711: 5.439173251834747e-05
Position 2802: 4.8190722101508326e-05
Position 780: 3.9625766617714365e-05
Position 255: 3.228789112251512e-05
Position 46: 3.1854519077948224e-05
Position 2700: 3.1268398660182326e-05
Position 1681: 3.1146834546985835e-05
Position 3619: 2.3339348220469056e-05
Position 1189: 2.247746910170871e-05
Position 2426: 2.172066311267273e-05
Position 148: 2.126291005374734e-05
Position 2510: 1.9654852614281804e-05
Position 1781: 1.941171299978768e-05
Position 2525: 1.932007802231673e-05
Position 2719: 1.83000920591485e-05
Position 792: 1.8189773988826292e-05
Position 2523: 1.782472115379471e-05
Position 884: 1.7463216735523848e-05
Position 824: 1.5730511431838455e-05
Position 3876: 1.489237399819561e-05
Position 265: 1.4004860334330395e-05
Position 2378: 1.263859974375493e-05
Position 1091: 1.2622732204074136e-05
Position 1842: 1.2164005844903684e-05
Position 1412: 1.0991761812508469e-05
Position 1816: 1.0864810056824393e-05
Position 3869: 1.015818811141167e-05
Position 170: 9.614395070831057e-06
Position 437: 8.724579291971085e-06
Position 3865: 7.821504040156943e-06
Position 3686: 7.440335533146e-06
Position 1570: 6.912323512589803e-06
Position 84: 6.890574005105687e-06
Position 168: 5.873994241853355e-06
Position 731: 5.769338876592234e-06
Position 4035: 5.646064271614e-06
Position 257: 5.5585162128264265e-06
Position 2027: 5.384217264600416e-06
Position 3453: 4.692812231327157e-06
Position 1072: 4.045096775265669e-06
Position 2692: 3.6774157385145453e-06
Position 2060: 3.5067776903654047e-06
Position 1774: 3.477193836822409e-06
Position 3930: 3.47198135809081e-06
Position 950: 3.3398316571793954e-06
Position 701: 3.2211827965573663e-06
Position 2998: 2.9290548865407857e-06
Position 3392: 2.298783890586122e-06
Position 2977: 2.0570939796746406e-06
Position 2549: 1.8353077811585798e-06
Position 11: 1.8062634864413155e-06
Position 185: 1.798647490016212e-06
Position 1949: 1.5685898085611947e-06
Position 3956: 1.5520039263161629e-06
Position 2884: 1.5143368208265216e-06
Position 9: 1.3243448917682532e-06
Position 2741: 1.154093137405638e-06
Position 2483: 1.1125986559229987e-06
Position 3783: 1.099777673131235e-06
Position 4066: 1.047194818085932e-06
Position 2679: 9.846826297339041e-07
Position 2219: 9.054623362855051e-07
Position 3927: 9.000401312547452e-07
Position 2181: 7.665329269626299e-07
Position 2408: 6.869977420615917e-07
Position 2600: 6.802273078553909e-07
Position 385: 6.372728749143577e-07
Position 2429: 5.853147920668524e-07
Position 2300: 5.413569616621554e-07
Position 1958: 4.0247843152706203e-07
Position 2553: 3.4576048709066806e-07
Position 2118: 2.8243139389247133e-07
Position 2616: 2.784724402659129e-07
Position 3280: 2.734371620042973e-07
Position 2303: 2.3424226609633128e-07
Position 2157: 2.1942231397310055e-07
Position 2309: 1.8548949117614234e-07
Position 1961: 1.1799595590903202e-07
Position 1992: 1.0307347169624061e-07
Position 1669: 1.0187008365028758e-07
Position 2229: 9.44514321945098e-08
Position 2456: 8.793717905985171e-08
Position 1216: 7.067661634232044e-08
Position 1970: 6.71923324844162e-08
Position 2591: 6.358414777448694e-08
Position 2402: 5.966378444452704e-08
Position 1305: 5.6440010121939754e-08
Position 1735: 5.5627809431188483e-08
Position 120: 5.2895687713688596e-08
Position 1544: 4.4884477734855024e-08
Position 2495: 4.39929277242203e-08
Position 1140: 4.3571505784044175e-08
Position 2839: 2.7326351186202633e-08
Position 3377: 2.6353054658188045e-08
Position 1355: 1.8043994454221462e-08
Position 2595: 1.6752095115701455e-08
Position 1399: 1.4772297486800784e-08
Position 2474: 1.2237997213674067e-08
Position 1618: 8.745778395773554e-09
Position 1267: 7.733918205021837e-09
Position 1572: 7.122403498015082e-09
Position 1888: 7.0176102514850475e-09
Position 1675: 6.361300306658415e-09
Position 1255: 4.889456471068246e-09
Position 629: 2.3897878249487624e-09
Position 565: 1.0738212134291326e-09
Position 2792: 2.5401813375463206e-10
Position 3795: 2.1739428948352326e-10
Position 2723: 1.8245023910864714e-10
Position 2444: 2.4039187546532045e-11
Position 2261: 2.006375570889857e-11
Position 3116: 3.2565098549470515e-12
Position 2851: 1.1980592207816933e-12
Position 1471: 5.888783809296717e-13
Position 1457: 3.3956154857300606e-13
Position 2438: 2.0375631953108847e-13
Position 1329: 1.1064704381564563e-13
Position 2577: 8.895912212055448e-14
Position 1147: 8.158285629154779e-14
Position 1462: 7.590189342021908e-14
Position 1261: 1.7829179643495185e-15
Position 1429: 1.5554026903825988e-15
Position 1925: 2.256876526259607e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1907: 0.9983159414099411
Position 2583: 0.9970569924534334
Position 602: 0.7510033050695168
Position 3795: 0.4594693466227538
Position 617: 0.07225327120651853
Position 1102: 0.07202932229767624
Position 923: 0.04167576691942318
Position 614: 0.027743764372056858
Position 3825: 0.020287950746730714
Position 3822: 0.017976996023946146
Position 3800: 0.010647918743673986
Position 1780: 0.009423576188709168
Position 1091: 0.004927699549781395
Position 1760: 0.004757439351399267
Position 3837: 0.004263628576633065
Position 4049: 0.0034544796449855475
Position 1471: 0.003041971121856143
Position 3949: 0.0028433242529827575
Position 620: 0.0022741235191144054
Position 884: 0.002182761104068292
Position 1652: 0.0017610220260830065
Position 1946: 0.0015863043974227759
Position 803: 0.0015847869913529395
Position 3912: 0.001207874253889191
Position 404: 0.0011321682021914463
Position 1147: 0.001034078780889384
Position 989: 0.0009135281834888021
Position 3711: 0.0007811562264428707
Position 1447: 0.0006972551115517941
Position 1051: 0.0006956374891133473
Position 3865: 0.0006802945617725644
Position 1648: 0.0006229395458611979
Position 3920: 0.000605622016011069
Position 1486: 0.0005959879360900052
Position 1429: 0.0005820243308723949
Position 4074: 0.0005065512503463667
Position 1724: 0.0005054593082702725
Position 1118: 0.00046582615999735485
Position 739: 0.0004368453290379
Position 136: 0.00042998234088367034
Position 968: 0.00042606485457754266
Position 3964: 0.0004084621614792069
Position 339: 0.0003941913766616296
Position 962: 0.0003887666061204624
Position 1057: 0.0003531241254599842
Position 1529: 0.00033878860954958466
Position 945: 0.0003022419760351335
Position 1299: 0.000297596484935038
Position 1228: 0.00028283999715803605
Position 3139: 0.0002283457302912263
Position 2825: 0.0001859735781456974
Position 3852: 0.00017216742532971473
Position 4097: 0.0001706693574015441
Position 3927: 0.00016164388618429286
Position 3997: 0.00015576163612427557
Position 363: 0.0001523022890034169
Position 4117: 0.0001491362749846377
Position 842: 0.00013261182917695757
Position 1618: 0.00011977535991208405
