Gene = Atox1
index = 38
Annotated 5SS: [201 368]
Annotated 3SS: [291 978]
SMsplice 5SS: [201 368]
SMsplice 3SS: [291 978]
top_k =  1000
Partition function (log Z): -2.347795935346687

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9536083979867334
Position 368: 0.8804295317563907
Position 1161: 0.1378359222707081
Position 395: 0.0355761864652014
Position 399: 0.028513185999738896
Position 666: 0.023677168637791866
Position 1337: 0.02327336570570789
Position 645: 0.017571252758203038
Position 1139: 0.014377969121069556
Position 438: 0.01432279115064555
Position 649: 0.008631919124791769
Position 205: 0.006764590828867616
Position 636: 0.005786870278720133
Position 640: 0.005609652532973864
Position 889: 0.005221155348737519
Position 388: 0.0050828983369898845
Position 675: 0.0040950705300275
Position 1101: 0.00371787291881077
Position 1168: 0.0034929835447262635
Position 522: 0.002608441856379846
Position 414: 0.0023672695072143295
Position 1365: 0.0022264370640762143
Position 224: 0.002123983601553175
Position 442: 0.0018976408702663186
Position 518: 0.0013345797809531297
Position 1020: 0.0012669577563704604
Position 918: 0.001257476554858824
Position 876: 0.0012228470670428817
Position 672: 0.0009619695044753507
Position 1229: 0.0009253495946955457
Position 1240: 0.0008936372883581309
Position 454: 0.0008619262635202528
Position 432: 0.0008093897841855098
Position 886: 0.0007683373966981968
Position 655: 0.000657821412736562
Position 756: 0.0005316569113427141
Position 372: 0.0005155408925628187
Position 1130: 0.0004529446069762481
Position 219: 0.00027540137383902315
Position 1348: 0.00025100304730088117
Position 468: 0.0002219045367843396
Position 789: 0.00019567457361465606
Position 634: 0.00018471686143572237
Position 1341: 0.00013601220799254888
Position 1095: 7.758788085030435e-05
Position 405: 7.53052288545545e-05
Position 1316: 6.582851112205257e-05
Position 1118: 6.127852616597016e-05
Position 1235: 5.638656175494918e-05
Position 794: 5.2272429353814936e-05
Position 749: 5.1962228899715786e-05
Position 169: 4.347392366481201e-05
Position 426: 3.343097496173791e-05
Position 1351: 2.5200140546640325e-05
Position 12: 2.2531562147653583e-05
Position 574: 2.1126849049071204e-05
Position 381: 1.8926323719089557e-05
Position 1464: 1.1318589084050058e-05
Position 1367: 1.0888234706311032e-05
Position 456: 9.075866742859764e-06
Position 552: 8.863122200846555e-06
Position 403: 8.859830872442509e-06
Position 141: 4.689862252528102e-06
Position 101: 3.36870957345513e-06
Position 1456: 3.0799238123022856e-06
Position 72: 1.656085231569356e-06
Position 802: 1.2512427993092156e-06
Position 458: 9.450561059416623e-07
Position 307: 6.867235388572745e-07
Position 880: 4.6882665697590037e-07
Position 80: 3.758970670608151e-07
Position 349: 2.3874961916752293e-07
Position 292: 2.167449604926111e-07
Position 340: 1.9905783384703516e-07
Position 733: 1.8335526257987366e-07
Position 87: 1.5554239761028498e-07
Position 125: 1.4449416502734647e-07
Position 536: 1.4404488079027743e-07
Position 696: 8.879591290081117e-08
Position 117: 3.6550006792242404e-08
Position 335: 1.912253457360277e-08
Position 329: 1.8154460806270148e-08
Position 1052: 3.7460185642875436e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9589595802586172
Position 978: 0.9213395847556668
Position 1439: 0.10417782640146174
Position 552: 0.09486772791485956
Position 1396: 0.04811211923438423
Position 1316: 0.024129781482401497
Position 1291: 0.016547539991461545
Position 719: 0.006338740558632949
Position 1344: 0.004389689539801338
Position 789: 0.0034953817648139883
Position 1216: 0.002977106541074318
Position 886: 0.002640644624184277
Position 809: 0.002455319179974565
Position 569: 0.002296166505257379
Position 816: 0.0022747474277318015
Position 983: 0.0013739592334949613
Position 526: 0.00120023925220734
Position 1240: 0.0011512639854835258
Position 794: 0.0009348094010613995
Position 1476: 0.0006521638666150655
Position 634: 0.00048773417031824196
Position 1501: 0.0004473212048401687
Position 1456: 0.0003288691443605785
Position 1351: 0.00032666585936799367
Position 921: 0.0002158536304314835
Position 1402: 0.00021185610695076366
Position 306: 0.00016010467022351262
Position 1525: 0.00014103522132061726
Position 1463: 0.00012444351363265598
Position 853: 0.00011918298746399215
Position 574: 4.227827102430342e-05
Position 1166: 4.0395684342341884e-05
Position 918: 4.026402049308369e-05
Position 666: 3.927290749673449e-05
Position 672: 3.6868188468690124e-05
Position 903: 3.407677448519844e-05
Position 1064: 2.8980591487362938e-05
