Gene = Akap200
index = 16
Annotated 5SS: [  197 11404 11864 13773]
Annotated 3SS: [11183 11467 11924 14590]
SMsplice 5SS: [  197 11404 11864 12378]
SMsplice 3SS: [11183 11467 11924 14590]
top_k =  1000
Partition function (log Z): 0.04057719969447682

Sorted 5' Splice Sites (High to Low Probability):
Position 11864: 0.9878693690102534
Position 11404: 0.987029725961689
Position 197: 0.7736293516713351
Position 12378: 0.608092502557356
Position 15220: 0.31720810876589145
Position 3360: 0.2339230409599188
Position 2493: 0.20767723492445242
Position 2929: 0.20531792074304367
Position 8623: 0.19012142647705116
Position 156: 0.1713765467680937
Position 13773: 0.14781176942809374
Position 2811: 0.058714076673096305
Position 11604: 0.04871802553068294
Position 4026: 0.04868354984889894
Position 8056: 0.04294711517027773
Position 12563: 0.030666520469705156
Position 14663: 0.02787215767321873
Position 3342: 0.02447054114630282
Position 308: 0.022816923148955847
Position 10756: 0.019935762301736826
Position 12435: 0.016664235653498533
Position 5837: 0.016163400302884774
Position 9987: 0.01606379223274556
Position 10062: 0.01584860297627387
Position 8433: 0.01559370256219961
Position 2644: 0.014852120188768435
Position 14763: 0.011900585794233807
Position 11398: 0.01180872282664397
Position 15178: 0.011609498288375512
Position 528: 0.0112643226904278
Position 2497: 0.010349666425358799
Position 4022: 0.010084594639817132
Position 4375: 0.009206987225131384
Position 12048: 0.0078492490990522
Position 2628: 0.00748854339463925
Position 8867: 0.007317127754786951
Position 2664: 0.006746314684063032
Position 13221: 0.005272209488275985
Position 8663: 0.0049273787845667575
Position 3928: 0.004856863963041372
Position 160: 0.004519429884454275
Position 4040: 0.004378171085528532
Position 14639: 0.004262860974907487
Position 304: 0.0026904932515930766
Position 12705: 0.002673276278716317
Position 6071: 0.002207826767918291
Position 12445: 0.0020531385471584157
Position 2147: 0.0019110481340292684
Position 15526: 0.0018764006914566067
Position 3347: 0.0018461670971494822
Position 2934: 0.0017375787126257122
Position 2656: 0.001614330230300025
Position 7608: 0.0015341338386791487
Position 539: 0.0013689603993909086
Position 13104: 0.0013139109378801153
Position 11663: 0.0009714747345800864
Position 13263: 0.0008988109061462147
Position 5429: 0.0008532055905297869
Position 2210: 0.00082804085831526
Position 12786: 0.0008252479971059473
Position 12792: 0.0007629242392389081
Position 7612: 0.0006718624330600612
Position 1362: 0.0006311098059887189
Position 2391: 0.0005355722888442405
Position 14091: 0.000515814139909184
Position 2159: 0.0004725411929641529
Position 1750: 0.0004520151049432256
Position 12502: 0.00042644583674082454
Position 11647: 0.00040856870768326214
Position 785: 0.0004066249476045958
Position 15238: 0.0003910623977265442
Position 2310: 0.0003860073489095935
Position 3089: 0.00037697757535584816
Position 13302: 0.0003762753052531541
Position 2448: 0.00037270828696041086
Position 11641: 0.00036595462203031656
Position 1308: 0.000347491984285578
Position 14020: 0.0003460342223133206
Position 15517: 0.0003330073552490997
Position 1032: 0.00031123691960735706
Position 2354: 0.00030317163439701563
Position 2272: 0.0002927832494983618
Position 432: 0.00028903205771192134
Position 12884: 0.0002736282208599348
Position 300: 0.00023728589899291391
Position 971: 0.0002268559592712519
Position 25: 0.00022136506824953944
Position 298: 0.00020850974858801507
Position 2891: 0.00019854061498902713
Position 13539: 0.00019089220598746945
Position 1196: 0.00018136522346270449
Position 13425: 0.00017451446711833548
Position 2342: 0.00014444757733649035
Position 1299: 0.0001372598491534004
Position 127: 0.00012770586276827188
Position 1297: 0.0001205750594881789
Position 795: 0.00011849693021649652
Position 938: 0.00010894656231311743
Position 2336: 0.00010632603699448045
Position 12840: 9.959317490472011e-05
Position 12567: 9.832318771664804e-05
Position 1573: 9.640488600832637e-05
Position 801: 9.581996905389781e-05
Position 13722: 8.89692353716052e-05
Position 12831: 8.889839511513558e-05
Position 294: 8.649546681050879e-05
Position 296: 7.224595891246882e-05
Position 3418: 6.782148952430117e-05
Position 12546: 6.696989421938298e-05
Position 2996: 6.108838027259555e-05
Position 2660: 5.459116609380228e-05
Position 11429: 5.420099863846482e-05
