Gene = Ndfip
index = 1313
Annotated 5SS: [289]
Annotated 3SS: [5033]
SMsplice 5SS: [289]
SMsplice 3SS: [5033]
top_k =  1000
Partition function (log Z): -11.173361549063532

Sorted 5' Splice Sites (High to Low Probability):
Position 3450: 0.7334562378474493
Position 289: 0.6220241310699784
Position 3722: 0.35690254292403206
Position 1344: 0.29401805499963457
Position 1825: 0.2551896795490513
Position 465: 0.05982762459848675
Position 59: 0.047272382718158645
Position 6405: 0.03964936158482732
Position 4903: 0.033880002540022464
Position 3274: 0.03181761835139459
Position 4047: 0.028318329728336693
Position 3954: 0.02766583841227212
Position 5144: 0.026185443394336545
Position 475: 0.021321374723828432
Position 4297: 0.01861889121850378
Position 473: 0.017294455165371
Position 219: 0.014774710280127728
Position 631: 0.010484993548483573
Position 469: 0.009331572344129204
Position 161: 0.008504684732376897
Position 1603: 0.008158547009972164
Position 1680: 0.007695642236912212
Position 4841: 0.007628908972327576
Position 4270: 0.005943586585109259
Position 5767: 0.005476175242891495
Position 1875: 0.005151340058412295
Position 5300: 0.0048930600197870135
Position 4899: 0.0043882039351660915
Position 5290: 0.004122576889165546
Position 2510: 0.003919363924702156
Position 3985: 0.003262611129933046
Position 479: 0.0028593639383192367
Position 3565: 0.0025717968208506825
Position 4022: 0.002013248644002532
Position 544: 0.0016538761592344749
Position 2506: 0.0016170434352180839
Position 1831: 0.0015441555904669084
Position 349: 0.0015373475707355006
Position 1174: 0.0015074727628439986
Position 776: 0.001260724585132683
Position 4120: 0.0012570040679370652
Position 4559: 0.0009344371525479104
Position 6399: 0.0008305291112978544
Position 4040: 0.0007550951825507953
Position 5882: 0.0006524312146887854
Position 600: 0.0005993570019130653
Position 5871: 0.0005308357557348382
Position 2019: 0.00047445684709724196
Position 28: 0.0003987492820875517
Position 1660: 0.00038502952654142976
Position 3544: 0.0003626891743898496
Position 766: 0.00036245964228959193
Position 462: 0.0003420182408412769
Position 1771: 0.0003068578611497993
Position 770: 0.00026077926315620493
Position 1637: 0.00024345266525883073
Position 1374: 0.0002037395516891704
Position 4241: 0.00019773213571440396
Position 594: 0.00018038226480582092
Position 3880: 0.00017164996066211508
Position 1246: 0.00016699463445798025
Position 1495: 0.00013294261477496983
Position 2033: 0.00012501468554804564
Position 150: 9.250386292071304e-05
Position 94: 3.75415752614671e-05
Position 89: 3.344198723870666e-05
Position 1587: 3.288275547924431e-05
Position 1052: 3.257693620111381e-05
Position 598: 1.995447085662222e-05
Position 485: 1.991325145614427e-05
Position 400: 1.9121186861465753e-05
Position 566: 1.792525777168734e-05
Position 1607: 1.68096344915074e-05
Position 1530: 1.433595534730219e-05
Position 25: 1.3706315802039066e-05
Position 3736: 1.213456630264597e-05
Position 582: 1.2003203463436691e-05
Position 22: 9.280557691980415e-06
Position 477: 7.302639620177865e-06
Position 1915: 6.534859534984756e-06
Position 1356: 5.292772616961698e-06
Position 606: 3.6668514913047594e-06
Position 653: 3.6361222299426463e-06
Position 778: 3.5691494570515534e-06
Position 167: 3.112049487452199e-06
Position 363: 2.572722214970249e-06
Position 182: 2.4321184942078677e-06
Position 68: 2.3940061762114332e-06
Position 1225: 1.6791279688738042e-06
Position 1722: 1.3436664377321012e-06
Position 36: 6.419918806444548e-07
Position 1239: 6.078664603970043e-07
Position 673: 5.514894112233458e-07
Position 159: 5.304335073471474e-07
Position 1306: 1.1933612128969468e-07
Position 165: 4.082701047656955e-08
Position 493: 1.716606783931308e-08
Position 487: 1.6980299402320576e-08
Position 498: 1.3022140872616994e-08
Position 130: 9.742145076764009e-09
Position 909: 5.471459292769169e-09
Position 124: 1.8165851196549036e-09
Position 780: 1.782675535771877e-09
Position 592: 4.80500115011345e-10
Position 895: 1.2132000620198545e-10
Position 1055: 1.0329801701953677e-10
Position 698: 4.338381249521646e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3520: 0.6956910271700886
Position 5033: 0.5836929301265025
Position 3319: 0.31628598262860697
Position 1400: 0.14002098418270081
Position 354: 0.08692773598552957
Position 3134: 0.08481570794015277
Position 4832: 0.07381874736558132
Position 3131: 0.06569791868749081
Position 529: 0.06348706109810613
Position 3653: 0.060763407896104946
Position 1419: 0.058632399112702745
Position 2461: 0.04135099115646182
Position 6199: 0.03988835101437675
Position 6479: 0.037755774134557746
Position 1738: 0.03762109095242749
Position 2503: 0.03680544365093833
Position 3400: 0.030791692409552176
